
"SYSDATE","INST_ID","MACHINE","PGA_USED_MEM_MB","PGA_ALLOC_MEM_MB"
"24/09/2021",2,"corework2",784,1090
"24/09/2021",1,"corework3",788,1034
"24/09/2021",1,"corework1",804,1079
"24/09/2021",2,"corework1",821,1139
"24/09/2021",1,"corework2",831,1055
"24/09/2021",2,"corework3",896,1199
"24/09/2021",1,"coreserv3",954,1121
"24/09/2021",1,"coreserv2",1000,1169
"24/09/2021",2,"coreserv2",1012,1173
"24/09/2021",1,"coreserv1",1027,3024
"24/09/2021",2,"coreserv3",1044,1211
"24/09/2021",2,"coreserv1",1049,1207
"24/09/2021",2,"radiusbr02",1117,1211
"24/09/2021",2,"coreradius3",1158,1244
"24/09/2021",1,"coresup2dbadm01.om.dsn.inet",1518,1946
"24/09/2021",2,"opsm2m11",3171,3186
"24/09/2021",2,"coresup2dbadm02.om.dsn.inet",3306,5635
"25/09/2021",2,"A245LSL",3,5
"25/09/2021",1,"opsm2m",7,9
"25/09/2021",1,"portalweb12",8,12
"25/09/2021",1,"portalweb11",8,12
"25/09/2021",2,"portalapi11",10,12
"25/09/2021",2,"coresup2dbadm01.om.dsn.inet",10,48
"25/09/2021",2,"portalweb12",10,12
"25/09/2021",2,"portalweb11",11,13
"25/09/2021",1,"portalapi2",14,19
"25/09/2021",1,"portalapi12",14,16
"25/09/2021",2,"portalapi1",15,23
"25/09/2021",2,"coreevents12",17,20
"25/09/2021",1,"coreradius3",17,21
"25/09/2021",2,"coreevents13",21,26
"25/09/2021",2,"portalapi12",21,24
"25/09/2021",2,"portalapi2",21,26
"25/09/2021",1,"portalapi1",21,28
"25/09/2021",2,"coreevents11",24,29
"25/09/2021",1,"portalapi11",24,28
"25/09/2021",2,"smshr11",31,36
"25/09/2021",1,"coreevents11",31,36
"25/09/2021",2,"portalweb1",31,46
"25/09/2021",1,"coreevents13",35,40
"25/09/2021",1,"coreevents12",37,44
"25/09/2021",2,"portalweb2",40,65
"25/09/2021",2,"opsm2m",41,52
"25/09/2021",1,"portalweb2",41,60
"25/09/2021",1,"smshr11",42,52
"25/09/2021",1,"portalweb1",46,70
"25/09/2021",1,"smshr2",52,100
"25/09/2021",1,"smshr12",69,82
"25/09/2021",1,"corerec12",72,91
"25/09/2021",1,"coresupoem",78,94
"25/09/2021",2,"coresupoem",78,101
"25/09/2021",1,"corerec14",79,101
"25/09/2021",2,"smshr12",80,91
"25/09/2021",2,"corerec3",81,109
"25/09/2021",1,"opsm2m11",84,103
"25/09/2021",1,"corerec11",91,117
"25/09/2021",1,"corerec15",91,116
"25/09/2021",2,"coreevents3",93,101
"25/09/2021",1,"coreevents3",97,118
"25/09/2021",1,"coreevents2",97,113
"25/09/2021",2,"corerec2",97,132
"25/09/2021",2,"coreevents2",99,111
"25/09/2021",2,"corerec4",102,137
"25/09/2021",1,"corerec13",103,145
"25/09/2021",2,"corerec13",106,135
"25/09/2021",2,"corerec5",111,139
"25/09/2021",2,"corerec1",116,155
"25/09/2021",2,"smshr2",120,183
"25/09/2021",1,"corerec4",125,186
"25/09/2021",1,"diamde01",129,150
"25/09/2021",2,"coreevents1",129,142
"25/09/2021",1,"corerec5",134,176
"25/09/2021",1,"coreevents1",136,151
"25/09/2021",1,"corerec1",137,188
"25/09/2021",1,"diamde12",138,158
"25/09/2021",2,"diamde02",138,156
"25/09/2021",2,"corerec11",138,192
"25/09/2021",2,"diamde12",138,159
"25/09/2021",2,"corerec15",139,201
"25/09/2021",1,"diamde02",145,163
"25/09/2021",1,"corerec2",145,191
"25/09/2021",2,"corerec12",149,217
"25/09/2021",2,"corerec14",151,194
"25/09/2021",2,"diamde01",151,172
"25/09/2021",1,"corerec3",164,247
"25/09/2021",2,"smshr1",171,280
"25/09/2021",2,"corework12",211,267
"25/09/2021",2,"corework11",211,264
"25/09/2021",1,"corework13",222,269
"25/09/2021",2,"corework13",222,284
"25/09/2021",1,"corework12",234,291
"25/09/2021",1,"corework11",235,293
"25/09/2021",1,"diamsp03",261,347
"25/09/2021",1,"diamde13",276,322
"25/09/2021",1,"diamde03",281,324
"25/09/2021",1,"diamde11",287,326
"25/09/2021",2,"corediam16",304,336
"25/09/2021",1,"coreserv11",313,361
"25/09/2021",2,"PC-519403",333,1731
"25/09/2021",2,"coreserv13",335,384
"25/09/2021",2,"coreserv12",342,393
"25/09/2021",1,"coreserv12",348,402
"25/09/2021",1,"corediam12",349,385
"25/09/2021",2,"corediam13",352,399
"25/09/2021",1,"corediam6",356,394
"25/09/2021",1,"coreserv13",356,408
"25/09/2021",1,"corediam2",359,408
"25/09/2021",1,"corediam11",359,404
"25/09/2021",1,"corediam1",359,393
"25/09/2021",1,"corediam4",364,415
"25/09/2021",1,"diamsp11",364,484
"25/09/2021",1,"corediam3",366,412
"25/09/2021",2,"corediam3",366,407
"25/09/2021",1,"corediam5",367,411
"25/09/2021",2,"diamsp13",368,489
"25/09/2021",2,"diamsp12",368,485
"25/09/2021",1,"diamsp13",368,489
"25/09/2021",2,"corediam5",368,413
"25/09/2021",1,"diamsp12",368,488
"25/09/2021",2,"corediam4",371,421
"25/09/2021",2,"diamsp11",372,489
"25/09/2021",2,"corediam1",373,415
"25/09/2021",2,"corediam2",373,417
"25/09/2021",2,"corediam11",374,419
"25/09/2021",2,"coreserv11",374,431
"25/09/2021",2,"corediam6",378,426
"25/09/2021",1,"corediam13",382,424
"25/09/2021",2,"corediam12",385,437
"25/09/2021",1,"corediam16",429,484
"25/09/2021",2,"radiusbr03",458,494
"25/09/2021",2,"diamsp03",475,629
"25/09/2021",1,"coreradius4",482,519
"25/09/2021",1,"radiusbr11",489,526
"25/09/2021",2,"coreradius14",517,558
"25/09/2021",1,"radiusbr05",543,583
"25/09/2021",2,"radiusbr01",556,597
"25/09/2021",2,"radiusbr04",561,605
"25/09/2021",1,"radiusbr12",561,606
"25/09/2021",1,"coreradius12",568,611
"25/09/2021",1,"radiusbr15",568,609
"25/09/2021",2,"radiusbr13",568,615
"25/09/2021",2,"radiusbr14",571,614
"25/09/2021",1,"coreradius5",573,620
"25/09/2021",1,"radiusbr14",577,622
"25/09/2021",2,"radiusbr15",580,626
"25/09/2021",1,"radiusbr13",581,630
"25/09/2021",1,"coreradius2",581,633
"25/09/2021",1,"coreradius13",582,624
"25/09/2021",1,"coreradius11",584,639
"25/09/2021",1,"coreradius15",585,635
"25/09/2021",1,"radiusbr04",587,638
"25/09/2021",2,"coreradius1",587,631
"25/09/2021",2,"radiusbr12",587,636
"25/09/2021",1,"radiusbr01",591,637
"25/09/2021",1,"coreradius1",593,642
"25/09/2021",2,"coreradius11",597,643
"25/09/2021",2,"coreradius15",598,649
"25/09/2021",2,"coreradius13",599,648
"25/09/2021",2,"coreradius2",600,646
"25/09/2021",2,"radiusbr05",606,657
"25/09/2021",2,"coreradius5",609,660
"25/09/2021",2,"coreradius12",613,661
"25/09/2021",2,"radiusbr11",651,706
"25/09/2021",1,"coreradius14",662,716
"25/09/2021",1,"radiusbr03",678,730
"25/09/2021",2,"coreradius4",696,752
"25/09/2021",2,"corediam15",733,811
"25/09/2021",1,"diamsp01",734,977
"25/09/2021",1,"corediam14",735,816
"25/09/2021",2,"diamsp02",736,975
"25/09/2021",2,"corework2",817,1092
"25/09/2021",1,"corework3",851,1121
"25/09/2021",1,"corework1",851,1113
"25/09/2021",2,"corework1",870,1158
"25/09/2021",1,"corework2",882,1147
"25/09/2021",2,"corework3",884,1188
"25/09/2021",2,"coreserv2",1122,1281
"25/09/2021",1,"coreserv2",1129,1312
"25/09/2021",1,"coreserv1",1137,1339
"25/09/2021",1,"coreserv3",1148,1331
"25/09/2021",2,"radiusbr02",1148,1233
"25/09/2021",2,"coreradius3",1165,1257
"25/09/2021",2,"coreserv3",1182,1339
"25/09/2021",2,"coreserv1",1182,1333
"25/09/2021",1,"coresup2dbadm01.om.dsn.inet",1464,1933
"25/09/2021",2,"coresup2dbadm02.om.dsn.inet",1702,2041
"25/09/2021",1,"coresup2dbadm02.om.dsn.inet",1849,3723
"25/09/2021",2,"opsm2m11",3171,3186
"26/09/2021",2,"A245LSL",3,5
"26/09/2021",1,"portalweb12",8,12
"26/09/2021",1,"portalweb11",8,12
"26/09/2021",2,"portalapi11",10,12
"26/09/2021",2,"portalweb12",10,12
"26/09/2021",2,"portalweb11",11,13
"26/09/2021",2,"coresup2dbadm01.om.dsn.inet",11,24
"26/09/2021",1,"portalapi12",14,16
"26/09/2021",1,"portalapi2",14,19
"26/09/2021",2,"portalapi1",15,23
"26/09/2021",1,"coreradius3",17,22
"26/09/2021",2,"coreevents12",17,20
"26/09/2021",2,"coreevents13",21,26
"26/09/2021",2,"portalapi2",21,26
"26/09/2021",2,"portalapi12",21,24
"26/09/2021",1,"portalapi1",21,28
"26/09/2021",2,"coreevents11",24,29
"26/09/2021",1,"portalapi11",24,28
"26/09/2021",1,"coresupoem",26,39
"26/09/2021",2,"smshr11",31,36
"26/09/2021",2,"portalweb1",31,45
"26/09/2021",1,"coreevents11",31,36
"26/09/2021",1,"coreevents13",35,40
"26/09/2021",1,"coreevents12",37,44
"26/09/2021",2,"portalweb2",40,63
"26/09/2021",1,"portalweb2",41,61
"26/09/2021",1,"smshr11",42,52
"26/09/2021",1,"portalweb1",46,72
"26/09/2021",1,"smshr2",52,100
"26/09/2021",2,"opsm2m",63,80
"26/09/2021",1,"smshr12",69,82
"26/09/2021",1,"corerec12",72,91
"26/09/2021",2,"coresupoem",78,101
"26/09/2021",1,"corerec14",79,100
"26/09/2021",2,"smshr12",80,91
"26/09/2021",2,"corerec3",82,118
"26/09/2021",1,"opsm2m11",84,103
"26/09/2021",1,"corerec15",91,116
"26/09/2021",1,"corerec11",91,119
"26/09/2021",2,"coreevents3",93,101
"26/09/2021",1,"coreevents2",97,113
"26/09/2021",1,"coreevents3",97,118
"26/09/2021",2,"corerec2",98,134
"26/09/2021",2,"coreevents2",100,111
"26/09/2021",1,"corerec13",103,144
"26/09/2021",2,"corerec13",106,135
"26/09/2021",2,"corerec4",106,140
"26/09/2021",2,"corerec5",111,136
"26/09/2021",2,"corerec1",116,154
"26/09/2021",1,"opsm2m",120,130
"26/09/2021",2,"smshr2",120,183
"26/09/2021",2,"coreevents1",129,143
"26/09/2021",1,"diamde01",130,150
"26/09/2021",1,"corerec5",134,179
"26/09/2021",1,"corerec4",135,196
"26/09/2021",1,"coreevents1",136,153
"26/09/2021",1,"corerec1",137,184
"26/09/2021",1,"diamde12",138,158
"26/09/2021",2,"diamde02",138,155
"26/09/2021",2,"corerec11",138,193
"26/09/2021",2,"diamde12",138,159
"26/09/2021",2,"corerec15",139,198
"26/09/2021",1,"corerec2",145,189
"26/09/2021",1,"diamde02",145,163
"26/09/2021",2,"corerec12",150,215
"26/09/2021",2,"diamde01",151,172
"26/09/2021",2,"corerec14",152,196
"26/09/2021",1,"corerec3",164,247
"26/09/2021",2,"smshr1",171,280
"26/09/2021",2,"corework11",212,271
"26/09/2021",2,"corework13",224,297
"26/09/2021",1,"corework13",224,280
"26/09/2021",1,"corework12",237,299
"26/09/2021",1,"corework11",238,298
"26/09/2021",1,"diamsp03",261,346
"26/09/2021",1,"diamde13",277,322
"26/09/2021",1,"diamde03",281,326
"26/09/2021",1,"diamde11",288,326
"26/09/2021",2,"corediam16",304,336
"26/09/2021",1,"coreserv11",313,361
"26/09/2021",2,"coreserv13",335,384
"26/09/2021",2,"coreserv12",342,393
"26/09/2021",1,"coreserv12",348,402
"26/09/2021",1,"corediam12",349,383
"26/09/2021",2,"corediam13",352,391
"26/09/2021",1,"coreserv13",356,408
"26/09/2021",1,"corediam6",356,392
"26/09/2021",1,"corediam2",359,403
"26/09/2021",1,"corediam1",359,392
"26/09/2021",1,"corediam11",359,401
"26/09/2021",1,"corediam4",364,409
"26/09/2021",1,"diamsp11",364,483
"26/09/2021",1,"corediam3",366,406
"26/09/2021",2,"corediam3",366,405
"26/09/2021",1,"corediam5",367,411
"26/09/2021",1,"diamsp12",368,487
"26/09/2021",1,"diamsp13",368,487
"26/09/2021",2,"corediam5",368,411
"26/09/2021",2,"diamsp12",368,479
"26/09/2021",2,"diamsp13",368,486
"26/09/2021",2,"corediam4",371,414
"26/09/2021",2,"diamsp11",372,484
"26/09/2021",2,"corediam1",373,411
"26/09/2021",2,"coreserv11",374,431
"26/09/2021",2,"corediam2",374,415
"26/09/2021",2,"corediam11",374,416
"26/09/2021",2,"corediam6",378,416
"26/09/2021",1,"corediam13",382,421
"26/09/2021",2,"corediam12",385,426
"26/09/2021",1,"corediam16",429,482
"26/09/2021",2,"radiusbr03",463,498
"26/09/2021",2,"diamsp03",475,620
"26/09/2021",1,"coreradius4",483,523
"26/09/2021",1,"radiusbr11",492,529
"26/09/2021",2,"corework12",512,3924
"26/09/2021",2,"coreradius14",518,565
"26/09/2021",1,"radiusbr05",545,583
"26/09/2021",2,"radiusbr01",558,601
"26/09/2021",1,"radiusbr12",562,608
"26/09/2021",2,"radiusbr04",563,607
"26/09/2021",1,"coreradius12",568,613
"26/09/2021",1,"radiusbr15",569,614
"26/09/2021",2,"radiusbr13",570,617
"26/09/2021",1,"coreradius5",573,622
"26/09/2021",2,"radiusbr14",573,621
"26/09/2021",1,"radiusbr14",578,625
"26/09/2021",1,"coreradius2",581,634
"26/09/2021",1,"radiusbr13",582,631
"26/09/2021",2,"radiusbr15",582,629
"26/09/2021",1,"coreradius13",583,631
"26/09/2021",1,"coreradius15",585,638
"26/09/2021",1,"coreradius11",585,639
"26/09/2021",2,"coreradius1",588,641
"26/09/2021",2,"radiusbr12",589,637
"26/09/2021",1,"radiusbr04",589,639
"26/09/2021",1,"radiusbr01",593,642
"26/09/2021",1,"coreradius1",594,646
"26/09/2021",2,"coreradius11",598,650
"26/09/2021",2,"coreradius13",599,651
"26/09/2021",2,"coreradius15",600,653
"26/09/2021",2,"coreradius2",603,650
"26/09/2021",2,"radiusbr05",608,662
"26/09/2021",2,"coreradius5",610,664
"26/09/2021",2,"coreradius12",615,672
"26/09/2021",2,"radiusbr11",654,712
"26/09/2021",1,"coreradius14",663,720
"26/09/2021",1,"radiusbr03",681,735
"26/09/2021",2,"coreradius4",696,754
"26/09/2021",2,"corediam15",733,803
"26/09/2021",1,"corediam14",735,805
"26/09/2021",1,"diamsp01",735,976
"26/09/2021",2,"diamsp02",737,973
"26/09/2021",2,"corework2",836,1098
"26/09/2021",1,"corework3",858,1114
"26/09/2021",1,"corework1",867,1110
"26/09/2021",1,"corework2",881,1125
"26/09/2021",2,"corework1",882,1182
"26/09/2021",2,"corework3",936,1239
"26/09/2021",1,"coreserv3",1118,1289
"26/09/2021",2,"radiusbr02",1152,1239
"26/09/2021",2,"coreserv2",1155,1326
"26/09/2021",1,"coreserv1",1159,1342
"26/09/2021",2,"coreradius3",1166,1268
"26/09/2021",1,"coreserv2",1184,1364
"26/09/2021",2,"coreserv1",1215,1384
"26/09/2021",2,"coreserv3",1226,1386
"26/09/2021",1,"coresup2dbadm01.om.dsn.inet",1467,1938
"26/09/2021",2,"coresup2dbadm02.om.dsn.inet",1704,2068
"26/09/2021",1,"coresup2dbadm02.om.dsn.inet",1848,2906
"26/09/2021",2,"opsm2m11",3171,3186
"27/09/2021",1,"plujan",3,7
"27/09/2021",2,"A245LSL",3,6
"27/09/2021",2,"DESKTOP-IPPE3CA",4,5
"27/09/2021",2,"DESKTOP-U74K4BN",6,7
"27/09/2021",1,"portalweb12",8,12
"27/09/2021",1,"portalweb11",8,12
"27/09/2021",2,"portalapi11",10,12
"27/09/2021",2,"portalweb12",10,12
"27/09/2021",2,"portalweb11",11,13
"27/09/2021",2,"coresup2dbadm01.om.dsn.inet",11,24
"27/09/2021",2,"opsm2m",11,12
"27/09/2021",1,"portalapi2",14,19
"27/09/2021",1,"portalapi12",14,16
"27/09/2021",2,"portalapi1",15,23
"27/09/2021",1,"coreradius3",17,22
"27/09/2021",2,"coreevents12",17,20
"27/09/2021",2,"coreevents13",21,26
"27/09/2021",2,"portalapi12",21,24
"27/09/2021",1,"portalapi1",21,28
"27/09/2021",2,"portalapi2",21,26
"27/09/2021",2,"coreevents11",24,29
"27/09/2021",1,"portalapi11",24,28
"27/09/2021",1,"coreevents11",31,36
"27/09/2021",2,"portalweb1",31,45
"27/09/2021",2,"smshr11",31,36
"27/09/2021",1,"coreevents13",35,40
"27/09/2021",1,"coreevents12",37,44
"27/09/2021",2,"portalweb2",40,64
"27/09/2021",1,"portalweb2",41,62
"27/09/2021",1,"smshr11",42,52
"27/09/2021",1,"portalweb1",46,72
"27/09/2021",1,"smshr2",52,100
"27/09/2021",1,"smshr12",69,82
"27/09/2021",1,"corerec12",72,91
"27/09/2021",2,"coresupoem",78,101
"27/09/2021",1,"corerec14",79,106
"27/09/2021",2,"smshr12",80,91
"27/09/2021",1,"opsm2m11",84,103
"27/09/2021",1,"corerec11",91,121
"27/09/2021",1,"corerec15",91,120
"27/09/2021",2,"coreevents3",94,102
"27/09/2021",1,"coreevents3",97,117
"27/09/2021",1,"coreevents2",97,113
"27/09/2021",2,"coreevents2",100,111
"27/09/2021",1,"corerec13",104,149
"27/09/2021",2,"corerec3",105,149
"27/09/2021",2,"corerec13",106,129
"27/09/2021",2,"corerec4",107,150
"27/09/2021",1,"coresupoem",109,128
"27/09/2021",2,"corerec5",111,144
"27/09/2021",2,"corerec1",116,158
"27/09/2021",2,"corerec2",117,158
"27/09/2021",2,"smshr2",120,183
"27/09/2021",2,"coreevents1",129,141
"27/09/2021",1,"diamde01",130,150
"27/09/2021",1,"corerec5",134,175
"27/09/2021",1,"corerec4",135,200
"27/09/2021",1,"coreevents1",136,153
"27/09/2021",1,"corerec1",137,188
"27/09/2021",2,"diamde12",138,159
"27/09/2021",2,"diamde02",138,155
"27/09/2021",1,"diamde12",138,158
"27/09/2021",2,"corerec11",139,199
"27/09/2021",2,"corerec15",139,197
"27/09/2021",1,"diamde02",145,163
"27/09/2021",1,"corerec2",145,194
"27/09/2021",2,"corerec12",150,216
"27/09/2021",2,"diamde01",151,172
"27/09/2021",2,"corerec14",153,201
"27/09/2021",1,"corerec3",164,247
"27/09/2021",2,"smshr1",171,280
"27/09/2021",2,"corework12",213,270
"27/09/2021",2,"corework11",213,273
"27/09/2021",1,"corework13",225,289
"27/09/2021",2,"corework13",226,297
"27/09/2021",1,"corework12",236,295
"27/09/2021",1,"corework11",237,294
"27/09/2021",1,"diamsp03",261,348
"27/09/2021",1,"diamde13",277,322
"27/09/2021",1,"diamde03",281,326
"27/09/2021",1,"diamde11",288,326
"27/09/2021",2,"corediam16",304,334
"27/09/2021",1,"coreserv11",313,361
"27/09/2021",2,"coreserv13",335,384
"27/09/2021",2,"coreserv12",342,393
"27/09/2021",1,"coreserv12",348,402
"27/09/2021",1,"corediam12",349,382
"27/09/2021",2,"corediam13",352,387
"27/09/2021",1,"corediam6",356,392
"27/09/2021",1,"coreserv13",356,408
"27/09/2021",1,"corediam2",359,399
"27/09/2021",1,"corediam1",359,394
"27/09/2021",1,"corediam11",359,403
"27/09/2021",1,"corediam4",364,406
"27/09/2021",1,"diamsp11",365,485
"27/09/2021",2,"corediam3",366,408
"27/09/2021",1,"corediam5",367,412
"27/09/2021",1,"corediam3",367,408
"27/09/2021",2,"diamsp13",368,486
"27/09/2021",2,"diamsp12",368,476
"27/09/2021",1,"diamsp13",368,489
"27/09/2021",2,"corediam5",368,411
"27/09/2021",1,"diamsp12",369,489
"27/09/2021",2,"corediam4",371,411
"27/09/2021",2,"diamsp11",372,488
"27/09/2021",2,"corediam1",373,410
"27/09/2021",2,"corediam11",374,418
"27/09/2021",2,"coreserv11",374,431
"27/09/2021",2,"corediam2",374,419
"27/09/2021",2,"corediam6",378,416
"27/09/2021",1,"corediam13",382,419
"27/09/2021",2,"corediam12",385,425
"27/09/2021",1,"corediam16",429,478
"27/09/2021",2,"radiusbr03",464,499
"27/09/2021",2,"diamsp03",475,626
"27/09/2021",1,"coreradius4",484,522
"27/09/2021",1,"radiusbr11",494,531
"27/09/2021",2,"coreradius14",519,566
"27/09/2021",1,"radiusbr05",545,586
"27/09/2021",2,"radiusbr01",559,601
"27/09/2021",2,"radiusbr04",563,608
"27/09/2021",1,"radiusbr12",563,606
"27/09/2021",1,"radiusbr15",570,612
"27/09/2021",2,"radiusbr13",570,617
"27/09/2021",1,"coreradius12",572,616
"27/09/2021",2,"radiusbr14",574,618
"27/09/2021",1,"coreradius5",576,622
"27/09/2021",1,"radiusbr14",578,624
"27/09/2021",2,"radiusbr15",582,628
"27/09/2021",1,"radiusbr13",583,629
"27/09/2021",1,"coreradius2",584,634
"27/09/2021",1,"coreradius13",587,631
"27/09/2021",1,"coreradius11",588,639
"27/09/2021",1,"coreradius15",589,632
"27/09/2021",1,"radiusbr04",589,637
"27/09/2021",2,"radiusbr12",590,637
"27/09/2021",2,"coreradius1",591,638
"27/09/2021",1,"radiusbr01",594,641
"27/09/2021",1,"coreradius1",596,644
"27/09/2021",2,"coreradius11",601,648
"27/09/2021",2,"coreradius15",602,652
"27/09/2021",2,"coreradius13",603,651
"27/09/2021",2,"coreradius2",606,652
"27/09/2021",2,"radiusbr05",609,662
"27/09/2021",2,"coreradius5",612,663
"27/09/2021",2,"coreradius12",619,672
"27/09/2021",2,"radiusbr11",656,710
"27/09/2021",1,"coreradius14",667,718
"27/09/2021",1,"radiusbr03",683,735
"27/09/2021",2,"coreradius4",699,759
"27/09/2021",2,"corediam15",733,802
"27/09/2021",1,"corediam14",735,806
"27/09/2021",1,"diamsp01",735,977
"27/09/2021",2,"diamsp02",738,979
"27/09/2021",2,"corework2",834,1138
"27/09/2021",1,"corework3",872,1090
"27/09/2021",1,"corework1",881,1185
"27/09/2021",2,"corework1",908,1291
"27/09/2021",2,"corework3",919,1209
"27/09/2021",1,"corework2",919,1150
"27/09/2021",2,"radiusbr02",1154,1244
"27/09/2021",2,"coreradius3",1170,1258
"27/09/2021",1,"coreserv3",1174,1375
"27/09/2021",1,"coreserv1",1216,1430
"27/09/2021",1,"coreserv2",1243,1458
"27/09/2021",2,"coreserv2",1244,1428
"27/09/2021",2,"coreserv1",1280,1465
"27/09/2021",1,"coresup2dbadm01.om.dsn.inet",1463,1917
"27/09/2021",2,"coresup2dbadm02.om.dsn.inet",1721,2068
"27/09/2021",2,"coreserv3",1809,2031
"27/09/2021",1,"coresup2dbadm02.om.dsn.inet",1851,3989
"27/09/2021",2,"opsm2m11",3171,3186
"28/09/2021",2,"opsm2m",3,4
"28/09/2021",1,"PC-511240",3,5
"28/09/2021",1,"plujan",3,8
"28/09/2021",1,"portalweb12",8,12
"28/09/2021",1,"portalweb11",8,12
"28/09/2021",2,"portalweb12",10,12
"28/09/2021",2,"portalapi11",10,12
"28/09/2021",2,"coresup2dbadm01.om.dsn.inet",10,48
"28/09/2021",2,"portalweb11",11,13
"28/09/2021",1,"portalapi2",14,19
"28/09/2021",1,"portalapi12",14,16
"28/09/2021",2,"portalapi1",15,23
"28/09/2021",2,"coreevents12",17,20
"28/09/2021",1,"coreradius3",17,23
"28/09/2021",2,"portalapi2",21,26
"28/09/2021",1,"portalapi1",21,28
"28/09/2021",2,"coreevents13",21,26
"28/09/2021",2,"portalapi12",21,24
"28/09/2021",2,"coreevents11",24,29
"28/09/2021",1,"portalapi11",24,28
"28/09/2021",2,"smshr11",31,36
"28/09/2021",1,"coreevents11",31,36
"28/09/2021",2,"portalweb1",31,45
"28/09/2021",1,"coreevents13",35,40
"28/09/2021",1,"coreevents12",37,44
"28/09/2021",2,"corework13",38,74
"28/09/2021",1,"portalweb2",41,62
"28/09/2021",1,"smshr11",42,52
"28/09/2021",2,"portalweb2",44,68
"28/09/2021",1,"portalweb1",46,72
"28/09/2021",1,"smshr2",52,99
"28/09/2021",1,"smshr12",69,82
"28/09/2021",1,"corerec14",75,99
"28/09/2021",2,"coresupoem",78,101
"28/09/2021",2,"smshr12",80,91
"28/09/2021",1,"corerec12",87,110
"28/09/2021",2,"corerec13",88,111
"28/09/2021",1,"corerec11",91,119
"28/09/2021",1,"corerec15",94,125
"28/09/2021",2,"coreevents3",94,102
"28/09/2021",1,"coreevents2",97,112
"28/09/2021",1,"coreevents3",97,117
"28/09/2021",1,"opsm2m11",98,134
"28/09/2021",2,"coreevents2",100,111
"28/09/2021",2,"corerec2",100,135
"28/09/2021",2,"corerec3",108,149
"28/09/2021",1,"corerec13",108,140
"28/09/2021",2,"opsm2m11",108,149
"28/09/2021",2,"corerec5",109,140
"28/09/2021",1,"corerec5",110,144
"28/09/2021",1,"corerec4",110,159
"28/09/2021",2,"corerec12",110,153
"28/09/2021",2,"corerec15",112,144
"28/09/2021",2,"corerec11",115,170
"28/09/2021",2,"corerec1",119,163
"28/09/2021",2,"corerec4",119,153
"28/09/2021",2,"smshr2",120,183
"28/09/2021",1,"corerec3",123,195
"28/09/2021",2,"corerec14",126,158
"28/09/2021",2,"coreevents1",129,141
"28/09/2021",1,"corerec2",132,174
"28/09/2021",1,"diamde13",135,155
"28/09/2021",1,"coreevents1",136,153
"28/09/2021",2,"diamde13",142,164
"28/09/2021",1,"corework1",148,228
"28/09/2021",1,"corerec1",151,207
"28/09/2021",2,"smshr1",171,280
"28/09/2021",2,"corework3",191,293
"28/09/2021",2,"corework11",191,249
"28/09/2021",2,"corework12",198,251
"28/09/2021",2,"corework2",199,311
"28/09/2021",1,"corediam2",206,233
"28/09/2021",1,"corework12",234,291
"28/09/2021",1,"coresupoem",241,268
"28/09/2021",1,"corework11",242,298
"28/09/2021",1,"corediam14",256,281
"28/09/2021",1,"diamde01",276,322
"28/09/2021",2,"diamde12",276,323
"28/09/2021",1,"diamde03",278,322
"28/09/2021",2,"diamde11",278,322
"28/09/2021",1,"diamde02",279,322
"28/09/2021",1,"diamsp12",344,457
"28/09/2021",1,"diamsp11",355,471
"28/09/2021",2,"corediam16",359,395
"28/09/2021",1,"diamsp13",359,476
"28/09/2021",1,"diamsp03",359,476
"28/09/2021",1,"diamsp02",359,477
"28/09/2021",1,"corediam13",362,395
"28/09/2021",2,"corediam13",370,403
"28/09/2021",2,"diamsp03",373,487
"28/09/2021",2,"diamsp13",373,485
"28/09/2021",1,"corediam16",373,410
"28/09/2021",2,"diamsp02",374,494
"28/09/2021",2,"diamsp11",377,499
"28/09/2021",2,"diamsp12",388,514
"28/09/2021",1,"corework13",397,490
"28/09/2021",2,"radiusbr03",465,500
"28/09/2021",2,"corediam14",476,520
"28/09/2021",1,"coreradius4",493,527
"28/09/2021",1,"radiusbr11",494,531
"28/09/2021",2,"coreradius14",527,572
"28/09/2021",2,"corediam2",527,581
"28/09/2021",1,"radiusbr05",546,588
"28/09/2021",2,"radiusbr01",560,602
"28/09/2021",1,"radiusbr12",563,607
"28/09/2021",2,"radiusbr04",564,610
"28/09/2021",1,"radiusbr15",570,615
"28/09/2021",2,"radiusbr13",571,619
"28/09/2021",2,"radiusbr14",575,622
"28/09/2021",1,"radiusbr14",579,626
"28/09/2021",1,"coreradius12",583,625
"28/09/2021",1,"radiusbr13",583,632
"28/09/2021",2,"radiusbr15",583,629
"28/09/2021",1,"coreradius5",587,626
"28/09/2021",1,"radiusbr04",590,639
"28/09/2021",2,"radiusbr12",590,640
"28/09/2021",1,"radiusbr01",595,644
"28/09/2021",1,"coreradius13",596,638
"28/09/2021",1,"coreradius2",596,641
"28/09/2021",1,"coreradius15",598,644
"28/09/2021",1,"coreradius11",599,647
"28/09/2021",2,"coreradius1",603,647
"28/09/2021",1,"coreradius1",608,653
"28/09/2021",2,"radiusbr05",610,665
"28/09/2021",2,"coreradius13",613,660
"28/09/2021",2,"coreradius11",613,658
"28/09/2021",2,"coreradius15",614,658
"28/09/2021",2,"coreradius2",618,661
"28/09/2021",2,"coreradius5",625,672
