
"SYSDATE","INST_ID","MACHINE","PGA_USED_MEM_MB","PGA_ALLOC_MEM_MB"
"06/06/2021",1,"portalapi1",17,19
"06/06/2021",1,"opsm2m",19,27
"06/06/2021",2,"coreserv12",19,24
"06/06/2021",1,"corerec14",19,23
"06/06/2021",2,"opsm2m",19,27
"06/06/2021",1,"corerec15",20,26
"06/06/2021",2,"corework13",21,23
"06/06/2021",2,"coreevents1",21,27
"06/06/2021",1,"corework13",22,29
"06/06/2021",2,"coreserv13",23,35
"06/06/2021",2,"coreevents2",24,28
"06/06/2021",1,"coreserv11",26,34
"06/06/2021",2,"coreserv11",27,35
"06/06/2021",1,"coreradius3",29,35
"06/06/2021",1,"diamsp11",30,40
"06/06/2021",2,"portalapi1",31,42
"06/06/2021",1,"corerec13",34,39
"06/06/2021",1,"corerec12",35,44
"06/06/2021",1,"corerec11",36,40
"06/06/2021",1,"coreserv12",37,51
"06/06/2021",1,"corework11",40,48
"06/06/2021",1,"corework12",42,51
"06/06/2021",2,"diamsp03",42,58
"06/06/2021",2,"coresupoem",43,62
"06/06/2021",1,"portalweb1",47,98
"06/06/2021",1,"coresupoem",48,63
"06/06/2021",2,"confluence1",48,53
"06/06/2021",1,"corerec4",52,98
"06/06/2021",1,"portalapi2",52,63
"06/06/2021",2,"corediam16",61,76
"06/06/2021",2,"smshr1",67,80
"06/06/2021",1,"confluence1",73,81
"06/06/2021",2,"smshr2",76,92
"06/06/2021",1,"smshr1",79,128
"06/06/2021",1,"diamsp13",80,107
"06/06/2021",1,"smshr2",87,146
"06/06/2021",2,"corerec2",92,122
"06/06/2021",2,"corerec11",94,113
"06/06/2021",2,"corerec13",96,128
"06/06/2021",2,"corerec12",100,127
"06/06/2021",1,"coreradius1",111,147
"06/06/2021",1,"corerec1",118,215
"06/06/2021",2,"corerec15",119,151
"06/06/2021",2,"radiusbr05",121,138
"06/06/2021",2,"corerec14",124,149
"06/06/2021",1,"corerec3",130,259
"06/06/2021",2,"corediam5",130,160
"06/06/2021",2,"radiusbr03",131,150
"06/06/2021",1,"corerec5",133,238
"06/06/2021",2,"radiusbr04",138,159
"06/06/2021",1,"radiusbr01",143,164
"06/06/2021",2,"corerec5",147,213
"06/06/2021",2,"corerec1",151,229
"06/06/2021",1,"corediam11",159,182
"06/06/2021",2,"corerec3",173,234
"06/06/2021",2,"radiusbr02",186,218
"06/06/2021",1,"coreevents2",203,241
"06/06/2021",1,"corediam1",210,240
"06/06/2021",2,"corerec4",210,278
"06/06/2021",1,"coreradius2",210,266
"06/06/2021",1,"portalweb2",221,356
"06/06/2021",1,"coreevents1",221,264
"06/06/2021",1,"corerec2",224,416
"06/06/2021",1,"diamsp01",241,330
"06/06/2021",2,"diamsp01",241,332
"06/06/2021",2,"opsm2m11",250,280
"06/06/2021",1,"opsm2m11",259,298
"06/06/2021",2,"corediam1",273,325
"06/06/2021",1,"coreserv1",378,443
"06/06/2021",1,"corediam4",427,489
"06/06/2021",2,"diamde12",453,500
"06/06/2021",1,"diamde12",455,506
"06/06/2021",2,"diamde01",456,503
"06/06/2021",2,"coreserv2",462,538
"06/06/2021",1,"coreserv3",469,561
"06/06/2021",2,"corediam6",488,582
"06/06/2021",1,"corediam6",489,559
"06/06/2021",1,"diamsp12",497,665
"06/06/2021",2,"diamsp12",502,672
"06/06/2021",2,"coreradius2",526,613
"06/06/2021",1,"radiusbr02",526,599
"06/06/2021",2,"radiusbr01",533,608
"06/06/2021",2,"corediam4",547,639
"06/06/2021",2,"coreserv3",551,659
"06/06/2021",1,"radiusbr04",572,651
"06/06/2021",1,"radiusbr03",579,670
"06/06/2021",1,"radiusbr05",597,683
"06/06/2021",1,"coreserv2",624,768
"06/06/2021",2,"coreserv1",626,728
"06/06/2021",2,"coreradius1",632,736
"06/06/2021",1,"corework3",695,1144
"06/06/2021",2,"coreradius3",726,849
"06/06/2021",2,"corediam11",809,945
"06/06/2021",2,"corework3",826,2819
"06/06/2021",1,"corediam5",846,980
"06/06/2021",2,"corework2",874,3385
"06/06/2021",1,"coreradius4",881,1039
"06/06/2021",1,"diamde03",903,997
"06/06/2021",2,"diamde13",905,1002
"06/06/2021",1,"corework1",908,5427
"06/06/2021",1,"coreradius5",913,1096
"06/06/2021",1,"corediam16",913,1036
"06/06/2021",2,"diamsp13",914,1231
"06/06/2021",2,"diamde11",917,1015
"06/06/2021",2,"diamde02",918,1015
"06/06/2021",2,"corework1",937,4363
"06/06/2021",1,"corediam14",960,1095
"06/06/2021",1,"diamsp03",963,1285
"06/06/2021",1,"corediam13",966,1096
"06/06/2021",2,"diamsp11",967,1295
"06/06/2021",1,"corediam15",971,1110
"06/06/2021",2,"corediam2",972,1155
"06/06/2021",1,"corediam3",972,1109
"06/06/2021",2,"corediam12",974,1155
"06/06/2021",2,"diamsp02",1006,1343
"06/06/2021",1,"coresup2dbadm01.om.dsn.inet",1655,2128
"06/06/2021",2,"coresup2dbadm02.om.dsn.inet",1825,2173
"06/06/2021",1,"corework2",2246,5215
"07/06/2021",2,"coresup1dbadm01.om.dsn.inet",3,4
"07/06/2021",2,"coreserv13",3,5
"07/06/2021",2,"coreevents1",3,4
"07/06/2021",2,"corediam15",3,3
"07/06/2021",2,"coresup1dbadm02.om.dsn.inet",4,5
"07/06/2021",2,"portalapi12",6,7
"07/06/2021",2,"portalweb11",6,8
"07/06/2021",2,"portalweb12",6,7
"07/06/2021",2,"corework11",7,9
"07/06/2021",1,"portalapi11",7,8
"07/06/2021",1,"portalweb1",7,9
"07/06/2021",2,"coreserv12",8,10
"07/06/2021",1,"portalweb11",9,10
"07/06/2021",2,"portalapi11",9,10
"07/06/2021",1,"portalapi12",10,11
"07/06/2021",2,"corediam13",10,11
"07/06/2021",1,"portalweb12",10,10
"07/06/2021",2,"coresup2dbadm01.om.dsn.inet",11,23
"07/06/2021",2,"coreserv11",12,16
"07/06/2021",2,"coreradius4",15,21
"07/06/2021",2,"corework13",15,17
"07/06/2021",1,"corework13",16,17
"07/06/2021",2,"corediam14",17,23
"07/06/2021",1,"portalweb2",17,27
"07/06/2021",1,"coreserv11",17,20
"07/06/2021",2,"portalweb1",17,23
"07/06/2021",1,"portalapi1",17,19
"07/06/2021",1,"corerec14",19,23
"07/06/2021",1,"opsm2m",19,27
"07/06/2021",2,"opsm2m",19,27
"07/06/2021",1,"coreserv12",20,25
"07/06/2021",1,"corerec15",20,26
"07/06/2021",1,"coreserv13",23,29
"07/06/2021",1,"corework11",27,31
"07/06/2021",1,"diamsp11",30,40
"07/06/2021",1,"coreradius3",30,34
"07/06/2021",2,"portalapi1",31,42
"07/06/2021",1,"corework12",33,38
"07/06/2021",1,"corerec13",34,39
"07/06/2021",1,"corerec12",35,44
"07/06/2021",1,"corerec11",36,40
"07/06/2021",1,"confluence1",37,40
"07/06/2021",2,"coresupoem",43,62
"07/06/2021",2,"diamsp03",43,58
"07/06/2021",1,"portalapi2",52,63
"07/06/2021",1,"corerec4",53,98
"07/06/2021",1,"coresupoem",56,72
"07/06/2021",2,"corediam16",62,75
"07/06/2021",2,"smshr1",67,80
"07/06/2021",1,"coreserv2",74,87
"07/06/2021",2,"smshr2",76,92
"07/06/2021",1,"smshr1",79,129
"07/06/2021",1,"diamsp13",81,108
"07/06/2021",2,"coreserv2",85,100
"07/06/2021",2,"confluence1",85,95
"07/06/2021",1,"smshr2",87,146
"07/06/2021",2,"corerec2",92,122
"07/06/2021",2,"corerec11",94,116
"07/06/2021",2,"corerec13",96,128
"07/06/2021",2,"corerec12",100,128
"07/06/2021",1,"coreradius1",111,147
"07/06/2021",1,"corerec1",118,217
"07/06/2021",2,"corerec15",119,152
"07/06/2021",2,"radiusbr05",121,144
"07/06/2021",2,"corerec14",124,149
"07/06/2021",2,"corediam5",130,164
"07/06/2021",1,"corerec3",130,259
"07/06/2021",2,"radiusbr03",132,157
"07/06/2021",1,"corerec5",133,240
"07/06/2021",1,"coreserv3",134,164
"07/06/2021",2,"coreserv1",136,150
"07/06/2021",2,"radiusbr04",139,163
"07/06/2021",1,"coreserv1",140,155
"07/06/2021",1,"radiusbr01",143,164
"07/06/2021",2,"corerec5",148,220
"07/06/2021",2,"corerec1",151,227
"07/06/2021",1,"corediam11",159,183
"07/06/2021",2,"corerec3",173,232
"07/06/2021",1,"coreevents2",176,211
"07/06/2021",2,"radiusbr02",187,221
"07/06/2021",1,"coreevents1",193,229
"07/06/2021",2,"corerec4",210,286
"07/06/2021",1,"coreradius2",211,266
"07/06/2021",1,"corediam1",211,242
"07/06/2021",1,"corerec2",224,419
"07/06/2021",1,"diamsp01",246,333
"07/06/2021",2,"diamsp01",246,336
"07/06/2021",2,"corediam1",275,326
"07/06/2021",1,"corediam4",427,489
"07/06/2021",2,"diamde12",453,501
"07/06/2021",1,"diamde12",454,507
"07/06/2021",2,"diamde01",458,504
"07/06/2021",2,"corediam6",489,585
"07/06/2021",1,"corediam6",490,559
"07/06/2021",1,"diamsp12",501,671
"07/06/2021",2,"diamsp12",505,676
"07/06/2021",1,"radiusbr02",526,590
"07/06/2021",2,"coreradius2",527,635
"07/06/2021",2,"radiusbr01",534,627
"07/06/2021",2,"corework1",545,2893
"07/06/2021",2,"corediam4",549,647
"07/06/2021",1,"radiusbr04",574,646
"07/06/2021",1,"radiusbr03",579,668
"07/06/2021",1,"radiusbr05",597,678
"07/06/2021",2,"coreradius1",634,765
"07/06/2021",1,"corework1",680,1146
"07/06/2021",2,"coreradius3",728,879
"07/06/2021",2,"corework3",763,4144
"07/06/2021",2,"corediam11",812,952
"07/06/2021",2,"corework2",837,3987
"07/06/2021",1,"corediam5",848,985
"07/06/2021",1,"coreradius4",882,1042
"07/06/2021",1,"diamde03",904,997
"07/06/2021",2,"diamde13",906,1003
"07/06/2021",1,"coreradius5",914,1091
"07/06/2021",1,"corediam16",916,1040
"07/06/2021",1,"corework2",917,5910
"07/06/2021",2,"diamsp13",917,1238
"07/06/2021",2,"diamde11",918,1015
"07/06/2021",2,"diamde02",920,1016
"07/06/2021",1,"corediam14",962,1098
"07/06/2021",1,"diamsp03",968,1296
"07/06/2021",1,"corediam13",968,1102
"07/06/2021",2,"diamsp11",970,1302
"07/06/2021",1,"corediam15",974,1112
"07/06/2021",2,"corediam2",975,1161
"07/06/2021",1,"corediam3",975,1112
"07/06/2021",2,"corediam12",976,1166
"07/06/2021",2,"diamsp02",1009,1350
"07/06/2021",1,"corework3",1658,4724
"07/06/2021",1,"coresup2dbadm01.om.dsn.inet",1664,2139
"07/06/2021",2,"coresup2dbadm02.om.dsn.inet",1870,2240
"08/06/2021",1,"diamsp02",3,4
"08/06/2021",2,"coresup1dbadm01.om.dsn.inet",3,4
"08/06/2021",1,"corediam2",3,3
"08/06/2021",2,"coreserv13",4,6
"08/06/2021",2,"coresup1dbadm02.om.dsn.inet",4,5
"08/06/2021",1,"PC-519403",5,10
"08/06/2021",2,"portalweb12",6,7
"08/06/2021",2,"portalweb11",6,8
"08/06/2021",2,"portalapi12",6,7
"08/06/2021",1,"portalapi11",7,8
"08/06/2021",1,"portalweb1",8,14
"08/06/2021",2,"coreserv12",8,10
"08/06/2021",2,"portalapi11",9,10
"08/06/2021",2,"corework12",9,12
"08/06/2021",1,"portalweb11",9,10
"08/06/2021",1,"corework13",10,13
"08/06/2021",1,"portalapi12",10,11
"08/06/2021",1,"portalweb12",10,10
"08/06/2021",2,"coresup2dbadm01.om.dsn.inet",11,23
"08/06/2021",2,"coreserv11",12,16
"08/06/2021",2,"corework11",12,14
"08/06/2021",2,"coreradius4",15,21
"08/06/2021",1,"portalapi1",17,19
"08/06/2021",1,"coreserv11",17,20
"08/06/2021",2,"opsm2m",19,27
"08/06/2021",1,"opsm2m",19,27
"08/06/2021",1,"coreserv12",20,25
"08/06/2021",1,"corerec13",21,25
"08/06/2021",1,"corerec15",23,29
"08/06/2021",1,"coreserv13",24,30
"08/06/2021",2,"corework13",25,28
"08/06/2021",2,"portalweb1",25,43
"08/06/2021",1,"corerec12",25,34
"08/06/2021",1,"corerec14",29,38
"08/06/2021",1,"corerec11",30,35
"08/06/2021",1,"coreradius3",30,35
"08/06/2021",2,"portalapi1",31,42
"08/06/2021",1,"corework12",33,40
"08/06/2021",2,"coreevents2",33,37
"08/06/2021",1,"opsm2m11",36,41
"08/06/2021",1,"portalweb2",36,55
"08/06/2021",1,"corework11",36,44
"08/06/2021",2,"coresupoem",43,62
"08/06/2021",2,"diamsp03",44,59
"08/06/2021",1,"diamsp11",46,62
"08/06/2021",1,"corediam12",48,52
"08/06/2021",1,"coresupoem",48,63
"08/06/2021",1,"portalapi2",52,63
"08/06/2021",2,"corediam13",55,59
"08/06/2021",2,"corediam3",63,69
"08/06/2021",2,"smshr1",67,80
"08/06/2021",2,"corediam16",73,85
"08/06/2021",2,"smshr2",76,92
"08/06/2021",2,"corediam14",77,85
"08/06/2021",2,"corerec11",78,99
"08/06/2021",1,"smshr1",79,128
"08/06/2021",2,"corerec13",83,114
"08/06/2021",2,"corediam15",83,90
"08/06/2021",2,"corerec12",85,112
"08/06/2021",1,"corerec4",85,133
"08/06/2021",2,"coreevents1",85,95
"08/06/2021",1,"smshr2",87,146
"08/06/2021",2,"diamsp01",88,120
"08/06/2021",2,"corerec15",92,126
"08/06/2021",2,"corerec1",94,129
"08/06/2021",1,"diamsp13",100,136
"08/06/2021",2,"corerec5",101,130
"08/06/2021",2,"corerec14",103,129
"08/06/2021",1,"coreradius1",112,149
"08/06/2021",1,"corerec3",116,208
"08/06/2021",1,"coreevents1",119,134
"08/06/2021",2,"radiusbr05",122,148
"08/06/2021",2,"corerec2",124,157
"08/06/2021",2,"radiusbr03",133,163
"08/06/2021",2,"corediam5",134,165
"08/06/2021",2,"radiusbr04",140,170
"08/06/2021",1,"radiusbr01",145,165
"08/06/2021",2,"corediam1",148,160
"08/06/2021",1,"coreevents2",150,169
"08/06/2021",1,"corerec2",157,267
"08/06/2021",1,"corerec5",158,261
"08/06/2021",2,"corerec3",158,201
"08/06/2021",1,"corerec1",159,268
"08/06/2021",2,"corerec4",161,212
"08/06/2021",1,"corediam11",170,189
"08/06/2021",2,"radiusbr02",188,232
"08/06/2021",1,"coreserv2",204,252
"08/06/2021",1,"coreradius2",212,268
"08/06/2021",2,"coreserv1",235,283
"08/06/2021",1,"corediam1",336,364
"08/06/2021",2,"coreserv3",338,413
"08/06/2021",1,"diamsp01",394,541
"08/06/2021",2,"corework3",395,562
"08/06/2021",1,"coreserv3",428,510
"08/06/2021",1,"coreserv1",442,541
"08/06/2021",1,"corediam4",453,504
"08/06/2021",2,"diamde12",453,501
"08/06/2021",1,"diamde12",456,507
"08/06/2021",2,"diamde01",459,505
"08/06/2021",2,"diamsp12",471,635
"08/06/2021",1,"corework2",497,737
"08/06/2021",2,"corediam6",502,590
"08/06/2021",1,"corediam6",510,562
"08/06/2021",1,"radiusbr02",527,594
"08/06/2021",2,"coreradius2",529,648
"08/06/2021",1,"diamsp12",532,720
"08/06/2021",2,"radiusbr01",536,651
"08/06/2021",2,"corediam4",553,637
"08/06/2021",1,"radiusbr04",579,659
"08/06/2021",1,"radiusbr03",596,687
"08/06/2021",1,"radiusbr05",598,683
"08/06/2021",2,"coreserv2",621,744
"08/06/2021",2,"coreradius1",635,780
"08/06/2021",2,"corework1",637,3607
"08/06/2021",2,"coreradius3",730,892
"08/06/2021",1,"corework1",736,5527
"08/06/2021",2,"corediam11",821,952
"08/06/2021",2,"corework2",851,5375
"08/06/2021",1,"corediam5",882,990
"08/06/2021",1,"coreradius4",884,1061
"08/06/2021",1,"diamde03",904,998
"08/06/2021",2,"diamsp13",906,1225
"08/06/2021",2,"diamde13",908,1005
"08/06/2021",1,"coreradius5",916,1107
"08/06/2021",2,"diamde11",919,1016
"08/06/2021",2,"diamde02",920,1017
"08/06/2021",1,"corediam15",922,1012
"08/06/2021",1,"corediam14",930,1022
"08/06/2021",1,"corediam16",940,1030
"08/06/2021",1,"corediam3",943,1041
"08/06/2021",1,"corediam13",953,1046
"08/06/2021",2,"diamsp11",955,1288
"08/06/2021",2,"corediam12",958,1113
"08/06/2021",1,"diamsp03",975,1314
"08/06/2021",2,"corediam2",1000,1171
"08/06/2021",2,"diamsp02",1009,1358
"08/06/2021",1,"coresup2dbadm01.om.dsn.inet",1869,2325
"08/06/2021",1,"corework3",2103,5168
"08/06/2021",2,"coresup2dbadm02.om.dsn.inet",2803,3458
"09/06/2021",2,"coresup1dbadm01.om.dsn.inet",3,4
"09/06/2021",2,"corerec14",3,4
"09/06/2021",2,"coresup1dbadm02.om.dsn.inet",4,5
"09/06/2021",2,"portalweb11",6,8
"09/06/2021",2,"portalapi12",6,7
"09/06/2021",2,"coreserv11",6,7
"09/06/2021",2,"portalweb12",6,7
"09/06/2021",1,"coreserv13",6,7
"09/06/2021",1,"portalapi11",7,8
"09/06/2021",2,"portalapi11",9,10
"09/06/2021",2,"portalapi2",9,10
"09/06/2021",2,"opsm2m11",9,10
"09/06/2021",1,"portalweb11",9,10
"09/06/2021",1,"portalapi1",9,10
"09/06/2021",2,"coreserv13",9,10
"09/06/2021",1,"coreserv11",9,10
"09/06/2021",1,"corerec11",9,10
"09/06/2021",2,"corerec12",10,10
"09/06/2021",1,"portalapi12",10,11
"09/06/2021",1,"portalweb12",10,10
"09/06/2021",2,"coresup2dbadm01.om.dsn.inet",11,23
"09/06/2021",1,"corework11",12,14
"09/06/2021",2,"corework12",12,14
"09/06/2021",1,"portalweb1",14,20
"09/06/2021",1,"coreserv12",15,17
"09/06/2021",1,"corework12",18,20
"09/06/2021",2,"corework11",18,20
"09/06/2021",1,"opsm2m",19,27
"09/06/2021",2,"opsm2m",19,27
"09/06/2021",1,"diamde11",25,27
"09/06/2021",2,"portalweb1",27,48
"09/06/2021",2,"portalapi1",37,49
"09/06/2021",1,"portalweb2",39,58
"09/06/2021",1,"portalapi2",41,51
"09/06/2021",2,"coreevents2",43,48
"09/06/2021",2,"coresupoem",43,62
"09/06/2021",1,"opsm2m11",46,51
"09/06/2021",1,"coresupoem",53,70
"09/06/2021",1,"corerec13",57,64
"09/06/2021",2,"corerec15",63,70
"09/06/2021",1,"corerec15",63,71
"09/06/2021",2,"corerec1",65,105
"09/06/2021",2,"smshr1",67,78
"09/06/2021",2,"corerec13",69,78
"09/06/2021",2,"smshr2",76,87
"09/06/2021",1,"smshr1",79,126
"09/06/2021",1,"smshr2",87,143
"09/06/2021",1,"corerec4",87,136
"09/06/2021",2,"coreevents1",92,102
"09/06/2021",2,"corerec5",111,151
"09/06/2021",1,"corerec12",116,131
"09/06/2021",1,"corerec3",118,214
"09/06/2021",2,"radiusbr05",122,137
"09/06/2021",1,"coreevents1",128,143
"09/06/2021",1,"corerec14",129,145
"09/06/2021",2,"corediam16",130,143
"09/06/2021",2,"corerec11",132,149
"09/06/2021",2,"radiusbr03",133,147
"09/06/2021",2,"corerec2",135,176
"09/06/2021",2,"radiusbr04",141,159
"09/06/2021",1,"radiusbr01",149,161
"09/06/2021",1,"coreevents2",159,178
"09/06/2021",1,"corerec2",159,268
"09/06/2021",1,"corerec5",160,263
"09/06/2021",2,"corerec4",164,220
"09/06/2021",2,"corerec3",167,220
"09/06/2021",2,"radiusbr02",189,215
"09/06/2021",1,"corerec1",192,301
"09/06/2021",2,"diamsp02",259,360
"09/06/2021",1,"coreserv1",374,440
"09/06/2021",1,"corework1",388,604
"09/06/2021",1,"diamde01",393,435
"09/06/2021",1,"coreserv2",411,486
"09/06/2021",2,"corediam1",418,451
"09/06/2021",2,"coreserv3",438,521
"09/06/2021",1,"corediam11",452,488
"09/06/2021",1,"diamsp13",452,627
"09/06/2021",1,"diamde12",457,506
"09/06/2021",2,"diamde12",458,506
"09/06/2021",1,"corediam6",461,497
"09/06/2021",1,"corediam4",461,503
"09/06/2021",2,"corediam5",462,500
"09/06/2021",1,"diamde02",464,511
"09/06/2021",2,"diamsp11",464,644
"09/06/2021",2,"diamde02",464,512
"09/06/2021",1,"coreserv3",464,552
"09/06/2021",1,"diamsp12",465,643
"09/06/2021",2,"diamsp12",468,649
"09/06/2021",1,"diamsp11",469,650
"09/06/2021",1,"corediam5",474,511
"09/06/2021",2,"corediam6",475,512
"09/06/2021",2,"corediam4",476,520
"09/06/2021",1,"corework2",478,667
"09/06/2021",2,"diamsp13",481,667
"09/06/2021",1,"coreradius5",482,572
"09/06/2021",2,"corediam11",484,523
"09/06/2021",1,"corediam1",515,560
"09/06/2021",2,"diamde01",521,578
"09/06/2021",2,"coreserv2",524,602
"09/06/2021",1,"radiusbr02",528,570
"09/06/2021",2,"coreradius4",528,617
"09/06/2021",2,"coreserv1",533,623
"09/06/2021",2,"radiusbr01",536,607
"09/06/2021",2,"coreradius1",570,677
"09/06/2021",1,"radiusbr04",580,631
"09/06/2021",1,"radiusbr03",597,661
"09/06/2021",1,"radiusbr05",598,655
"09/06/2021",2,"coreradius3",606,709
"09/06/2021",2,"corework1",611,4064
"09/06/2021",2,"coreradius2",639,747
"09/06/2021",1,"diamsp02",675,936
"09/06/2021",1,"corediam16",799,861
"09/06/2021",2,"corework3",859,4507
"09/06/2021",2,"diamde11",877,969
"09/06/2021",1,"diamde03",902,995
"09/06/2021",2,"diamde13",904,998
"09/06/2021",1,"corediam15",929,1001
"09/06/2021",2,"diamsp03",930,1295
"09/06/2021",1,"corediam14",930,998
"09/06/2021",2,"corediam13",932,1003
"09/06/2021",1,"diamsp01",935,1296
"09/06/2021",2,"corediam12",935,1005
"09/06/2021",1,"corediam3",936,1004
"09/06/2021",2,"corediam2",940,1015
"09/06/2021",2,"corework2",1011,4626
"09/06/2021",1,"corework3",1306,2828
"09/06/2021",1,"coresup2dbadm01.om.dsn.inet",1724,2182
"09/06/2021",2,"coresup2dbadm02.om.dsn.inet",1928,2342
"10/06/2021",1,"portalapi12",3,3
"10/06/2021",2,"corerec1",3,5
"10/06/2021",1,"coreevents2",3,3
"10/06/2021",2,"coresup1dbadm01.om.dsn.inet",4,5
"10/06/2021",2,"coresup1dbadm02.om.dsn.inet",4,5
"10/06/2021",2,"coreserv11",6,9
"10/06/2021",2,"portalweb11",6,7
"10/06/2021",1,"portalweb12",6,7
"10/06/2021",2,"portalapi11",6,7
"10/06/2021",2,"corerec4",7,10
"10/06/2021",1,"coreserv13",7,9
"10/06/2021",1,"portalweb11",9,11
"10/06/2021",1,"PC-519403",9,11
"10/06/2021",2,"coreserv13",9,13
"10/06/2021",2,"opsm2m11",9,10
"10/06/2021",2,"portalweb12",9,10
"10/06/2021",1,"portalapi11",9,10
"10/06/2021",2,"corerec3",11,18
"10/06/2021",1,"coreserv11",11,14
"10/06/2021",2,"coresup2dbadm01.om.dsn.inet",11,24
"10/06/2021",2,"portalapi12",12,13
"10/06/2021",1,"coreradius1",13,15
"10/06/2021",1,"corework13",13,15
"10/06/2021",2,"corerec2",14,19
"10/06/2021",1,"coreserv12",16,21
"10/06/2021",2,"corework12",16,19
"10/06/2021",1,"portalapi2",17,19
"10/06/2021",2,"opsm2m",19,27
"10/06/2021",1,"opsm2m",19,27
"10/06/2021",2,"coreserv3",20,25
"10/06/2021",1,"corework11",22,26
"10/06/2021",1,"corework12",25,30
"10/06/2021",2,"corerec12",26,29
"10/06/2021",2,"corework11",26,33
"10/06/2021",2,"portalweb1",29,45
"10/06/2021",2,"corework13",29,34
"10/06/2021",2,"portalapi2",30,33
"10/06/2021",2,"corediam6",34,37
"10/06/2021",1,"corerec11",37,47
"10/06/2021",2,"portalweb2",38,56
"10/06/2021",2,"corerec14",43,69
"10/06/2021",2,"coresupoem",43,62
"10/06/2021",2,"portalapi1",45,50
"10/06/2021",1,"opsm2m11",46,51
"10/06/2021",1,"coresupoem",48,63
"10/06/2021",2,"corerec15",68,82
"10/06/2021",2,"smshr1",68,83
"10/06/2021",2,"smshr2",76,88
"10/06/2021",1,"smshr1",79,127
"10/06/2021",1,"corerec13",82,94
"10/06/2021",1,"diamde02",82,91
"10/06/2021",2,"corerec13",86,108
"10/06/2021",1,"smshr2",87,145
"10/06/2021",1,"corerec15",105,120
"10/06/2021",1,"corerec4",144,168
"10/06/2021",1,"corerec3",146,174
"10/06/2021",2,"corerec11",146,175
"10/06/2021",1,"corerec2",147,170
"10/06/2021",1,"corerec1",147,173
"10/06/2021",2,"coreserv2",147,173
"10/06/2021",1,"corerec5",151,172
"10/06/2021",1,"corerec12",154,181
"10/06/2021",2,"radiusbr05",172,188
"10/06/2021",1,"radiusbr05",175,191
"10/06/2021",1,"corerec14",192,222
"10/06/2021",1,"coreevents1",202,223
"10/06/2021",2,"coreevents2",208,232
"10/06/2021",2,"diamsp13",211,292
"10/06/2021",2,"radiusbr02",252,306
"10/06/2021",1,"radiusbr04",263,312
"10/06/2021",1,"radiusbr03",268,314
"10/06/2021",2,"radiusbr04",272,330
"10/06/2021",1,"radiusbr02",286,337
"10/06/2021",2,"radiusbr03",290,346
"10/06/2021",2,"corework2",316,447
"10/06/2021",2,"corework3",359,543
"10/06/2021",2,"radiusbr01",374,409
"10/06/2021",2,"coreradius1",392,436
"10/06/2021",2,"coreserv1",425,508
"10/06/2021",2,"corework1",436,645
"10/06/2021",2,"diamsp03",461,640
"10/06/2021",2,"diamsp02",464,644
"10/06/2021",2,"diamsp01",465,645
"10/06/2021",1,"diamsp01",467,647
"10/06/2021",1,"diamsp02",467,648
"10/06/2021",2,"corediam1",469,508
"10/06/2021",1,"diamsp03",469,650
"10/06/2021",1,"corediam1",470,508
"10/06/2021",2,"corediam12",471,508
"10/06/2021",1,"corediam12",472,507
"10/06/2021",1,"corediam11",472,513
"10/06/2021",2,"corediam11",472,513
"10/06/2021",1,"coreserv1",476,571
"10/06/2021",1,"diamsp12",479,662
"10/06/2021",2,"diamsp12",484,668
"10/06/2021",1,"corework2",515,741
"10/06/2021",1,"coreradius5",557,691
"10/06/2021",1,"corework3",578,861
"10/06/2021",2,"coreradius4",598,756
"10/06/2021",1,"coreserv2",609,741
"10/06/2021",2,"coreradius3",685,869
"10/06/2021",1,"coreserv3",700,844
"10/06/2021",2,"coreradius2",723,918
"10/06/2021",1,"diamsp13",726,1006
"10/06/2021",2,"diamde02",838,921
"10/06/2021",1,"corediam6",902,970
"10/06/2021",2,"diamde11",903,995
"10/06/2021",2,"diamde13",903,995
"10/06/2021",2,"diamde12",907,1000
"10/06/2021",1,"diamde03",909,1001
"10/06/2021",1,"diamde01",912,1004
"10/06/2021",1,"corediam5",934,1013
"10/06/2021",2,"corediam3",937,1007
"10/06/2021",1,"diamsp11",937,1299
"10/06/2021",2,"corediam2",938,1009
"10/06/2021",1,"corediam4",939,1017
"10/06/2021",2,"corediam14",940,1007
"10/06/2021",1,"corediam15",940,1011
"10/06/2021",2,"corediam13",941,1013
"10/06/2021",1,"corediam16",942,1010
"10/06/2021",1,"corework1",946,5270
"10/06/2021",1,"coresup2dbadm01.om.dsn.inet",1769,2190
"10/06/2021",2,"coresup2dbadm02.om.dsn.inet",1935,2336
"11/06/2021",2,"corediam15",3,3
"11/06/2021",1,"portalapi12",3,3
"11/06/2021",1,"coreevents2",3,3
"11/06/2021",2,"coresup1dbadm01.om.dsn.inet",3,4
"11/06/2021",2,"coresup1dbadm02.om.dsn.inet",4,5
"11/06/2021",1,"PC-519403",5,6
"11/06/2021",2,"portalapi11",6,7
"11/06/2021",1,"corediam2",6,7
"11/06/2021",2,"diamsp11",6,9
"11/06/2021",2,"portalweb11",6,7
"11/06/2021",1,"portalweb12",6,7
"11/06/2021",2,"corerec4",7,10
"11/06/2021",1,"coreserv13",7,9
"11/06/2021",2,"corerec1",7,9
"11/06/2021",2,"coreserv11",8,10
"11/06/2021",2,"opsm2m11",9,11
"11/06/2021",1,"portalapi11",9,10
"11/06/2021",2,"portalweb12",10,10
