"INSTANCE_NUMBER","PROCESS","TIME"
2,5428,"25/05/2021 21:00"
2,5437,"25/05/2021 22:00"
1,5703,"25/05/2021 22:00"
1,5705,"25/05/2021 23:00"
2,5447,"25/05/2021 23:00"
1,5706,"26/05/2021 00:00"
2,5442,"26/05/2021 00:00"
1,5722,"26/05/2021 01:00"
2,5456,"26/05/2021 01:00"
2,5433,"26/05/2021 02:00"
1,5728,"26/05/2021 02:00"
2,5454,"26/05/2021 03:00"
1,5697,"26/05/2021 03:00"
2,5464,"26/05/2021 04:00"
1,5700,"26/05/2021 04:00"
2,5449,"26/05/2021 05:00"
1,5720,"26/05/2021 05:00"
2,5449,"26/05/2021 06:00"
1,5707,"26/05/2021 06:00"
2,5366,"26/05/2021 07:00"
1,5647,"26/05/2021 07:00"
2,5365,"26/05/2021 08:00"
1,5636,"26/05/2021 08:00"
2,5352,"26/05/2021 09:00"
1,5618,"26/05/2021 09:00"
2,5360,"26/05/2021 10:00"
1,5629,"26/05/2021 10:00"
2,5363,"26/05/2021 11:00"
1,5626,"26/05/2021 11:00"
2,5378,"26/05/2021 12:00"
1,5636,"26/05/2021 12:00"
2,5383,"26/05/2021 13:00"
1,5641,"26/05/2021 13:00"
1,5644,"26/05/2021 14:00"
2,5376,"26/05/2021 14:00"
2,5414,"26/05/2021 15:00"
1,5705,"26/05/2021 15:00"
2,5440,"26/05/2021 16:00"
1,5706,"26/05/2021 16:00"
2,5427,"26/05/2021 17:00"
1,5712,"26/05/2021 17:00"
2,5424,"26/05/2021 18:00"
1,5677,"26/05/2021 18:00"
2,5428,"26/05/2021 19:00"
1,5695,"26/05/2021 19:00"
2,5426,"26/05/2021 20:00"
1,5702,"26/05/2021 20:00"
2,5429,"26/05/2021 21:00"
1,5693,"26/05/2021 21:00"
1,5684,"26/05/2021 22:00"
2,5431,"26/05/2021 22:00"
1,5697,"26/05/2021 23:00"
2,5441,"26/05/2021 23:00"
2,5498,"27/05/2021 00:00"
1,5708,"27/05/2021 00:00"
2,5432,"27/05/2021 01:00"
1,5705,"27/05/2021 01:00"
2,5426,"27/05/2021 02:00"
1,5693,"27/05/2021 02:00"
2,5432,"27/05/2021 03:00"
1,5687,"27/05/2021 03:00"
1,5694,"27/05/2021 04:00"
2,5436,"27/05/2021 04:00"
2,5986,"27/05/2021 05:00"
1,5686,"27/05/2021 05:00"
2,6299,"27/05/2021 06:00"
1,5644,"27/05/2021 06:00"
1,5649,"27/05/2021 07:00"
2,5740,"27/05/2021 07:00"
1,5647,"27/05/2021 08:00"
2,5744,"27/05/2021 08:00"
1,5657,"27/05/2021 09:00"
2,5728,"27/05/2021 09:00"
1,5498,"27/05/2021 10:00"
2,5618,"27/05/2021 10:00"
2,5655,"27/05/2021 11:00"
1,5498,"27/05/2021 11:00"
1,5496,"27/05/2021 12:00"
2,5672,"27/05/2021 12:00"
1,5559,"27/05/2021 13:00"
2,5747,"27/05/2021 13:00"
2,5754,"27/05/2021 14:00"
1,5564,"27/05/2021 14:00"
2,5763,"27/05/2021 15:00"
1,5636,"27/05/2021 15:00"
1,5588,"27/05/2021 16:00"
2,5775,"27/05/2021 16:00"
2,5788,"27/05/2021 17:00"
1,5613,"27/05/2021 17:00"
2,5834,"27/05/2021 18:00"
1,5628,"27/05/2021 18:00"
1,5620,"27/05/2021 19:00"
2,5794,"27/05/2021 19:00"
2,5793,"27/05/2021 20:00"
1,5609,"27/05/2021 20:00"
2,5800,"27/05/2021 21:00"
1,5607,"27/05/2021 21:00"
1,5657,"27/05/2021 22:00"
2,6578,"27/05/2021 22:00"
1,5883,"27/05/2021 23:00"
2,6715,"27/05/2021 23:00"
1,5504,"28/05/2021 00:00"
2,6016,"28/05/2021 00:00"
2,5978,"28/05/2021 01:00"
1,5533,"28/05/2021 01:00"
1,5550,"28/05/2021 02:00"
2,5970,"28/05/2021 02:00"
1,5550,"28/05/2021 03:00"
2,5959,"28/05/2021 03:00"
1,5556,"28/05/2021 04:00"
2,5959,"28/05/2021 04:00"
2,5963,"28/05/2021 05:00"
1,5550,"28/05/2021 05:00"
1,5560,"28/05/2021 06:00"
2,5960,"28/05/2021 06:00"
2,5975,"28/05/2021 07:00"
1,5439,"28/05/2021 07:00"
1,5434,"28/05/2021 08:00"
2,5976,"28/05/2021 08:00"
1,5429,"28/05/2021 09:00"
2,5980,"28/05/2021 09:00"
1,5432,"28/05/2021 10:00"
2,5982,"28/05/2021 10:00"
2,5984,"28/05/2021 11:00"
1,5454,"28/05/2021 11:00"
2,5998,"28/05/2021 12:00"
1,5441,"28/05/2021 12:00"
2,6123,"28/05/2021 13:00"
1,5603,"28/05/2021 13:00"
2,5983,"28/05/2021 14:00"
1,5456,"28/05/2021 14:00"
2,5980,"28/05/2021 15:00"
1,5448,"28/05/2021 15:00"
2,5990,"28/05/2021 16:00"
1,5436,"28/05/2021 16:00"
2,5987,"28/05/2021 17:00"
1,5437,"28/05/2021 17:00"
2,5995,"28/05/2021 18:00"
1,5435,"28/05/2021 18:00"
2,6039,"28/05/2021 19:00"
1,5429,"28/05/2021 19:00"
2,6029,"28/05/2021 20:00"
1,5392,"28/05/2021 20:00"
2,6053,"28/05/2021 21:00"
1,5419,"28/05/2021 21:00"
1,5405,"28/05/2021 22:00"
2,6036,"28/05/2021 22:00"
2,6046,"28/05/2021 23:00"
1,5390,"28/05/2021 23:00"
2,6045,"29/05/2021 00:00"
1,5399,"29/05/2021 00:00"
1,5411,"29/05/2021 01:00"
2,6043,"29/05/2021 01:00"
2,6085,"29/05/2021 02:00"
1,5430,"29/05/2021 02:00"
2,6082,"29/05/2021 03:00"
1,5426,"29/05/2021 03:00"
2,6015,"29/05/2021 04:00"
1,5386,"29/05/2021 04:00"
2,6015,"29/05/2021 05:00"
1,5331,"29/05/2021 05:00"
2,6005,"29/05/2021 06:00"
1,5325,"29/05/2021 06:00"
1,5332,"29/05/2021 07:00"
2,5994,"29/05/2021 07:00"
2,6003,"29/05/2021 08:00"
1,5329,"29/05/2021 08:00"
2,5983,"29/05/2021 09:00"
1,5331,"29/05/2021 09:00"
2,6014,"29/05/2021 10:00"
1,5346,"29/05/2021 10:00"
2,5998,"29/05/2021 11:00"
1,5321,"29/05/2021 11:00"
2,5987,"29/05/2021 12:00"
1,5327,"29/05/2021 12:00"
2,5994,"29/05/2021 13:00"
1,5321,"29/05/2021 13:00"
2,5992,"29/05/2021 14:00"
1,5336,"29/05/2021 14:00"
2,5991,"29/05/2021 15:00"
1,5335,"29/05/2021 15:00"
2,5988,"29/05/2021 16:00"
1,5337,"29/05/2021 16:00"
2,5991,"29/05/2021 17:00"
1,5336,"29/05/2021 17:00"
2,6028,"29/05/2021 18:00"
1,5373,"29/05/2021 18:00"
2,5986,"29/05/2021 19:00"
1,5332,"29/05/2021 19:00"
1,5327,"29/05/2021 20:00"
2,5990,"29/05/2021 20:00"
1,5340,"29/05/2021 21:00"
2,6033,"29/05/2021 21:00"
2,6023,"29/05/2021 22:00"
1,5362,"29/05/2021 22:00"
2,5999,"29/05/2021 23:00"
1,5333,"29/05/2021 23:00"
2,5999,"30/05/2021 00:00"
1,5336,"30/05/2021 00:00"
2,6006,"30/05/2021 01:00"
1,5330,"30/05/2021 01:00"
1,5346,"30/05/2021 02:00"
2,6009,"30/05/2021 02:00"
2,6037,"30/05/2021 03:00"
1,5331,"30/05/2021 03:00"
2,6003,"30/05/2021 04:00"
1,5335,"30/05/2021 04:00"
1,5333,"30/05/2021 05:00"
2,6013,"30/05/2021 05:00"
2,6009,"30/05/2021 06:00"
1,5332,"30/05/2021 06:00"
2,6003,"30/05/2021 07:00"
1,5342,"30/05/2021 07:00"
1,5352,"30/05/2021 08:00"
2,6011,"30/05/2021 08:00"
2,6005,"30/05/2021 09:00"
1,5344,"30/05/2021 09:00"
2,5994,"30/05/2021 10:00"
1,5331,"30/05/2021 10:00"
1,5335,"30/05/2021 11:00"
2,5991,"30/05/2021 11:00"
2,6008,"30/05/2021 12:00"
1,5327,"30/05/2021 12:00"
2,6014,"30/05/2021 13:00"
1,5331,"30/05/2021 13:00"
1,5337,"30/05/2021 14:00"
2,5998,"30/05/2021 14:00"
2,5998,"30/05/2021 15:00"
1,5331,"30/05/2021 15:00"
1,5360,"30/05/2021 16:00"
2,5985,"30/05/2021 16:00"
1,5327,"30/05/2021 17:00"
2,5992,"30/05/2021 17:00"
1,5344,"30/05/2021 18:00"
2,5986,"30/05/2021 18:00"
2,5991,"30/05/2021 19:00"
1,5329,"30/05/2021 19:00"
1,5336,"30/05/2021 20:00"
2,5994,"30/05/2021 20:00"
2,5992,"30/05/2021 21:00"
1,5334,"30/05/2021 21:00"
2,5986,"30/05/2021 22:00"
1,5334,"30/05/2021 22:00"
1,5343,"30/05/2021 23:00"
2,5985,"30/05/2021 23:00"
2,6003,"31/05/2021 00:00"
1,5352,"31/05/2021 00:00"
2,5991,"31/05/2021 01:00"
1,5336,"31/05/2021 01:00"
2,5996,"31/05/2021 02:00"
1,5335,"31/05/2021 02:00"
2,5993,"31/05/2021 03:00"
1,5333,"31/05/2021 03:00"
2,6002,"31/05/2021 04:00"
1,5337,"31/05/2021 04:00"
2,6006,"31/05/2021 05:00"
1,5337,"31/05/2021 05:00"
2,6003,"31/05/2021 06:00"
1,5343,"31/05/2021 06:00"
2,6004,"31/05/2021 07:00"
1,5335,"31/05/2021 07:00"
2,6004,"31/05/2021 08:00"
1,5338,"31/05/2021 08:00"
2,5997,"31/05/2021 09:00"
1,5346,"31/05/2021 09:00"
2,5743,"31/05/2021 10:00"
1,5333,"31/05/2021 10:00"
2,5658,"31/05/2021 11:00"
1,5574,"31/05/2021 11:00"
2,5547,"31/05/2021 12:00"
1,5394,"31/05/2021 12:00"
2,5390,"31/05/2021 13:00"
1,5344,"31/05/2021 13:00"
2,5281,"31/05/2021 14:00"
1,5191,"31/05/2021 14:00"
2,5256,"31/05/2021 15:00"
1,5228,"31/05/2021 15:00"
2,5307,"31/05/2021 16:00"
1,5224,"31/05/2021 16:00"
2,5385,"31/05/2021 17:00"
1,5235,"31/05/2021 17:00"
2,5493,"31/05/2021 18:00"
1,5268,"31/05/2021 18:00"
2,5500,"31/05/2021 19:00"
1,5258,"31/05/2021 19:00"
2,5514,"31/05/2021 20:00"
1,5251,"31/05/2021 20:00"
2,5505,"31/05/2021 21:00"
1,5261,"31/05/2021 21:00"
2,5513,"31/05/2021 22:00"
1,5281,"31/05/2021 22:00"
2,5527,"31/05/2021 23:00"
1,5299,"31/05/2021 23:00"
2,5556,"01/06/2021 00:00"
1,5336,"01/06/2021 00:00"
2,5554,"01/06/2021 01:00"
1,5340,"01/06/2021 01:00"
2,5585,"01/06/2021 02:00"
1,5429,"01/06/2021 02:00"
2,5580,"01/06/2021 03:00"
1,5354,"01/06/2021 03:00"
2,5618,"01/06/2021 04:00"
1,5375,"01/06/2021 04:00"
2,5604,"01/06/2021 05:00"
1,5373,"01/06/2021 05:00"
2,5581,"01/06/2021 06:00"
1,5326,"01/06/2021 06:00"
1,5332,"01/06/2021 07:00"
2,5587,"01/06/2021 07:00"
2,5627,"01/06/2021 08:00"
1,5367,"01/06/2021 08:00"
1,5382,"01/06/2021 09:00"
2,5650,"01/06/2021 09:00"
2,5697,"01/06/2021 10:00"
1,5464,"01/06/2021 10:00"
1,5395,"01/06/2021 11:00"
2,5650,"01/06/2021 11:00"
1,5400,"01/06/2021 12:00"
2,5667,"01/06/2021 12:00"
2,5670,"01/06/2021 13:00"
1,5397,"01/06/2021 13:00"
2,5668,"01/06/2021 14:00"
1,5402,"01/06/2021 14:00"
2,5675,"01/06/2021 15:00"
1,5409,"01/06/2021 15:00"
2,5718,"01/06/2021 16:00"
1,5429,"01/06/2021 16:00"
2,5704,"01/06/2021 17:00"
1,6691,"01/06/2021 17:00"
2,5295,"01/06/2021 18:00"
1,6152,"01/06/2021 18:00"
1,6049,"01/06/2021 19:00"
2,5301,"01/06/2021 19:00"
2,5299,"01/06/2021 20:00"
1,6045,"01/06/2021 20:00"
2,5306,"01/06/2021 21:00"
1,6043,"01/06/2021 21:00"
2,5308,"01/06/2021 22:00"
1,6046,"01/06/2021 22:00"
2,5327,"01/06/2021 23:00"
1,6025,"01/06/2021 23:00"
2,5341,"02/06/2021 00:00"
1,6025,"02/06/2021 00:00"
1,6030,"02/06/2021 01:00"
2,5330,"02/06/2021 01:00"
2,5346,"02/06/2021 02:00"
1,6038,"02/06/2021 02:00"
1,6005,"02/06/2021 03:00"
2,5366,"02/06/2021 03:00"
1,6015,"02/06/2021 04:00"
2,5376,"02/06/2021 04:00"
1,6009,"02/06/2021 05:00"
2,5383,"02/06/2021 05:00"
2,5365,"02/06/2021 06:00"
1,6004,"02/06/2021 06:00"
2,5367,"02/06/2021 07:00"
1,6003,"02/06/2021 07:00"
2,5411,"02/06/2021 08:00"
1,6014,"02/06/2021 08:00"
2,5564,"02/06/2021 09:00"
1,6019,"02/06/2021 09:00"
1,6011,"02/06/2021 10:00"
2,5573,"02/06/2021 10:00"
2,5790,"02/06/2021 11:00"
1,5999,"02/06/2021 11:00"
1,5958,"02/06/2021 12:00"
2,5871,"02/06/2021 12:00"
1,5821,"02/06/2021 13:00"
2,5802,"02/06/2021 13:00"
1,5481,"02/06/2021 14:00"
2,5603,"02/06/2021 14:00"
2,5613,"02/06/2021 15:00"
1,5548,"02/06/2021 15:00"
1,5596,"02/06/2021 16:00"
2,5566,"02/06/2021 16:00"
2,5549,"02/06/2021 17:00"
1,5594,"02/06/2021 17:00"
2,5552,"02/06/2021 18:00"
1,5597,"02/06/2021 18:00"
1,5611,"02/06/2021 19:00"
2,5555,"02/06/2021 19:00"
2,5589,"02/06/2021 20:00"
1,5619,"02/06/2021 20:00"
2,5552,"02/06/2021 21:00"
1,5617,"02/06/2021 21:00"
1,5622,"02/06/2021 22:00"
2,5549,"02/06/2021 22:00"
2,5551,"02/06/2021 23:00"
1,5619,"02/06/2021 23:00"
2,5564,"03/06/2021 00:00"
1,5628,"03/06/2021 00:00"
1,5644,"03/06/2021 01:00"
2,5574,"03/06/2021 01:00"
2,5566,"03/06/2021 02:00"
1,5646,"03/06/2021 02:00"
2,5560,"03/06/2021 03:00"
1,5646,"03/06/2021 03:00"
2,5568,"03/06/2021 04:00"
1,5662,"03/06/2021 04:00"
1,5663,"03/06/2021 05:00"
2,5571,"03/06/2021 05:00"
2,5549,"03/06/2021 06:00"
1,5650,"03/06/2021 06:00"
2,5550,"03/06/2021 07:00"
1,5654,"03/06/2021 07:00"
2,5553,"03/06/2021 08:00"
1,5648,"03/06/2021 08:00"
2,5562,"03/06/2021 09:00"
1,5666,"03/06/2021 09:00"
2,5565,"03/06/2021 10:00"
1,5658,"03/06/2021 10:00"
2,5574,"03/06/2021 11:00"
1,5674,"03/06/2021 11:00"
2,5572,"03/06/2021 12:00"
1,5683,"03/06/2021 12:00"
2,5567,"03/06/2021 13:00"
1,5674,"03/06/2021 13:00"
2,5575,"03/06/2021 14:00"
1,5730,"03/06/2021 14:00"
2,5571,"03/06/2021 15:00"
1,5681,"03/06/2021 15:00"
2,5577,"03/06/2021 16:00"
1,5679,"03/06/2021 16:00"
1,5662,"03/06/2021 17:00"
2,5693,"03/06/2021 17:00"
1,5563,"03/06/2021 18:00"
2,5686,"03/06/2021 18:00"
2,5689,"03/06/2021 19:00"
1,5560,"03/06/2021 19:00"
1,5553,"03/06/2021 20:00"
2,5708,"03/06/2021 20:00"
2,5708,"03/06/2021 21:00"
1,5536,"03/06/2021 21:00"
1,5534,"03/06/2021 22:00"
2,5705,"03/06/2021 22:00"
1,5545,"03/06/2021 23:00"
2,5704,"03/06/2021 23:00"
2,5711,"04/06/2021 00:00"
1,5562,"04/06/2021 00:00"
2,5701,"04/06/2021 01:00"
1,5543,"04/06/2021 01:00"
1,5547,"04/06/2021 02:00"
2,5707,"04/06/2021 02:00"
2,5710,"04/06/2021 03:00"
1,5542,"04/06/2021 03:00"
2,5720,"04/06/2021 04:00"
1,5543,"04/06/2021 04:00"
1,5550,"04/06/2021 05:00"
2,5733,"04/06/2021 05:00"
2,5715,"04/06/2021 06:00"
1,5543,"04/06/2021 06:00"
1,5531,"04/06/2021 07:00"
2,5713,"04/06/2021 07:00"
1,5497,"04/06/2021 08:00"
2,5653,"04/06/2021 08:00"
2,5635,"04/06/2021 09:00"
1,5471,"04/06/2021 09:00"
2,5638,"04/06/2021 10:00"
1,5470,"04/06/2021 10:00"
2,5640,"04/06/2021 11:00"
1,5469,"04/06/2021 11:00"
2,5636,"04/06/2021 12:00"
1,5481,"04/06/2021 12:00"
2,5673,"04/06/2021 13:00"
1,5516,"04/06/2021 13:00"
1,5505,"04/06/2021 14:00"
2,5673,"04/06/2021 14:00"
2,5686,"04/06/2021 15:00"
1,5515,"04/06/2021 15:00"
2,5679,"04/06/2021 16:00"
1,5498,"04/06/2021 16:00"
2,5677,"04/06/2021 17:00"
1,5502,"04/06/2021 17:00"
2,5680,"04/06/2021 18:00"
1,5501,"04/06/2021 18:00"
2,5680,"04/06/2021 19:00"
1,5492,"04/06/2021 19:00"
2,5677,"04/06/2021 20:00"
1,5496,"04/06/2021 20:00"
2,5679,"04/06/2021 21:00"
1,5494,"04/06/2021 21:00"
2,5683,"04/06/2021 22:00"
1,5496,"04/06/2021 22:00"
2,5669,"04/06/2021 23:00"
1,5495,"04/06/2021 23:00"
1,5504,"05/06/2021 00:00"
2,5682,"05/06/2021 00:00"
2,5674,"05/06/2021 01:00"
1,5549,"05/06/2021 01:00"
2,5664,"05/06/2021 02:00"
1,5549,"05/06/2021 02:00"
2,5665,"05/06/2021 03:00"
1,5518,"05/06/2021 03:00"
1,5517,"05/06/2021 04:00"
2,5667,"05/06/2021 04:00"
2,5671,"05/06/2021 05:00"
1,5534,"05/06/2021 05:00"
2,5669,"05/06/2021 06:00"
1,5526,"05/06/2021 06:00"
2,5676,"05/06/2021 07:00"
1,5532,"05/06/2021 07:00"
2,5661,"05/06/2021 08:00"
1,5532,"05/06/2021 08:00"
1,5526,"05/06/2021 09:00"
2,5673,"05/06/2021 09:00"
2,5680,"05/06/2021 10:00"
1,5536,"05/06/2021 10:00"
2,5677,"05/06/2021 11:00"
1,5535,"05/06/2021 11:00"
1,5519,"05/06/2021 12:00"
2,5664,"05/06/2021 12:00"
1,5535,"05/06/2021 13:00"
2,5671,"05/06/2021 13:00"
2,5677,"05/06/2021 14:00"
1,5526,"05/06/2021 14:00"
1,5524,"05/06/2021 15:00"
2,5682,"05/06/2021 15:00"
2,5672,"05/06/2021 16:00"
1,5523,"05/06/2021 16:00"
1,5520,"05/06/2021 17:00"
2,5667,"05/06/2021 17:00"
1,5521,"05/06/2021 18:00"
2,5675,"05/06/2021 18:00"
1,5525,"05/06/2021 19:00"
2,5674,"05/06/2021 19:00"
2,5670,"05/06/2021 20:00"
1,5533,"05/06/2021 20:00"
2,5675,"05/06/2021 21:00"
1,5521,"05/06/2021 21:00"
2,5678,"05/06/2021 22:00"
1,5524,"05/06/2021 22:00"
2,5664,"05/06/2021 23:00"
1,5527,"05/06/2021 23:00"
1,5540,"06/06/2021 00:00"
2,5672,"06/06/2021 00:00"
2,5669,"06/06/2021 01:00"
1,5535,"06/06/2021 01:00"
2,5678,"06/06/2021 02:00"
1,5515,"06/06/2021 02:00"
1,5535,"06/06/2021 03:00"
2,5668,"06/06/2021 03:00"
2,5686,"06/06/2021 04:00"
1,5534,"06/06/2021 04:00"
2,5692,"06/06/2021 05:00"
1,5534,"06/06/2021 05:00"
1,5522,"06/06/2021 06:00"
2,5686,"06/06/2021 06:00"
1,5531,"06/06/2021 07:00"
2,5668,"06/06/2021 07:00"
2,5668,"06/06/2021 08:00"
1,5527,"06/06/2021 08:00"
1,5540,"06/06/2021 09:00"
2,5680,"06/06/2021 09:00"
2,5682,"06/06/2021 10:00"
1,5531,"06/06/2021 10:00"
2,5671,"06/06/2021 11:00"
1,5525,"06/06/2021 11:00"
1,5540,"06/06/2021 12:00"
2,5678,"06/06/2021 12:00"
2,5675,"06/06/2021 13:00"
1,5527,"06/06/2021 13:00"
1,5531,"06/06/2021 14:00"
2,5670,"06/06/2021 14:00"
2,5680,"06/06/2021 15:00"
1,5529,"06/06/2021 15:00"
2,5677,"06/06/2021 16:00"
1,5525,"06/06/2021 16:00"
2,5602,"06/06/2021 17:00"
1,5455,"06/06/2021 17:00"
2,5594,"06/06/2021 18:00"
1,5450,"06/06/2021 18:00"
1,5450,"06/06/2021 19:00"
2,5596,"06/06/2021 19:00"
2,5591,"06/06/2021 20:00"
1,5446,"06/06/2021 20:00"
2,5602,"06/06/2021 21:00"
1,5456,"06/06/2021 21:00"
2,5604,"06/06/2021 22:00"
1,5462,"06/06/2021 22:00"
2,5593,"06/06/2021 23:00"
1,5466,"06/06/2021 23:00"
2,5611,"07/06/2021 00:00"
1,5457,"07/06/2021 00:00"
2,5604,"07/06/2021 01:00"
1,5456,"07/06/2021 01:00"
1,5452,"07/06/2021 02:00"
2,5595,"07/06/2021 02:00"
2,5602,"07/06/2021 03:00"
1,5453,"07/06/2021 03:00"
1,5459,"07/06/2021 04:00"
2,5606,"07/06/2021 04:00"
2,5614,"07/06/2021 05:00"
1,5462,"07/06/2021 05:00"
2,5602,"07/06/2021 06:00"
1,5459,"07/06/2021 06:00"
2,5605,"07/06/2021 07:00"
1,5450,"07/06/2021 07:00"
2,5605,"07/06/2021 08:00"
1,5453,"07/06/2021 08:00"
2,5596,"07/06/2021 09:00"
1,5456,"07/06/2021 09:00"
1,5247,"07/06/2021 10:00"
2,5369,"07/06/2021 10:00"
1,5304,"07/06/2021 11:00"
2,5378,"07/06/2021 11:00"
2,5368,"07/06/2021 12:00"
1,5305,"07/06/2021 12:00"
1,5308,"07/06/2021 13:00"
2,5378,"07/06/2021 13:00"
2,5376,"07/06/2021 14:00"
1,5328,"07/06/2021 14:00"
1,5594,"07/06/2021 15:00"
2,5370,"07/06/2021 15:00"
1,5591,"07/06/2021 16:00"
2,5364,"07/06/2021 16:00"
2,5373,"07/06/2021 17:00"
1,5599,"07/06/2021 17:00"
2,5363,"07/06/2021 18:00"
1,5603,"07/06/2021 18:00"
1,5599,"07/06/2021 19:00"
2,5369,"07/06/2021 19:00"
2,5372,"07/06/2021 20:00"
1,5593,"07/06/2021 20:00"
2,5361,"07/06/2021 21:00"
1,5588,"07/06/2021 21:00"
1,5799,"07/06/2021 22:00"
2,5356,"07/06/2021 22:00"
2,5315,"07/06/2021 23:00"
1,5660,"07/06/2021 23:00"
1,5948,"08/06/2021 00:00"
2,5309,"08/06/2021 00:00"
1,5682,"08/06/2021 01:00"
2,5407,"08/06/2021 01:00"
2,5480,"08/06/2021 02:00"
1,5573,"08/06/2021 02:00"
2,5468,"08/06/2021 03:00"
1,5374,"08/06/2021 03:00"
2,5379,"08/06/2021 04:00"
1,5292,"08/06/2021 04:00"
2,5541,"08/06/2021 05:00"
1,5292,"08/06/2021 05:00"
2,5545,"08/06/2021 06:00"
1,5312,"08/06/2021 06:00"
1,5413,"08/06/2021 07:00"
2,5497,"08/06/2021 07:00"
2,5490,"08/06/2021 08:00"
1,5342,"08/06/2021 08:00"
1,5334,"08/06/2021 09:00"
2,5496,"08/06/2021 09:00"
1,5342,"08/06/2021 10:00"
2,5490,"08/06/2021 10:00"
1,5370,"08/06/2021 11:00"
2,5518,"08/06/2021 11:00"
2,5500,"08/06/2021 12:00"
1,5359,"08/06/2021 12:00"
2,5496,"08/06/2021 13:00"
1,5345,"08/06/2021 13:00"
2,5503,"08/06/2021 14:00"
1,5345,"08/06/2021 14:00"
2,5496,"08/06/2021 15:00"
1,5352,"08/06/2021 15:00"
1,5348,"08/06/2021 16:00"
2,5511,"08/06/2021 16:00"
2,5501,"08/06/2021 17:00"
1,5347,"08/06/2021 17:00"
2,5478,"08/06/2021 18:00"
1,5305,"08/06/2021 18:00"
1,5278,"08/06/2021 19:00"
2,5479,"08/06/2021 19:00"
2,5502,"08/06/2021 20:00"
1,5308,"08/06/2021 20:00"
1,5290,"08/06/2021 21:00"
2,5494,"08/06/2021 21:00"
1,5290,"08/06/2021 22:00"
2,5531,"08/06/2021 22:00"
1,5266,"08/06/2021 23:00"
2,5556,"08/06/2021 23:00"
2,5558,"09/06/2021 00:00"
1,5264,"09/06/2021 00:00"
1,5262,"09/06/2021 01:00"
2,5540,"09/06/2021 01:00"
2,5545,"09/06/2021 02:00"
1,5255,"09/06/2021 02:00"
2,5553,"09/06/2021 03:00"
1,5255,"09/06/2021 03:00"
1,5263,"09/06/2021 04:00"
2,5617,"09/06/2021 04:00"
2,5635,"09/06/2021 05:00"
1,5263,"09/06/2021 05:00"
1,5259,"09/06/2021 06:00"
2,5640,"09/06/2021 06:00"
1,5262,"09/06/2021 07:00"
2,5624,"09/06/2021 07:00"
1,5261,"09/06/2021 08:00"
2,5861,"09/06/2021 08:00"
2,5871,"09/06/2021 09:00"
1,5767,"09/06/2021 09:00"
1,5745,"09/06/2021 10:00"
2,5768,"09/06/2021 10:00"
1,5543,"09/06/2021 11:00"
2,5696,"09/06/2021 11:00"
2,5664,"09/06/2021 12:00"
1,5497,"09/06/2021 12:00"
2,5469,"09/06/2021 13:00"
1,5318,"09/06/2021 13:00"
2,5261,"09/06/2021 14:00"
1,5597,"09/06/2021 14:00"
2,5249,"09/06/2021 15:00"
1,5599,"09/06/2021 15:00"
2,5327,"09/06/2021 16:00"
1,5547,"09/06/2021 16:00"
2,5482,"09/06/2021 17:00"
1,5480,"09/06/2021 17:00"
1,5427,"09/06/2021 18:00"
2,5415,"09/06/2021 18:00"
2,5537,"09/06/2021 19:00"
1,5443,"09/06/2021 19:00"
2,5555,"09/06/2021 20:00"
1,5350,"09/06/2021 20:00"
2,5629,"09/06/2021 21:00"
1,5406,"09/06/2021 21:00"
2,5504,"09/06/2021 22:00"
1,5434,"09/06/2021 22:00"
1,5452,"09/06/2021 23:00"
2,5505,"09/06/2021 23:00"
2,5499,"10/06/2021 00:00"
1,5466,"10/06/2021 00:00"
2,5512,"10/06/2021 01:00"
1,5459,"10/06/2021 01:00"
2,5525,"10/06/2021 02:00"
1,5461,"10/06/2021 02:00"
2,5524,"10/06/2021 03:00"
1,5463,"10/06/2021 03:00"
1,5476,"10/06/2021 04:00"
2,5523,"10/06/2021 04:00"
1,5480,"10/06/2021 05:00"
2,5523,"10/06/2021 05:00"
2,5519,"10/06/2021 06:00"
1,5476,"10/06/2021 06:00"
2,5515,"10/06/2021 07:00"
1,5472,"10/06/2021 07:00"
1,5693,"10/06/2021 08:00"
2,5730,"10/06/2021 08:00"
1,5719,"10/06/2021 09:00"
2,5815,"10/06/2021 09:00"
2,5431,"10/06/2021 10:00"
1,5683,"10/06/2021 10:00"
2,5547,"10/06/2021 11:00"
1,5615,"10/06/2021 11:00"
2,5539,"10/06/2021 12:00"
1,5350,"10/06/2021 12:00"
2,5539,"10/06/2021 13:00"
1,5297,"10/06/2021 13:00"
1,5345,"10/06/2021 14:00"
2,5569,"10/06/2021 14:00"
2,5583,"10/06/2021 15:00"
1,5353,"10/06/2021 15:00"
1,5396,"10/06/2021 16:00"
2,5629,"10/06/2021 16:00"
1,5401,"10/06/2021 17:00"
2,5632,"10/06/2021 17:00"
2,5633,"10/06/2021 18:00"
1,5405,"10/06/2021 18:00"
2,5631,"10/06/2021 19:00"
1,5403,"10/06/2021 19:00"
2,5635,"10/06/2021 20:00"
1,5403,"10/06/2021 20:00"
2,5632,"10/06/2021 21:00"
1,5399,"10/06/2021 21:00"
2,5638,"10/06/2021 22:00"
1,5404,"10/06/2021 22:00"
1,5406,"10/06/2021 23:00"
2,5644,"10/06/2021 23:00"
2,5660,"11/06/2021 00:00"
1,5452,"11/06/2021 00:00"
2,5646,"11/06/2021 01:00"
