"INSTANCE_NUMBER","PROCESS","TIME"
2,4521,"23/04/2021 00:00"
1,4292,"23/04/2021 00:00"
2,4520,"23/04/2021 01:00"
1,4312,"23/04/2021 01:00"
2,4506,"23/04/2021 02:00"
1,4290,"23/04/2021 02:00"
2,4513,"23/04/2021 03:00"
1,4300,"23/04/2021 03:00"
2,4522,"23/04/2021 04:00"
1,4297,"23/04/2021 04:00"
1,4315,"23/04/2021 05:00"
2,4523,"23/04/2021 05:00"
2,4521,"23/04/2021 06:00"
1,4290,"23/04/2021 06:00"
1,4300,"23/04/2021 07:00"
2,4514,"23/04/2021 07:00"
2,4502,"23/04/2021 08:00"
1,4296,"23/04/2021 08:00"
2,4547,"23/04/2021 09:00"
1,4317,"23/04/2021 09:00"
1,4329,"23/04/2021 10:00"
2,4552,"23/04/2021 10:00"
2,4552,"23/04/2021 11:00"
1,4335,"23/04/2021 11:00"
2,4548,"23/04/2021 12:00"
1,4339,"23/04/2021 12:00"
2,4552,"23/04/2021 13:00"
1,4342,"23/04/2021 13:00"
2,4546,"23/04/2021 14:00"
1,4342,"23/04/2021 14:00"
2,4550,"23/04/2021 15:00"
1,4337,"23/04/2021 15:00"
1,4338,"23/04/2021 16:00"
2,4548,"23/04/2021 16:00"
2,4559,"23/04/2021 17:00"
1,4335,"23/04/2021 17:00"
2,4560,"23/04/2021 18:00"
1,4330,"23/04/2021 18:00"
2,4561,"23/04/2021 19:00"
1,4321,"23/04/2021 19:00"
2,4579,"23/04/2021 20:00"
1,4333,"23/04/2021 20:00"
2,4571,"23/04/2021 21:00"
1,4324,"23/04/2021 21:00"
2,4570,"23/04/2021 22:00"
1,4330,"23/04/2021 22:00"
2,4570,"23/04/2021 23:00"
1,4330,"23/04/2021 23:00"
2,4592,"24/04/2021 00:00"
1,4345,"24/04/2021 00:00"
2,4577,"24/04/2021 01:00"
1,4342,"24/04/2021 01:00"
2,4574,"24/04/2021 02:00"
1,4331,"24/04/2021 02:00"
2,4593,"24/04/2021 03:00"
1,4336,"24/04/2021 03:00"
2,4593,"24/04/2021 04:00"
1,4342,"24/04/2021 04:00"
1,4348,"24/04/2021 05:00"
2,4582,"24/04/2021 05:00"
2,4594,"24/04/2021 06:00"
1,4354,"24/04/2021 06:00"
2,4589,"24/04/2021 07:00"
1,4341,"24/04/2021 07:00"
2,4584,"24/04/2021 08:00"
1,4326,"24/04/2021 08:00"
2,4590,"24/04/2021 09:00"
1,4340,"24/04/2021 09:00"
1,4355,"24/04/2021 10:00"
2,4592,"24/04/2021 10:00"
2,4587,"24/04/2021 11:00"
1,4354,"24/04/2021 11:00"
2,4603,"24/04/2021 12:00"
1,4362,"24/04/2021 12:00"
2,4583,"24/04/2021 13:00"
1,4382,"24/04/2021 13:00"
2,4583,"24/04/2021 14:00"
1,4364,"24/04/2021 14:00"
2,4601,"24/04/2021 15:00"
1,4370,"24/04/2021 15:00"
2,4583,"24/04/2021 16:00"
1,4379,"24/04/2021 16:00"
1,4373,"24/04/2021 17:00"
2,4576,"24/04/2021 17:00"
2,4581,"24/04/2021 18:00"
1,4378,"24/04/2021 18:00"
1,4396,"24/04/2021 19:00"
2,4575,"24/04/2021 19:00"
2,4572,"24/04/2021 20:00"
1,4396,"24/04/2021 20:00"
2,4552,"24/04/2021 21:00"
1,4401,"24/04/2021 21:00"
2,4553,"24/04/2021 22:00"
1,4404,"24/04/2021 22:00"
2,4556,"24/04/2021 23:00"
1,4405,"24/04/2021 23:00"
2,4645,"25/04/2021 00:00"
1,4468,"25/04/2021 00:00"
2,4584,"25/04/2021 01:00"
1,4403,"25/04/2021 01:00"
1,4404,"25/04/2021 02:00"
2,4550,"25/04/2021 02:00"
2,4555,"25/04/2021 03:00"
1,4400,"25/04/2021 03:00"
2,4582,"25/04/2021 04:00"
1,4410,"25/04/2021 04:00"
2,4578,"25/04/2021 05:00"
1,4411,"25/04/2021 05:00"
2,4569,"25/04/2021 06:00"
1,4415,"25/04/2021 06:00"
2,4571,"25/04/2021 07:00"
1,4416,"25/04/2021 07:00"
2,4559,"25/04/2021 08:00"
1,4411,"25/04/2021 08:00"
2,4547,"25/04/2021 09:00"
1,4425,"25/04/2021 09:00"
2,4556,"25/04/2021 10:00"
1,4415,"25/04/2021 10:00"
1,4408,"25/04/2021 11:00"
2,4558,"25/04/2021 11:00"
2,4554,"25/04/2021 12:00"
1,4420,"25/04/2021 12:00"
2,4565,"25/04/2021 13:00"
1,4411,"25/04/2021 13:00"
2,4564,"25/04/2021 14:00"
1,4410,"25/04/2021 14:00"
2,4554,"25/04/2021 15:00"
1,4410,"25/04/2021 15:00"
1,4423,"25/04/2021 16:00"
2,4557,"25/04/2021 16:00"
2,4537,"25/04/2021 17:00"
1,4429,"25/04/2021 17:00"
2,4536,"25/04/2021 18:00"
1,4446,"25/04/2021 18:00"
1,4434,"25/04/2021 19:00"
2,4547,"25/04/2021 19:00"
2,4544,"25/04/2021 20:00"
1,4429,"25/04/2021 20:00"
1,4433,"25/04/2021 21:00"
2,4540,"25/04/2021 21:00"
1,4440,"25/04/2021 22:00"
2,4540,"25/04/2021 22:00"
2,4536,"25/04/2021 23:00"
1,4464,"25/04/2021 23:00"
2,4531,"26/04/2021 00:00"
1,4467,"26/04/2021 00:00"
1,4474,"26/04/2021 01:00"
2,4516,"26/04/2021 01:00"
1,4457,"26/04/2021 02:00"
2,4527,"26/04/2021 02:00"
2,4519,"26/04/2021 03:00"
1,4469,"26/04/2021 03:00"
2,4517,"26/04/2021 04:00"
1,4465,"26/04/2021 04:00"
2,4522,"26/04/2021 05:00"
1,4475,"26/04/2021 05:00"
2,4525,"26/04/2021 06:00"
1,4472,"26/04/2021 06:00"
2,4507,"26/04/2021 07:00"
1,4484,"26/04/2021 07:00"
2,4440,"26/04/2021 08:00"
1,4460,"26/04/2021 08:00"
2,4286,"26/04/2021 09:00"
1,4413,"26/04/2021 09:00"
2,4276,"26/04/2021 10:00"
1,4494,"26/04/2021 10:00"
2,4299,"26/04/2021 11:00"
1,4597,"26/04/2021 11:00"
1,4406,"26/04/2021 12:00"
2,4369,"26/04/2021 12:00"
2,4260,"26/04/2021 13:00"
1,4415,"26/04/2021 13:00"
2,4278,"26/04/2021 14:00"
1,4334,"26/04/2021 14:00"
2,4616,"26/04/2021 15:00"
1,4363,"26/04/2021 15:00"
2,4586,"26/04/2021 16:00"
1,4379,"26/04/2021 16:00"
1,4386,"26/04/2021 17:00"
2,4404,"26/04/2021 17:00"
2,4401,"26/04/2021 18:00"
1,4231,"26/04/2021 18:00"
2,4370,"26/04/2021 19:00"
1,4357,"26/04/2021 19:00"
2,4333,"26/04/2021 20:00"
1,4318,"26/04/2021 20:00"
2,4357,"26/04/2021 21:00"
1,4337,"26/04/2021 21:00"
1,4343,"26/04/2021 22:00"
2,4339,"26/04/2021 22:00"
2,4340,"26/04/2021 23:00"
1,4347,"26/04/2021 23:00"
2,4439,"27/04/2021 00:00"
1,4382,"27/04/2021 00:00"
1,4376,"27/04/2021 01:00"
2,4359,"27/04/2021 01:00"
2,4354,"27/04/2021 02:00"
1,4371,"27/04/2021 02:00"
2,4352,"27/04/2021 03:00"
1,4377,"27/04/2021 03:00"
1,4432,"27/04/2021 04:00"
2,4386,"27/04/2021 04:00"
2,4328,"27/04/2021 05:00"
1,4411,"27/04/2021 05:00"
2,4336,"27/04/2021 06:00"
1,4403,"27/04/2021 06:00"
1,4414,"27/04/2021 07:00"
2,4349,"27/04/2021 07:00"
1,4432,"27/04/2021 08:00"
2,4337,"27/04/2021 08:00"
2,4336,"27/04/2021 09:00"
1,4425,"27/04/2021 09:00"
2,4355,"27/04/2021 10:00"
1,4423,"27/04/2021 10:00"
2,4357,"27/04/2021 11:00"
1,4369,"27/04/2021 11:00"
2,4365,"27/04/2021 12:00"
1,4356,"27/04/2021 12:00"
2,4367,"27/04/2021 13:00"
1,4365,"27/04/2021 13:00"
2,4371,"27/04/2021 14:00"
1,4347,"27/04/2021 14:00"
2,4363,"27/04/2021 15:00"
1,4340,"27/04/2021 15:00"
2,4369,"27/04/2021 16:00"
1,4346,"27/04/2021 16:00"
1,4345,"27/04/2021 17:00"
2,4364,"27/04/2021 17:00"
2,4352,"27/04/2021 18:00"
1,4343,"27/04/2021 18:00"
2,4358,"27/04/2021 19:00"
1,4358,"27/04/2021 19:00"
2,4357,"27/04/2021 20:00"
1,4343,"27/04/2021 20:00"
2,4359,"27/04/2021 21:00"
1,4345,"27/04/2021 21:00"
2,4414,"27/04/2021 22:00"
1,4351,"27/04/2021 22:00"
2,4422,"27/04/2021 23:00"
1,4360,"27/04/2021 23:00"
2,4393,"28/04/2021 00:00"
1,4374,"28/04/2021 00:00"
2,4392,"28/04/2021 01:00"
1,4378,"28/04/2021 01:00"
1,4392,"28/04/2021 02:00"
2,4391,"28/04/2021 02:00"
2,4383,"28/04/2021 03:00"
1,4369,"28/04/2021 03:00"
2,4400,"28/04/2021 04:00"
1,4370,"28/04/2021 04:00"
2,4407,"28/04/2021 05:00"
1,4371,"28/04/2021 05:00"
2,4391,"28/04/2021 06:00"
1,4387,"28/04/2021 06:00"
2,4400,"28/04/2021 07:00"
1,4376,"28/04/2021 07:00"
2,4435,"28/04/2021 08:00"
1,4421,"28/04/2021 08:00"
2,4438,"28/04/2021 09:00"
1,4572,"28/04/2021 09:00"
2,4398,"28/04/2021 10:00"
1,4330,"28/04/2021 10:00"
2,4409,"28/04/2021 11:00"
1,4042,"28/04/2021 11:00"
2,4400,"28/04/2021 12:00"
1,4233,"28/04/2021 12:00"
1,4420,"28/04/2021 13:00"
2,4373,"28/04/2021 13:00"
2,4433,"28/04/2021 14:00"
1,4457,"28/04/2021 14:00"
2,4364,"28/04/2021 15:00"
1,4473,"28/04/2021 15:00"
1,4450,"28/04/2021 16:00"
2,4357,"28/04/2021 16:00"
2,4374,"28/04/2021 17:00"
1,4453,"28/04/2021 17:00"
2,4452,"28/04/2021 18:00"
1,4488,"28/04/2021 18:00"
1,4329,"28/04/2021 19:00"
2,4461,"28/04/2021 19:00"
1,4335,"28/04/2021 20:00"
2,4459,"28/04/2021 20:00"
2,4494,"28/04/2021 21:00"
1,4320,"28/04/2021 21:00"
1,4326,"28/04/2021 22:00"
2,4496,"28/04/2021 22:00"
2,4513,"28/04/2021 23:00"
1,4326,"28/04/2021 23:00"
1,4325,"29/04/2021 00:00"
2,4512,"29/04/2021 00:00"
1,4638,"29/04/2021 01:00"
2,4759,"29/04/2021 01:00"
1,4646,"29/04/2021 02:00"
2,4727,"29/04/2021 02:00"
2,4398,"29/04/2021 03:00"
1,4361,"29/04/2021 03:00"
2,4271,"29/04/2021 04:00"
1,4220,"29/04/2021 04:00"
2,4269,"29/04/2021 05:00"
1,4223,"29/04/2021 05:00"
2,4271,"29/04/2021 06:00"
1,4227,"29/04/2021 06:00"
1,4220,"29/04/2021 07:00"
2,4305,"29/04/2021 07:00"
2,4384,"29/04/2021 08:00"
1,4276,"29/04/2021 08:00"
2,4398,"29/04/2021 09:00"
1,4283,"29/04/2021 09:00"
1,4252,"29/04/2021 10:00"
2,4364,"29/04/2021 10:00"
1,4254,"29/04/2021 11:00"
2,4375,"29/04/2021 11:00"
2,4433,"29/04/2021 12:00"
1,4263,"29/04/2021 12:00"
1,4275,"29/04/2021 13:00"
2,4429,"29/04/2021 13:00"
2,4431,"29/04/2021 14:00"
1,4274,"29/04/2021 14:00"
2,4462,"29/04/2021 15:00"
1,4318,"29/04/2021 15:00"
1,4328,"29/04/2021 16:00"
2,4482,"29/04/2021 16:00"
2,4473,"29/04/2021 17:00"
1,4331,"29/04/2021 17:00"
2,4475,"29/04/2021 18:00"
1,4331,"29/04/2021 18:00"
2,4483,"29/04/2021 19:00"
1,4335,"29/04/2021 19:00"
2,4482,"29/04/2021 20:00"
1,4335,"29/04/2021 20:00"
2,4486,"29/04/2021 21:00"
1,4332,"29/04/2021 21:00"
1,4339,"29/04/2021 22:00"
2,4488,"29/04/2021 22:00"
2,4486,"29/04/2021 23:00"
1,4343,"29/04/2021 23:00"
2,4495,"30/04/2021 00:00"
1,4358,"30/04/2021 00:00"
1,4376,"30/04/2021 01:00"
2,4465,"30/04/2021 01:00"
2,4453,"30/04/2021 02:00"
1,4372,"30/04/2021 02:00"
2,4448,"30/04/2021 03:00"
1,4365,"30/04/2021 03:00"
2,4461,"30/04/2021 04:00"
1,4381,"30/04/2021 04:00"
2,4466,"30/04/2021 05:00"
1,4383,"30/04/2021 05:00"
1,4376,"30/04/2021 06:00"
2,4461,"30/04/2021 06:00"
2,4465,"30/04/2021 07:00"
1,4382,"30/04/2021 07:00"
1,4376,"30/04/2021 08:00"
2,4455,"30/04/2021 08:00"
2,4465,"30/04/2021 09:00"
1,4389,"30/04/2021 09:00"
2,4584,"30/04/2021 10:00"
1,4412,"30/04/2021 10:00"
2,4645,"30/04/2021 11:00"
1,4448,"30/04/2021 11:00"
2,4638,"30/04/2021 12:00"
1,4705,"30/04/2021 12:00"
1,4445,"30/04/2021 13:00"
2,4417,"30/04/2021 13:00"
2,4413,"30/04/2021 14:00"
1,4441,"30/04/2021 14:00"
1,4444,"30/04/2021 15:00"
2,4409,"30/04/2021 15:00"
1,4436,"30/04/2021 16:00"
2,4406,"30/04/2021 16:00"
2,4411,"30/04/2021 17:00"
1,4439,"30/04/2021 17:00"
2,4396,"30/04/2021 18:00"
1,4464,"30/04/2021 18:00"
1,4444,"30/04/2021 19:00"
2,4388,"30/04/2021 19:00"
1,4456,"30/04/2021 20:00"
2,4369,"30/04/2021 20:00"
2,4373,"30/04/2021 21:00"
1,4488,"30/04/2021 21:00"
1,5063,"30/04/2021 22:00"
2,4616,"30/04/2021 23:00"
1,5521,"30/04/2021 23:00"
2,4146,"01/05/2021 00:00"
1,4951,"01/05/2021 00:00"
2,4174,"01/05/2021 01:00"
1,4927,"01/05/2021 01:00"
1,4931,"01/05/2021 02:00"
2,4185,"01/05/2021 02:00"
2,4185,"01/05/2021 03:00"
1,4928,"01/05/2021 03:00"
2,4199,"01/05/2021 04:00"
1,4923,"01/05/2021 04:00"
2,4194,"01/05/2021 05:00"
1,4899,"01/05/2021 05:00"
1,4903,"01/05/2021 06:00"
2,4175,"01/05/2021 06:00"
2,4200,"01/05/2021 07:00"
1,4893,"01/05/2021 07:00"
2,4192,"01/05/2021 08:00"
1,4892,"01/05/2021 08:00"
2,4190,"01/05/2021 09:00"
1,4888,"01/05/2021 09:00"
2,4195,"01/05/2021 10:00"
1,4902,"01/05/2021 10:00"
1,4887,"01/05/2021 11:00"
2,4188,"01/05/2021 11:00"
2,4199,"01/05/2021 12:00"
1,4897,"01/05/2021 12:00"
2,4192,"01/05/2021 13:00"
1,4900,"01/05/2021 13:00"
1,4891,"01/05/2021 14:00"
2,4205,"01/05/2021 14:00"
1,4888,"01/05/2021 15:00"
2,4195,"01/05/2021 15:00"
2,4204,"01/05/2021 16:00"
1,4897,"01/05/2021 16:00"
1,4889,"01/05/2021 17:00"
2,4193,"01/05/2021 17:00"
2,4216,"01/05/2021 18:00"
1,4883,"01/05/2021 18:00"
1,4866,"01/05/2021 19:00"
2,4223,"01/05/2021 19:00"
1,4859,"01/05/2021 20:00"
2,4234,"01/05/2021 20:00"
2,4218,"01/05/2021 21:00"
1,4868,"01/05/2021 21:00"
2,4224,"01/05/2021 22:00"
1,4868,"01/05/2021 22:00"
1,4867,"01/05/2021 23:00"
2,4262,"01/05/2021 23:00"
2,4253,"02/05/2021 00:00"
1,4868,"02/05/2021 00:00"
2,4249,"02/05/2021 01:00"
1,4870,"02/05/2021 01:00"
1,4870,"02/05/2021 02:00"
2,4255,"02/05/2021 02:00"
2,4255,"02/05/2021 03:00"
1,4874,"02/05/2021 03:00"
2,4260,"02/05/2021 04:00"
1,4879,"02/05/2021 04:00"
1,4875,"02/05/2021 05:00"
2,4265,"02/05/2021 05:00"
2,4267,"02/05/2021 06:00"
1,4868,"02/05/2021 06:00"
1,4865,"02/05/2021 07:00"
2,4272,"02/05/2021 07:00"
1,4860,"02/05/2021 08:00"
2,4274,"02/05/2021 08:00"
1,4866,"02/05/2021 09:00"
2,4269,"02/05/2021 09:00"
2,4279,"02/05/2021 10:00"
1,4864,"02/05/2021 10:00"
1,4866,"02/05/2021 11:00"
2,4278,"02/05/2021 11:00"
2,4298,"02/05/2021 12:00"
1,4868,"02/05/2021 12:00"
2,4302,"02/05/2021 13:00"
1,4860,"02/05/2021 13:00"
1,4858,"02/05/2021 14:00"
2,4293,"02/05/2021 14:00"
2,4297,"02/05/2021 15:00"
1,4867,"02/05/2021 15:00"
2,4298,"02/05/2021 16:00"
1,4869,"02/05/2021 16:00"
1,4859,"02/05/2021 17:00"
2,4297,"02/05/2021 17:00"
2,4311,"02/05/2021 18:00"
1,4858,"02/05/2021 18:00"
2,4292,"02/05/2021 19:00"
1,4862,"02/05/2021 19:00"
2,4302,"02/05/2021 20:00"
1,4861,"02/05/2021 20:00"
2,4293,"02/05/2021 21:00"
1,4862,"02/05/2021 21:00"
1,4866,"02/05/2021 22:00"
2,4294,"02/05/2021 22:00"
2,4303,"02/05/2021 23:00"
1,4861,"02/05/2021 23:00"
2,4295,"03/05/2021 00:00"
1,4863,"03/05/2021 00:00"
2,4302,"03/05/2021 01:00"
1,4853,"03/05/2021 01:00"
2,4300,"03/05/2021 02:00"
1,4868,"03/05/2021 02:00"
2,4292,"03/05/2021 03:00"
1,4869,"03/05/2021 03:00"
2,4302,"03/05/2021 04:00"
1,4875,"03/05/2021 04:00"
2,4305,"03/05/2021 05:00"
1,4877,"03/05/2021 05:00"
2,4298,"03/05/2021 06:00"
1,4877,"03/05/2021 06:00"
1,4867,"03/05/2021 07:00"
2,4294,"03/05/2021 07:00"
2,4290,"03/05/2021 08:00"
1,4870,"03/05/2021 08:00"
2,4288,"03/05/2021 09:00"
1,4866,"03/05/2021 09:00"
2,4292,"03/05/2021 10:00"
1,4867,"03/05/2021 10:00"
2,4302,"03/05/2021 11:00"
1,4869,"03/05/2021 11:00"
1,4867,"03/05/2021 12:00"
2,4297,"03/05/2021 12:00"
2,4287,"03/05/2021 13:00"
1,4864,"03/05/2021 13:00"
2,4299,"03/05/2021 14:00"
1,4870,"03/05/2021 14:00"
1,4965,"03/05/2021 15:00"
2,4332,"03/05/2021 15:00"
1,4907,"03/05/2021 16:00"
2,4271,"03/05/2021 16:00"
2,4256,"03/05/2021 17:00"
1,4910,"03/05/2021 17:00"
1,4912,"03/05/2021 18:00"
2,4255,"03/05/2021 18:00"
2,4266,"03/05/2021 19:00"
1,4905,"03/05/2021 19:00"
1,4908,"03/05/2021 20:00"
2,4263,"03/05/2021 20:00"
1,4905,"03/05/2021 21:00"
2,4260,"03/05/2021 21:00"
1,4921,"03/05/2021 22:00"
2,4252,"03/05/2021 22:00"
2,4252,"03/05/2021 23:00"
1,4931,"03/05/2021 23:00"
2,4247,"04/05/2021 00:00"
1,4920,"04/05/2021 00:00"
2,4249,"04/05/2021 01:00"
1,4921,"04/05/2021 01:00"
2,4247,"04/05/2021 02:00"
1,4908,"04/05/2021 02:00"
2,4251,"04/05/2021 03:00"
1,4916,"04/05/2021 03:00"
2,4261,"04/05/2021 04:00"
1,4922,"04/05/2021 04:00"
2,4261,"04/05/2021 05:00"
1,4916,"04/05/2021 05:00"
2,4259,"04/05/2021 06:00"
1,4917,"04/05/2021 06:00"
1,4915,"04/05/2021 07:00"
2,4250,"04/05/2021 07:00"
2,4260,"04/05/2021 08:00"
1,4916,"04/05/2021 08:00"
2,4253,"04/05/2021 09:00"
1,4932,"04/05/2021 09:00"
2,4273,"04/05/2021 10:00"
1,4931,"04/05/2021 10:00"
1,4941,"04/05/2021 11:00"
2,4299,"04/05/2021 11:00"
2,4281,"04/05/2021 12:00"
1,4944,"04/05/2021 12:00"
2,4264,"04/05/2021 13:00"
1,4920,"04/05/2021 13:00"
2,4255,"04/05/2021 14:00"
1,4920,"04/05/2021 14:00"
2,4250,"04/05/2021 15:00"
1,4838,"04/05/2021 15:00"
2,4397,"04/05/2021 16:00"
1,5007,"04/05/2021 16:00"
2,4550,"04/05/2021 17:00"
1,5007,"04/05/2021 17:00"
2,4573,"04/05/2021 18:00"
1,4869,"04/05/2021 18:00"
1,4858,"04/05/2021 19:00"
2,4584,"04/05/2021 19:00"
2,4578,"04/05/2021 20:00"
1,4850,"04/05/2021 20:00"
2,4610,"04/05/2021 21:00"
1,4841,"04/05/2021 21:00"
1,4840,"04/05/2021 22:00"
2,4626,"04/05/2021 22:00"
1,4832,"04/05/2021 23:00"
2,4653,"04/05/2021 23:00"
2,4667,"05/05/2021 00:00"
1,4834,"05/05/2021 00:00"
1,4836,"05/05/2021 01:00"
2,4648,"05/05/2021 01:00"
2,4648,"05/05/2021 02:00"
1,4830,"05/05/2021 02:00"
2,4669,"05/05/2021 03:00"
1,4831,"05/05/2021 03:00"
2,4680,"05/05/2021 04:00"
1,4838,"05/05/2021 04:00"
2,4685,"05/05/2021 05:00"
1,4831,"05/05/2021 05:00"
2,4692,"05/05/2021 06:00"
1,4808,"05/05/2021 06:00"
2,4678,"05/05/2021 07:00"
1,4817,"05/05/2021 07:00"
2,4693,"05/05/2021 08:00"
1,4810,"05/05/2021 08:00"
2,4667,"05/05/2021 09:00"
1,4814,"05/05/2021 09:00"
2,4640,"05/05/2021 10:00"
1,4715,"05/05/2021 10:00"
1,4713,"05/05/2021 11:00"
2,4491,"05/05/2021 11:00"
2,4408,"05/05/2021 12:00"
1,4735,"05/05/2021 12:00"
2,4305,"05/05/2021 13:00"
1,4794,"05/05/2021 13:00"
2,4312,"05/05/2021 14:00"
1,4796,"05/05/2021 14:00"
2,4358,"05/05/2021 15:00"
1,4844,"05/05/2021 15:00"
2,4359,"05/05/2021 16:00"
1,4854,"05/05/2021 16:00"
2,4263,"05/05/2021 17:00"
1,4857,"05/05/2021 17:00"
2,4395,"05/05/2021 18:00"
1,4749,"05/05/2021 18:00"
1,4756,"05/05/2021 19:00"
2,4403,"05/05/2021 19:00"
1,4742,"05/05/2021 20:00"
2,4420,"05/05/2021 20:00"
2,4412,"05/05/2021 21:00"
1,4750,"05/05/2021 21:00"
2,4435,"05/05/2021 22:00"
1,4751,"05/05/2021 22:00"
2,4444,"05/05/2021 23:00"
1,4760,"05/05/2021 23:00"
2,4459,"06/05/2021 00:00"
1,4758,"06/05/2021 00:00"
1,4640,"06/05/2021 01:00"
2,4275,"06/05/2021 01:00"
2,4298,"06/05/2021 02:00"
1,4633,"06/05/2021 02:00"
2,4342,"06/05/2021 03:00"
1,4630,"06/05/2021 03:00"
1,4630,"06/05/2021 04:00"
2,4347,"06/05/2021 04:00"
1,4636,"06/05/2021 05:00"
2,4339,"06/05/2021 05:00"
2,4328,"06/05/2021 06:00"
1,4623,"06/05/2021 06:00"
1,4627,"06/05/2021 07:00"
2,4444,"06/05/2021 07:00"
2,4490,"06/05/2021 08:00"
1,4632,"06/05/2021 08:00"
2,4336,"06/05/2021 09:00"
1,4633,"06/05/2021 09:00"
1,4633,"06/05/2021 10:00"
2,6153,"06/05/2021 10:00"
2,6231,"06/05/2021 11:00"
1,4530,"06/05/2021 11:00"
2,6086,"06/05/2021 12:00"
1,4537,"06/05/2021 12:00"
2,6095,"06/05/2021 13:00"
1,4570,"06/05/2021 13:00"
2,6091,"06/05/2021 14:00"
1,4723,"06/05/2021 14:00"
2,6095,"06/05/2021 15:00"
1,4824,"06/05/2021 15:00"
1,4845,"06/05/2021 16:00"
2,6088,"06/05/2021 16:00"
1,4860,"06/05/2021 17:00"
2,6094,"06/05/2021 17:00"
2,6098,"06/05/2021 18:00"
1,4875,"06/05/2021 18:00"
2,6048,"06/05/2021 19:00"
1,4924,"06/05/2021 19:00"
2,6053,"06/05/2021 20:00"
1,4933,"06/05/2021 20:00"
2,6081,"06/05/2021 21:00"
1,4933,"06/05/2021 21:00"
2,6068,"06/05/2021 22:00"
1,4939,"06/05/2021 22:00"
2,6078,"06/05/2021 23:00"
1,4949,"06/05/2021 23:00"
2,6082,"07/05/2021 00:00"
1,5208,"07/05/2021 00:00"
2,5633,"07/05/2021 01:00"
1,5337,"07/05/2021 01:00"
2,5631,"07/05/2021 02:00"
1,5323,"07/05/2021 02:00"
1,5331,"07/05/2021 03:00"
2,5634,"07/05/2021 03:00"
2,5659,"07/05/2021 04:00"
1,5344,"07/05/2021 04:00"
1,5356,"07/05/2021 05:00"
2,5676,"07/05/2021 05:00"
2,5670,"07/05/2021 06:00"
1,5353,"07/05/2021 06:00"
2,5667,"07/05/2021 07:00"
1,5351,"07/05/2021 07:00"
2,5563,"07/05/2021 08:00"
1,5205,"07/05/2021 08:00"
2,5819,"07/05/2021 09:00"
1,5203,"07/05/2021 09:00"
2,5772,"07/05/2021 10:00"
1,5173,"07/05/2021 10:00"
1,5255,"08/05/2021 00:00"
2,5962,"08/05/2021 00:00"
2,5959,"08/05/2021 01:00"
1,5250,"08/05/2021 01:00"
1,5247,"08/05/2021 02:00"
2,5949,"08/05/2021 02:00"
2,5957,"08/05/2021 03:00"
1,5245,"08/05/2021 03:00"
2,5942,"08/05/2021 04:00"
1,5252,"08/05/2021 04:00"
2,5969,"08/05/2021 05:00"
1,5241,"08/05/2021 05:00"
2,5967,"08/05/2021 06:00"
1,5249,"08/05/2021 06:00"
2,5960,"08/05/2021 07:00"
1,5246,"08/05/2021 07:00"
2,5959,"08/05/2021 08:00"
1,5248,"08/05/2021 08:00"
2,5954,"08/05/2021 09:00"
1,5255,"08/05/2021 09:00"
1,5247,"08/05/2021 10:00"
2,5957,"08/05/2021 10:00"
2,5956,"08/05/2021 11:00"
1,5249,"08/05/2021 11:00"
1,5248,"08/05/2021 12:00"
2,5953,"08/05/2021 12:00"
2,5949,"08/05/2021 13:00"
1,5254,"08/05/2021 13:00"
1,5244,"08/05/2021 14:00"
2,5951,"08/05/2021 14:00"
1,5256,"08/05/2021 15:00"
2,5956,"08/05/2021 15:00"
1,5251,"08/05/2021 16:00"
2,5981,"08/05/2021 16:00"
2,5952,"08/05/2021 17:00"
1,5253,"08/05/2021 17:00"
2,5954,"08/05/2021 18:00"
1,5248,"08/05/2021 18:00"
2,5958,"08/05/2021 19:00"
1,5250,"08/05/2021 19:00"
2,5958,"08/05/2021 20:00"
1,5258,"08/05/2021 20:00"
1,5271,"08/05/2021 21:00"
2,5967,"08/05/2021 21:00"
2,5959,"08/05/2021 22:00"
1,5261,"08/05/2021 22:00"
2,5968,"08/05/2021 23:00"
1,5261,"08/05/2021 23:00"
1,5268,"09/05/2021 00:00"
2,5965,"09/05/2021 00:00"
2,5956,"09/05/2021 01:00"
1,5265,"09/05/2021 01:00"
2,5965,"09/05/2021 02:00"
1,5262,"09/05/2021 02:00"
1,5257,"09/05/2021 03:00"
2,5978,"09/05/2021 03:00"
2,5972,"09/05/2021 04:00"
1,5262,"09/05/2021 04:00"
2,5976,"09/05/2021 05:00"
1,5276,"09/05/2021 05:00"
1,5250,"09/05/2021 06:00"
2,5856,"09/05/2021 06:00"
1,5239,"09/05/2021 07:00"
2,5841,"09/05/2021 07:00"
2,5841,"09/05/2021 08:00"
1,5245,"09/05/2021 08:00"
1,5235,"09/05/2021 09:00"
2,5733,"09/05/2021 09:00"
2,5670,"09/05/2021 10:00"
1,5185,"09/05/2021 10:00"
1,5186,"09/05/2021 11:00"
2,5672,"09/05/2021 11:00"
1,5191,"09/05/2021 12:00"
2,5687,"09/05/2021 12:00"
2,5677,"09/05/2021 13:00"
1,5174,"09/05/2021 13:00"
2,5669,"09/05/2021 14:00"
1,5179,"09/05/2021 14:00"
2,5687,"09/05/2021 15:00"
1,5180,"09/05/2021 15:00"
2,5672,"09/05/2021 16:00"
1,5177,"09/05/2021 16:00"
2,5671,"09/05/2021 17:00"
