"INSTANCE","DATETIME","DATA"
1,"20-JUL-15",506761.67
1,"20-JUL-15",500071.54
1,"20-JUL-15",473233.64
1,"20-JUL-15",493190.26
1,"20-JUL-15",53248
1,"06-MAY-20",2154283991
1,"06-MAY-20",1860233548
1,"06-MAY-20",1759856078
1,"06-MAY-20",1713815998
1,"06-MAY-20",1545809372
1,"06-MAY-20",2118565786
1,"06-MAY-20",1844388982
1,"06-MAY-20",1968885451
1,"06-MAY-20",1913622835
1,"06-MAY-20",1878713642
1,"06-MAY-20",1912658061
1,"06-MAY-20",1972924555
1,"06-MAY-20",2010205047
1,"06-MAY-20",2063040375
1,"06-MAY-20",2013019427
1,"06-MAY-20",2084813241
1,"06-MAY-20",1904289665
1,"06-MAY-20",2067508652
1,"06-MAY-20",1882098918
1,"06-MAY-20",1827374207
1,"06-MAY-20",2148745168
1,"06-MAY-20",1931667299
1,"06-MAY-20",1925419870
1,"06-MAY-20",1991753653
1,"07-MAY-20",1908248906
1,"07-MAY-20",1910139319
1,"07-MAY-20",2059130099
1,"07-MAY-20",2038757488
1,"07-MAY-20",1809716986
1,"07-MAY-20",1910881143
1,"07-MAY-20",2090768338
1,"07-MAY-20",2018605786
1,"07-MAY-20",2220036788
1,"07-MAY-20",2169878878
1,"07-MAY-20",1835774257
1,"07-MAY-20",2047115473
1,"07-MAY-20",1953943586
1,"07-MAY-20",1953819518
1,"07-MAY-20",1643951206
1,"07-MAY-20",2070105982
1,"07-MAY-20",2221448319
1,"07-MAY-20",2197778127
1,"07-MAY-20",1869956310
1,"07-MAY-20",1719766259
1,"07-MAY-20",2374117642
1,"07-MAY-20",2349509115
1,"07-MAY-20",2132672578
1,"07-MAY-20",1768192207
1,"08-MAY-20",2232801501
1,"08-MAY-20",2144151477
1,"08-MAY-20",1964675370
1,"08-MAY-20",1904082614
1,"08-MAY-20",2190351340
1,"08-MAY-20",1924062037
1,"08-MAY-20",2100197178
1,"08-MAY-20",2371863092
1,"08-MAY-20",2092695896
1,"08-MAY-20",1994228042
1,"08-MAY-20",1948932258
1,"08-MAY-20",2193846607
1,"08-MAY-20",2043187082
1,"08-MAY-20",1858077796
1,"08-MAY-20",1864188220
1,"08-MAY-20",2296501243
1,"08-MAY-20",1740459094
1,"08-MAY-20",2462461934
1,"08-MAY-20",2031112850
1,"08-MAY-20",1771242608
1,"08-MAY-20",2186841727
1,"08-MAY-20",2916517968
1,"08-MAY-20",2148697789
1,"08-MAY-20",1976158868
1,"09-MAY-20",1900560605
