
"INSTANCE","DATETIME","DATA"
1,"30/12/2020 21:00",4436
1,"30/12/2020 22:01",4323
1,"30/12/2020 23:00",4337
1,"31/12/2020 00:00",4237
1,"31/12/2020 01:01",4146
1,"31/12/2020 02:00",4203
1,"31/12/2020 03:00",3838
1,"31/12/2020 04:00",3750
1,"31/12/2020 05:01",3537
1,"31/12/2020 06:00",3464
1,"31/12/2020 07:00",3585
1,"31/12/2020 08:00",3314
1,"31/12/2020 09:00",3317
1,"31/12/2020 10:01",3447
1,"31/12/2020 11:00",3638
1,"31/12/2020 12:00",3772
1,"31/12/2020 13:01",3886
1,"31/12/2020 14:00",4154
1,"31/12/2020 15:00",4277
1,"31/12/2020 16:01",4312
1,"31/12/2020 17:00",4365
1,"31/12/2020 18:00",4290
1,"31/12/2020 19:00",4218
1,"31/12/2020 20:00",4201
1,"31/12/2020 21:00",4100
1,"31/12/2020 22:00",4024
1,"31/12/2020 23:00",3991
1,"01/01/2021 00:00",3843
1,"01/01/2021 01:00",3748
1,"01/01/2021 02:01",3645
1,"01/01/2021 03:00",3634
1,"01/01/2021 04:00",3537
1,"01/01/2021 05:01",3611
1,"01/01/2021 06:00",3603
1,"01/01/2021 07:01",3366
1,"01/01/2021 08:00",3386
1,"01/01/2021 09:00",3370
1,"01/01/2021 10:01",3323
1,"01/01/2021 11:00",3340
1,"01/01/2021 12:00",3383
1,"01/01/2021 13:00",3388
1,"01/01/2021 14:00",3399
1,"01/01/2021 15:00",3475
1,"01/01/2021 16:00",3543
1,"01/01/2021 17:01",3477
1,"01/01/2021 18:00",3554
1,"01/01/2021 19:00",3556
1,"01/01/2021 20:01",3456
1,"01/01/2021 21:00",3553
1,"01/01/2021 22:00",3538
1,"01/01/2021 23:01",3485
1,"02/01/2021 00:00",3626
1,"02/01/2021 01:00",3557
1,"02/01/2021 02:01",3476
1,"02/01/2021 03:00",3464
1,"02/01/2021 04:00",3423
1,"02/01/2021 05:01",3483
1,"02/01/2021 06:00",3349
1,"02/01/2021 07:00",3312
1,"02/01/2021 08:01",3248
1,"02/01/2021 09:00",3314
1,"02/01/2021 10:00",3330
1,"02/01/2021 11:01",3328
1,"02/01/2021 12:00",3487
1,"02/01/2021 13:00",3657
1,"02/01/2021 14:01",3773
1,"02/01/2021 15:01",3801
1,"02/01/2021 16:00",3912
1,"02/01/2021 17:01",3865
1,"02/01/2021 18:00",3924
1,"02/01/2021 19:00",3890
1,"02/01/2021 20:01",3815
1,"02/01/2021 21:00",3845
1,"02/01/2021 22:00",3841
1,"02/01/2021 23:01",3756
1,"03/01/2021 00:00",3797
1,"03/01/2021 01:00",3813
1,"03/01/2021 02:01",3663
1,"03/01/2021 03:00",3603
1,"03/01/2021 04:00",3539
1,"03/01/2021 05:01",3390
1,"03/01/2021 06:00",3443
1,"03/01/2021 07:00",3401
1,"03/01/2021 08:01",3236
1,"03/01/2021 09:00",3290
1,"03/01/2021 10:00",3294
1,"03/01/2021 11:01",3256
1,"03/01/2021 12:00",3431
1,"03/01/2021 13:00",3501
1,"03/01/2021 14:01",3505
1,"03/01/2021 15:00",3668
1,"03/01/2021 16:00",3720
1,"03/01/2021 17:01",3649
1,"03/01/2021 18:00",3717
1,"03/01/2021 19:00",3700
1,"03/01/2021 20:01",3615
1,"03/01/2021 21:00",3718
1,"03/01/2021 22:00",3672
1,"03/01/2021 23:01",3593
1,"04/01/2021 00:00",3684
1,"04/01/2021 01:00",3708
1,"04/01/2021 02:01",3592
1,"04/01/2021 03:00",3610
1,"04/01/2021 04:00",3534
1,"04/01/2021 05:01",3368
1,"04/01/2021 06:00",3436
1,"04/01/2021 07:00",3352
1,"04/01/2021 08:00",3417
1,"04/01/2021 09:00",3451
1,"04/01/2021 10:00",3457
1,"04/01/2021 11:00",3618
1,"04/01/2021 12:00",3853
1,"04/01/2021 13:00",4059
1,"04/01/2021 14:00",4171
1,"04/01/2021 15:00",4286
1,"04/01/2021 16:00",4396
1,"04/01/2021 17:01",4356
1,"04/01/2021 18:00",4392
1,"04/01/2021 19:00",4410
1,"04/01/2021 20:01",4357
1,"04/01/2021 21:00",4644
1,"04/01/2021 22:00",4448
1,"04/01/2021 23:01",4255
1,"05/01/2021 00:00",4239
1,"05/01/2021 01:00",4097
1,"05/01/2021 02:00",4032
1,"05/01/2021 03:00",3910
1,"05/01/2021 04:00",3793
1,"05/01/2021 05:00",3908
1,"05/01/2021 06:00",3773
1,"05/01/2021 07:00",3711
1,"05/01/2021 08:01",3695
1,"05/01/2021 09:00",3769
1,"05/01/2021 10:00",3753
1,"05/01/2021 11:01",3843
1,"05/01/2021 12:00",4059
1,"05/01/2021 13:00",4263
1,"05/01/2021 14:01",4369
1,"05/01/2021 15:00",4571
1,"05/01/2021 16:00",4639
1,"05/01/2021 17:01",4539
1,"05/01/2021 18:00",4605
1,"05/01/2021 19:00",4600
1,"05/01/2021 20:01",4784
1,"05/01/2021 21:00",4816
1,"05/01/2021 22:00",4667
1,"05/01/2021 23:00",4499
