INSTANCE,SQLID,DATETIME,BUFFERGETS,SQLRANK
1,"92z70vraqxtvc","27/09/2021 00:00",428212686,6
1,"b8qkss3pzw8cq","27/09/2021 00:00",417128410,7
1,"bpxhquwnjmnz6","27/09/2021 00:00",315323191,8
1,"0vjr8su4k8t0b","27/09/2021 00:00",160833443,9
1,"fubwa2hzv4527","27/09/2021 00:00",147567417,10
1,"83duzmcmjhs6b","27/09/2021 01:00",500319207,1
2,"83duzmcmjhs6b","27/09/2021 01:00",495677240,2
1,"92z70vraqxtvc","27/09/2021 01:00",460567188,3
1,"b8qkss3pzw8cq","27/09/2021 01:00",417283909,4
1,"cyz0vzwjtgbr8","27/09/2021 01:00",395418923,5
1,"bpxhquwnjmnz6","27/09/2021 01:00",241197480,6
1,"0vjr8su4k8t0b","27/09/2021 01:00",155424434,7
1,"fubwa2hzv4527","27/09/2021 01:00",154585374,8
2,"0vjr8su4k8t0b","27/09/2021 01:00",149270974,9
2,"fubwa2hzv4527","27/09/2021 01:00",141941048,10
2,"92z70vraqxtvc","27/09/2021 02:00",844589191,1
1,"cyz0vzwjtgbr8","27/09/2021 02:00",826537828,2
2,"bpxhquwnjmnz6","27/09/2021 02:00",633202820,3
1,"83duzmcmjhs6b","27/09/2021 02:00",594142979,4
2,"83duzmcmjhs6b","27/09/2021 02:00",574519346,5
2,"b8qkss3pzw8cq","27/09/2021 02:00",417561602,6
1,"92z70vraqxtvc","27/09/2021 02:00",313039629,7
1,"bpxhquwnjmnz6","27/09/2021 02:00",201055387,8
1,"fubwa2hzv4527","27/09/2021 02:00",161166489,9
1,"0vjr8su4k8t0b","27/09/2021 02:00",160629216,10
2,"83duzmcmjhs6b","27/09/2021 03:00",871341330,1
1,"83duzmcmjhs6b","27/09/2021 03:00",859818697,2
1,"cyz0vzwjtgbr8","27/09/2021 03:00",730572752,3
2,"92z70vraqxtvc","27/09/2021 03:00",665463975,4
2,"bpxhquwnjmnz6","27/09/2021 03:00",488972885,5
1,"92z70vraqxtvc","27/09/2021 03:00",472473019,6
2,"b8qkss3pzw8cq","27/09/2021 03:00",416977624,7
1,"bpxhquwnjmnz6","27/09/2021 03:00",301400075,8
2,"fubwa2hzv4527","27/09/2021 03:00",142453652,9
1,"fubwa2hzv4527","27/09/2021 03:00",132720767,10
2,"83duzmcmjhs6b","27/09/2021 04:00",745703980,1
1,"83duzmcmjhs6b","27/09/2021 04:00",738554490,2
1,"92z70vraqxtvc","27/09/2021 04:00",595199835,3
2,"92z70vraqxtvc","27/09/2021 04:00",549974910,4
1,"cyz0vzwjtgbr8","27/09/2021 04:00",482286750,5
1,"b8qkss3pzw8cq","27/09/2021 04:00",416722523,6
2,"bpxhquwnjmnz6","27/09/2021 04:00",397661829,7
1,"bpxhquwnjmnz6","27/09/2021 04:00",385124230,8
1,"0vjr8su4k8t0b","27/09/2021 04:00",158148268,9
2,"fubwa2hzv4527","27/09/2021 04:00",151003410,10
1,"cyz0vzwjtgbr8","27/09/2021 05:00",848357863,1
2,"83duzmcmjhs6b","27/09/2021 05:00",683156647,2
1,"83duzmcmjhs6b","27/09/2021 05:00",674804072,3
1,"92z70vraqxtvc","27/09/2021 05:00",645849109,4
2,"92z70vraqxtvc","27/09/2021 05:00",505320018,5
1,"bpxhquwnjmnz6","27/09/2021 05:00",470741046,6
1,"b8qkss3pzw8cq","27/09/2021 05:00",417058476,7
2,"bpxhquwnjmnz6","27/09/2021 05:00",336637867,8
1,"0vjr8su4k8t0b","27/09/2021 05:00",160990419,9
2,"fubwa2hzv4527","27/09/2021 05:00",157075973,10
1,"bpxhquwnjmnz6","27/09/2021 06:00",606677512,1
1,"cyz0vzwjtgbr8","27/09/2021 06:00",602567819,2
2,"b8qkss3pzw8cq","27/09/2021 06:00",417648408,3
2,"92z70vraqxtvc","27/09/2021 06:00",370998783,4
2,"bpxhquwnjmnz6","27/09/2021 06:00",234927255,5
2,"6f26u1rhyq22n","27/09/2021 06:00",210215896,6
1,"0vjr8su4k8t0b","27/09/2021 06:00",158833804,7
2,"fubwa2hzv4527","27/09/2021 06:00",151758341,8
1,"fubwa2hzv4527","27/09/2021 06:00",150122088,9
2,"0vjr8su4k8t0b","27/09/2021 06:00",148693011,10
1,"cyz0vzwjtgbr8","27/09/2021 07:00",729475812,1
1,"92z70vraqxtvc","27/09/2021 07:00",645730282,2
1,"83duzmcmjhs6b","27/09/2021 07:00",573529466,3
2,"83duzmcmjhs6b","27/09/2021 07:00",569044385,4
2,"92z70vraqxtvc","27/09/2021 07:00",492610102,5
2,"b8qkss3pzw8cq","27/09/2021 07:00",417043526,6
2,"bpxhquwnjmnz6","27/09/2021 07:00",379541901,7
1,"bpxhquwnjmnz6","27/09/2021 07:00",366154050,8
1,"0vjr8su4k8t0b","27/09/2021 07:00",154740603,9
2,"0vjr8su4k8t0b","27/09/2021 07:00",148486875,10
1,"cyz0vzwjtgbr8","27/09/2021 08:00",733936682,1
2,"bpxhquwnjmnz6","27/09/2021 08:00",543454927,2
1,"83duzmcmjhs6b","27/09/2021 08:00",510059951,3
2,"83duzmcmjhs6b","27/09/2021 08:00",504459911,4
1,"b8qkss3pzw8cq","27/09/2021 08:00",417692296,5
1,"71m1haj3zpw6m","27/09/2021 08:00",417016730,6
1,"92z70vraqxtvc","27/09/2021 08:00",409443840,7
1,"bpxhquwnjmnz6","27/09/2021 08:00",303574727,8
1,"0vjr8su4k8t0b","27/09/2021 08:00",155095986,9
2,"0vjr8su4k8t0b","27/09/2021 08:00",144739263,10
1,"83duzmcmjhs6b","27/09/2021 09:00",630219620,1
2,"92z70vraqxtvc","27/09/2021 09:00",626977558,2
2,"83duzmcmjhs6b","27/09/2021 09:00",622228481,3
1,"92z70vraqxtvc","27/09/2021 09:00",512022137,4
1,"cyz0vzwjtgbr8","27/09/2021 09:00",443701310,5
1,"b8qkss3pzw8cq","27/09/2021 09:00",417258651,6
1,"bpxhquwnjmnz6","27/09/2021 09:00",374899226,7
2,"bpxhquwnjmnz6","27/09/2021 09:00",370400147,8
2,"fubwa2hzv4527","27/09/2021 09:00",169756605,9
1,"fubwa2hzv4527","27/09/2021 09:00",168529464,10
1,"92z70vraqxtvc","27/09/2021 10:00",620326433,1
1,"cyz0vzwjtgbr8","27/09/2021 10:00",530733373,2
2,"92z70vraqxtvc","27/09/2021 10:00",530658745,3
1,"83duzmcmjhs6b","27/09/2021 10:00",511011277,4
2,"83duzmcmjhs6b","27/09/2021 10:00",504593120,5
2,"bpxhquwnjmnz6","27/09/2021 10:00",473239230,6
2,"b8qkss3pzw8cq","27/09/2021 10:00",417256634,7
1,"bpxhquwnjmnz6","27/09/2021 10:00",365241562,8
2,"fubwa2hzv4527","27/09/2021 10:00",197572117,9
1,"fubwa2hzv4527","27/09/2021 10:00",189800135,10
2,"44ptburrzh90b","27/09/2021 11:00",1259087308,1
1,"44ptburrzh90b","27/09/2021 11:00",1192650012,2
2,"92z70vraqxtvc","27/09/2021 11:00",657954040,3
1,"83duzmcmjhs6b","27/09/2021 11:00",542792026,4
2,"83duzmcmjhs6b","27/09/2021 11:00",526460563,5
1,"cyz0vzwjtgbr8","27/09/2021 11:00",483586071,6
1,"92z70vraqxtvc","27/09/2021 11:00",473620102,7
1,"b8qkss3pzw8cq","27/09/2021 11:00",417524331,8
2,"bpxhquwnjmnz6","27/09/2021 11:00",358875256,9
2,"fubwa2hzv4527","27/09/2021 11:00",184658145,10
1,"cyz0vzwjtgbr8","27/09/2021 12:00",734655255,1
2,"92z70vraqxtvc","27/09/2021 12:00",633345613,2
1,"44ptburrzh90b","27/09/2021 12:00",544509700,3
1,"83duzmcmjhs6b","27/09/2021 12:00",528541045,4
1,"92z70vraqxtvc","27/09/2021 12:00",518143695,5
2,"83duzmcmjhs6b","27/09/2021 12:00",510047869,6
2,"44ptburrzh90b","27/09/2021 12:00",509065148,7
2,"b8qkss3pzw8cq","27/09/2021 12:00",417561961,8
1,"bpxhquwnjmnz6","27/09/2021 12:00",322504853,9
2,"fubwa2hzv4527","27/09/2021 12:00",185721067,10
2,"44ptburrzh90b","27/09/2021 13:00",1240930017,1
1,"83duzmcmjhs6b","27/09/2021 13:00",730122270,2
2,"92z70vraqxtvc","27/09/2021 13:00",613926021,3
1,"cyz0vzwjtgbr8","27/09/2021 13:00",507669759,4
2,"bpxhquwnjmnz6","27/09/2021 13:00",423866065,5
2,"b8qkss3pzw8cq","27/09/2021 13:00",417738252,6
1,"bpxhquwnjmnz6","27/09/2021 13:00",412977392,7
2,"83duzmcmjhs6b","27/09/2021 13:00",343065119,8
1,"fubwa2hzv4527","27/09/2021 13:00",263020455,9
1,"bq83hhrs0n6ju","27/09/2021 13:00",129979765,10
1,"44ptburrzh90b","27/09/2021 14:00",1816837024,1
1,"cyz0vzwjtgbr8","27/09/2021 14:00",736752056,2
2,"92z70vraqxtvc","27/09/2021 14:00",639707038,3
1,"92z70vraqxtvc","27/09/2021 14:00",505470863,4
2,"bpxhquwnjmnz6","27/09/2021 14:00",493534366,5
2,"b8qkss3pzw8cq","27/09/2021 14:00",433584218,6
2,"83duzmcmjhs6b","27/09/2021 14:00",330844167,7
1,"bpxhquwnjmnz6","27/09/2021 14:00",295551843,8
1,"fubwa2hzv4527","27/09/2021 14:00",295467343,9
2,"fubwa2hzv4527","27/09/2021 14:00",152167357,10
1,"cyz0vzwjtgbr8","27/09/2021 15:00",740642289,1
1,"83duzmcmjhs6b","27/09/2021 15:00",504325922,2
1,"fubwa2hzv4527","27/09/2021 15:00",473509831,3
2,"bpxhquwnjmnz6","27/09/2021 15:00",422852909,4
1,"92z70vraqxtvc","27/09/2021 15:00",390428568,5
1,"bq83hhrs0n6ju","27/09/2021 15:00",312097999,6
1,"60crdf74q2ygw","27/09/2021 15:00",310546066,7
1,"44ptburrzh90b","27/09/2021 15:00",288206913,8
2,"b8qkss3pzw8cq","27/09/2021 15:00",285463375,9
1,"bpxhquwnjmnz6","27/09/2021 15:00",279208193,10
2,"92z70vraqxtvc","27/09/2021 16:00",895688691,1
1,"83duzmcmjhs6b","27/09/2021 16:00",628608775,2
1,"fubwa2hzv4527","27/09/2021 16:00",522971184,3
2,"bpxhquwnjmnz6","27/09/2021 16:00",492582811,4
1,"44ptburrzh90b","27/09/2021 16:00",472812058,5
1,"b8qkss3pzw8cq","27/09/2021 16:00",434097075,6
1,"bq83hhrs0n6ju","27/09/2021 16:00",346415953,7
1,"60crdf74q2ygw","27/09/2021 16:00",343604311,8
2,"83duzmcmjhs6b","27/09/2021 16:00",321169739,9
1,"bpxhquwnjmnz6","27/09/2021 16:00",294161876,10
2,"92z70vraqxtvc","27/09/2021 17:00",606974625,1
1,"cyz0vzwjtgbr8","27/09/2021 17:00",477623474,2
1,"83duzmcmjhs6b","27/09/2021 17:00",440528482,3
1,"b8qkss3pzw8cq","27/09/2021 17:00",434014549,4
2,"bpxhquwnjmnz6","27/09/2021 17:00",413018191,5
1,"fubwa2hzv4527","27/09/2021 17:00",401632458,6
1,"bpxhquwnjmnz6","27/09/2021 17:00",373474459,7
1,"44ptburrzh90b","27/09/2021 17:00",305178563,8
2,"83duzmcmjhs6b","27/09/2021 17:00",233110807,9
2,"fubwa2hzv4527","27/09/2021 17:00",200511344,10
1,"92z70vraqxtvc","27/09/2021 18:00",812155267,1
1,"cyz0vzwjtgbr8","27/09/2021 18:00",560396893,2
1,"bpxhquwnjmnz6","27/09/2021 18:00",508313539,3
1,"b8qkss3pzw8cq","27/09/2021 18:00",433975697,4
1,"83duzmcmjhs6b","27/09/2021 18:00",433624394,5
1,"fubwa2hzv4527","27/09/2021 18:00",350481825,6
2,"bpxhquwnjmnz6","27/09/2021 18:00",301341052,7
1,"bq83hhrs0n6ju","27/09/2021 18:00",258807781,8
1,"60crdf74q2ygw","27/09/2021 18:00",256269587,9
1,"44ptburrzh90b","27/09/2021 18:00",256012172,10
1,"92z70vraqxtvc","27/09/2021 19:00",716548213,1
1,"bpxhquwnjmnz6","27/09/2021 19:00",465695397,2
2,"b8qkss3pzw8cq","27/09/2021 19:00",433575468,3
1,"83duzmcmjhs6b","27/09/2021 19:00",411996146,4
2,"bpxhquwnjmnz6","27/09/2021 19:00",372904753,5
1,"fubwa2hzv4527","27/09/2021 19:00",291752191,6
2,"83duzmcmjhs6b","27/09/2021 19:00",254736417,7
1,"44ptburrzh90b","27/09/2021 19:00",251077312,8
1,"cyz0vzwjtgbr8","27/09/2021 19:00",244180983,9
1,"bq83hhrs0n6ju","27/09/2021 19:00",219770283,10
1,"b8qkss3pzw8cq","27/09/2021 20:00",433643754,1
1,"bpxhquwnjmnz6","27/09/2021 20:00",408576228,2
2,"83duzmcmjhs6b","27/09/2021 20:00",382376865,3
1,"83duzmcmjhs6b","27/09/2021 20:00",374571445,4
1,"fubwa2hzv4527","27/09/2021 20:00",343402436,5
2,"fubwa2hzv4527","27/09/2021 20:00",339726384,6
2,"bpxhquwnjmnz6","27/09/2021 20:00",339223725,7
1,"cyz0vzwjtgbr8","27/09/2021 20:00",281395139,8
2,"44ptburrzh90b","27/09/2021 20:00",222840608,9
1,"bq83hhrs0n6ju","27/09/2021 20:00",208301202,10
2,"92z70vraqxtvc","27/09/2021 21:00",575253193,1
1,"cyz0vzwjtgbr8","27/09/2021 21:00",532286781,2
2,"bpxhquwnjmnz6","27/09/2021 21:00",467869869,3
2,"b8qkss3pzw8cq","27/09/2021 21:00",433682398,4
2,"fubwa2hzv4527","27/09/2021 21:00",399340458,5
1,"bpxhquwnjmnz6","27/09/2021 21:00",377658887,6
1,"fubwa2hzv4527","27/09/2021 21:00",354409839,7
2,"83duzmcmjhs6b","27/09/2021 21:00",339514569,8
1,"83duzmcmjhs6b","27/09/2021 21:00",327595487,9
1,"bq83hhrs0n6ju","27/09/2021 21:00",263018171,10
2,"92z70vraqxtvc","27/09/2021 22:00",588310744,1
1,"92z70vraqxtvc","27/09/2021 22:00",544020566,2
1,"cyz0vzwjtgbr8","27/09/2021 22:00",390717470,3
2,"60crdf74q2ygw","27/09/2021 22:00",389806185,4
2,"bq83hhrs0n6ju","27/09/2021 22:00",389160846,5
1,"60crdf74q2ygw","27/09/2021 22:00",381537985,6
1,"bq83hhrs0n6ju","27/09/2021 22:00",380895051,7
1,"83duzmcmjhs6b","27/09/2021 22:00",374604654,8
2,"83duzmcmjhs6b","27/09/2021 22:00",366918542,9
2,"fubwa2hzv4527","27/09/2021 22:00",258520600,10
1,"cyz0vzwjtgbr8","27/09/2021 23:00",1190649309,1
1,"92z70vraqxtvc","27/09/2021 23:00",537614654,2
2,"b8qkss3pzw8cq","27/09/2021 23:00",434398658,3
2,"bpxhquwnjmnz6","27/09/2021 23:00",428315855,4
2,"cb5vgtz0hwc57","27/09/2021 23:00",402086656,5
1,"bpxhquwnjmnz6","27/09/2021 23:00",399463115,6
2,"bq83hhrs0n6ju","27/09/2021 23:00",364586824,7
2,"60crdf74q2ygw","27/09/2021 23:00",354057503,8
1,"bq83hhrs0n6ju","27/09/2021 23:00",350016788,9
1,"60crdf74q2ygw","27/09/2021 23:00",344014442,10
1,"cyz0vzwjtgbr8","28/09/2021 00:00",804375211,1
2,"92z70vraqxtvc","28/09/2021 00:00",576009771,2
1,"b8qkss3pzw8cq","28/09/2021 00:00",434153510,3
2,"bpxhquwnjmnz6","28/09/2021 00:00",433605140,4
2,"bq83hhrs0n6ju","28/09/2021 00:00",424674738,5
2,"60crdf74q2ygw","28/09/2021 00:00",417283158,6
1,"bq83hhrs0n6ju","28/09/2021 00:00",414487853,7
1,"60crdf74q2ygw","28/09/2021 00:00",407122947,8
1,"83duzmcmjhs6b","28/09/2021 00:00",372664284,9
2,"83duzmcmjhs6b","28/09/2021 00:00",371654485,10
1,"92z70vraqxtvc","28/09/2021 01:00",761574832,1
1,"bpxhquwnjmnz6","28/09/2021 01:00",466000869,2
2,"83duzmcmjhs6b","28/09/2021 01:00",354593711,3
2,"bpxhquwnjmnz6","28/09/2021 01:00",343755747,4
1,"83duzmcmjhs6b","28/09/2021 01:00",337353811,5
1,"0vjr8su4k8t0b","28/09/2021 01:00",193581841,6
1,"fubwa2hzv4527","28/09/2021 01:00",185849857,7
2,"60crdf74q2ygw","28/09/2021 01:00",176648825,8
2,"bq83hhrs0n6ju","28/09/2021 01:00",176272902,9
1,"bq83hhrs0n6ju","28/09/2021 01:00",173411496,10
1,"cyz0vzwjtgbr8","28/09/2021 02:00",1069251145,1
2,"92z70vraqxtvc","28/09/2021 02:00",640003170,2
2,"bpxhquwnjmnz6","28/09/2021 02:00",604379753,3
1,"92z70vraqxtvc","28/09/2021 02:00",512023290,4
2,"83duzmcmjhs6b","28/09/2021 02:00",489682195,5
1,"83duzmcmjhs6b","28/09/2021 02:00",475737122,6
1,"b8qkss3pzw8cq","28/09/2021 02:00",434788962,7
1,"bpxhquwnjmnz6","28/09/2021 02:00",240729395,8
1,"0vjr8su4k8t0b","28/09/2021 02:00",226321532,9
2,"fubwa2hzv4527","28/09/2021 02:00",201331908,10
2,"92z70vraqxtvc","28/09/2021 03:00",805231642,1
2,"83duzmcmjhs6b","28/09/2021 03:00",755594468,2
1,"83duzmcmjhs6b","28/09/2021 03:00",738184336,3
1,"cyz0vzwjtgbr8","28/09/2021 03:00",590554734,4
2,"bpxhquwnjmnz6","28/09/2021 03:00",526417654,5
1,"b8qkss3pzw8cq","28/09/2021 03:00",434404038,6
2,"bq83hhrs0n6ju","28/09/2021 03:00",366904816,7
2,"60crdf74q2ygw","28/09/2021 03:00",357250784,8
1,"bq83hhrs0n6ju","28/09/2021 03:00",350211210,9
1,"60crdf74q2ygw","28/09/2021 03:00",341951848,10
2,"92z70vraqxtvc","28/09/2021 04:00",709802793,1
2,"83duzmcmjhs6b","28/09/2021 04:00",611422024,2
1,"83duzmcmjhs6b","28/09/2021 04:00",608558193,3
2,"bpxhquwnjmnz6","28/09/2021 04:00",460777113,4
1,"92z70vraqxtvc","28/09/2021 04:00",441341594,5
2,"b8qkss3pzw8cq","28/09/2021 04:00",433993054,6
1,"bpxhquwnjmnz6","28/09/2021 04:00",311647268,7
1,"cyz0vzwjtgbr8","28/09/2021 04:00",236076814,8
1,"0vjr8su4k8t0b","28/09/2021 04:00",222472819,9
1,"bq83hhrs0n6ju","28/09/2021 04:00",208569134,10
1,"cyz0vzwjtgbr8","28/09/2021 05:00",842369655,1
2,"92z70vraqxtvc","28/09/2021 05:00",709587265,2
2,"83duzmcmjhs6b","28/09/2021 05:00",561789831,3
1,"83duzmcmjhs6b","28/09/2021 05:00",557514032,4
2,"bpxhquwnjmnz6","28/09/2021 05:00",557250205,5
1,"b8qkss3pzw8cq","28/09/2021 05:00",434841545,6
1,"bpxhquwnjmnz6","28/09/2021 05:00",255499773,7
2,"bq83hhrs0n6ju","28/09/2021 05:00",254770407,8
1,"bq83hhrs0n6ju","28/09/2021 05:00",252074111,9
2,"60crdf74q2ygw","28/09/2021 05:00",242744604,10
1,"92z70vraqxtvc","28/09/2021 06:00",678214061,1
1,"cyz0vzwjtgbr8","28/09/2021 06:00",553510418,2
2,"83duzmcmjhs6b","28/09/2021 06:00",524624475,3
1,"83duzmcmjhs6b","28/09/2021 06:00",521792935,4
1,"bpxhquwnjmnz6","28/09/2021 06:00",451793379,5
1,"b8qkss3pzw8cq","28/09/2021 06:00",434478487,6
2,"bpxhquwnjmnz6","28/09/2021 06:00",311433458,7
1,"0vjr8su4k8t0b","28/09/2021 06:00",201344413,8
1,"0s4tuzkcn5v3p","28/09/2021 06:00",177987090,9
2,"0s4tuzkcn5v3p","28/09/2021 06:00",171918450,10
1,"92z70vraqxtvc","28/09/2021 07:00",818673098,1
1,"bpxhquwnjmnz6","28/09/2021 07:00",500341243,2
1,"b8qkss3pzw8cq","28/09/2021 07:00",434740024,3
2,"83duzmcmjhs6b","28/09/2021 07:00",414092760,4
1,"83duzmcmjhs6b","28/09/2021 07:00",414042668,5
2,"bpxhquwnjmnz6","28/09/2021 07:00",325269806,6
2,"bq83hhrs0n6ju","28/09/2021 07:00",302827510,7
2,"60crdf74q2ygw","28/09/2021 07:00",299176418,8
1,"bq83hhrs0n6ju","28/09/2021 07:00",288530503,9
1,"60crdf74q2ygw","28/09/2021 07:00",284167705,10
2,"92z70vraqxtvc","28/09/2021 08:00",658482598,1
1,"cyz0vzwjtgbr8","28/09/2021 08:00",564712370,2
1,"92z70vraqxtvc","28/09/2021 08:00",492814778,3
1,"b8qkss3pzw8cq","28/09/2021 08:00",434758224,4
1,"83duzmcmjhs6b","28/09/2021 08:00",396332235,5
2,"83duzmcmjhs6b","28/09/2021 08:00",392233694,6
1,"bpxhquwnjmnz6","28/09/2021 08:00",334117180,7
2,"bq83hhrs0n6ju","28/09/2021 08:00",185871849,8
2,"60crdf74q2ygw","28/09/2021 08:00",181776144,9
1,"fubwa2hzv4527","28/09/2021 08:00",171589029,10
1,"cyz0vzwjtgbr8","28/09/2021 09:00",1090733516,1
2,"92z70vraqxtvc","28/09/2021 09:00",735980009,2
1,"83duzmcmjhs6b","28/09/2021 09:00",588383603,3
2,"bpxhquwnjmnz6","28/09/2021 09:00",534110117,4
1,"b8qkss3pzw8cq","28/09/2021 09:00",434339771,5
1,"92z70vraqxtvc","28/09/2021 09:00",396846010,6
2,"bq83hhrs0n6ju","28/09/2021 09:00",247218007,7
2,"60crdf74q2ygw","28/09/2021 09:00",233475870,8
1,"bq83hhrs0n6ju","28/09/2021 09:00",229757955,9
1,"bpxhquwnjmnz6","28/09/2021 09:00",221271169,10
1,"cyz0vzwjtgbr8","28/09/2021 10:00",862756144,1
2,"92z70vraqxtvc","28/09/2021 10:00",704011558,2
2,"bpxhquwnjmnz6","28/09/2021 10:00",555775812,3
1,"92z70vraqxtvc","28/09/2021 10:00",441614755,4
2,"b8qkss3pzw8cq","28/09/2021 10:00",434402343,5
2,"83duzmcmjhs6b","28/09/2021 10:00",395584993,6
1,"bpxhquwnjmnz6","28/09/2021 10:00",275958636,7
2,"fubwa2hzv4527","28/09/2021 10:00",228143986,8
1,"44ptburrzh90b","28/09/2021 10:00",204540078,9
1,"0vjr8su4k8t0b","28/09/2021 10:00",203696508,10
2,"92z70vraqxtvc","28/09/2021 11:00",684031566,1
2,"bpxhquwnjmnz6","28/09/2021 11:00",454857650,2
2,"b8qkss3pzw8cq","28/09/2021 11:00",434244713,3
2,"83duzmcmjhs6b","28/09/2021 11:00",303866915,4
1,"83duzmcmjhs6b","28/09/2021 11:00",282466897,5
1,"cyz0vzwjtgbr8","28/09/2021 11:00",262499843,6
2,"fubwa2hzv4527","28/09/2021 11:00",216675240,7
1,"fubwa2hzv4527","28/09/2021 11:00",211720496,8
1,"0vjr8su4k8t0b","28/09/2021 11:00",200232863,9
1,"88s4u3ggr8x7r","28/09/2021 11:00",187059151,10
2,"cyz0vzwjtgbr8","28/09/2021 12:00",687063153,1
2,"bpxhquwnjmnz6","28/09/2021 12:00",585375538,2
1,"b8qkss3pzw8cq","28/09/2021 12:00",434674563,3
1,"83duzmcmjhs6b","28/09/2021 12:00",352074545,4
2,"83duzmcmjhs6b","28/09/2021 12:00",350984617,5
1,"cyz0vzwjtgbr8","28/09/2021 12:00",333149537,6
1,"34tfr5713cggd","28/09/2021 12:00",284305219,7
1,"bpxhquwnjmnz6","28/09/2021 12:00",231660464,8
1,"0vjr8su4k8t0b","28/09/2021 12:00",201821836,9
1,"88s4u3ggr8x7r","28/09/2021 12:00",185710117,10
2,"cyz0vzwjtgbr8","28/09/2021 13:00",736414536,1
2,"92z70vraqxtvc","28/09/2021 13:00",659207070,2
1,"cyz0vzwjtgbr8","28/09/2021 13:00",508995583,3
2,"bpxhquwnjmnz6","28/09/2021 13:00",476074999,4
1,"92z70vraqxtvc","28/09/2021 13:00",473169127,5
1,"b8qkss3pzw8cq","28/09/2021 13:00",434438193,6
1,"bpxhquwnjmnz6","28/09/2021 13:00",298608906,7
2,"83duzmcmjhs6b","28/09/2021 13:00",278733764,8
1,"83duzmcmjhs6b","28/09/2021 13:00",264682390,9
2,"44ptburrzh90b","28/09/2021 13:00",225871825,10
1,"cyz0vzwjtgbr8","28/09/2021 14:00",1143134315,1
2,"92z70vraqxtvc","28/09/2021 14:00",524281237,2
2,"bpxhquwnjmnz6","28/09/2021 14:00",477444508,3
2,"b8qkss3pzw8cq","28/09/2021 14:00",434531472,4
1,"bpxhquwnjmnz6","28/09/2021 14:00",320088143,5
2,"83duzmcmjhs6b","28/09/2021 14:00",316843840,6
1,"83duzmcmjhs6b","28/09/2021 14:00",305888916,7
1,"fubwa2hzv4527","28/09/2021 14:00",282391780,8
2,"44ptburrzh90b","28/09/2021 14:00",266258110,9
1,"44ptburrzh90b","28/09/2021 14:00",246771072,10
2,"cyz0vzwjtgbr8","28/09/2021 15:00",762845175,1
2,"92z70vraqxtvc","28/09/2021 15:00",728014217,2
2,"bpxhquwnjmnz6","28/09/2021 15:00",513070206,3
2,"b8qkss3pzw8cq","28/09/2021 15:00",435340811,4
1,"bq83hhrs0n6ju","28/09/2021 15:00",375377103,5
1,"60crdf74q2ygw","28/09/2021 15:00",359175849,6
2,"bq83hhrs0n6ju","28/09/2021 15:00",358729889,7
1,"cyz0vzwjtgbr8","28/09/2021 15:00",347324798,8
2,"60crdf74q2ygw","28/09/2021 15:00",344685207,9
2,"83duzmcmjhs6b","28/09/2021 15:00",322716967,10
2,"cyz0vzwjtgbr8","28/09/2021 16:00",610158092,1
1,"92z70vraqxtvc","28/09/2021 16:00",601611512,2
1,"cyz0vzwjtgbr8","28/09/2021 16:00",571570859,3
2,"b8qkss3pzw8cq","28/09/2021 16:00",435105200,4
2,"83duzmcmjhs6b","28/09/2021 16:00",402179462,5
1,"bq83hhrs0n6ju","28/09/2021 16:00",391361174,6
2,"bq83hhrs0n6ju","28/09/2021 16:00",391044118,7
1,"60crdf74q2ygw","28/09/2021 16:00",379245734,8
2,"60crdf74q2ygw","28/09/2021 16:00",378354940,9
1,"83duzmcmjhs6b","28/09/2021 16:00",371189553,10
1,"cyz0vzwjtgbr8","28/09/2021 17:00",707845298,1
1,"bpxhquwnjmnz6","28/09/2021 17:00",464899552,2
1,"b8qkss3pzw8cq","28/09/2021 17:00",434619983,3
1,"fubwa2hzv4527","28/09/2021 17:00",411157068,4
2,"cyz0vzwjtgbr8","28/09/2021 17:00",341953158,5
2,"fubwa2hzv4527","28/09/2021 17:00",322679515,6
2,"bpxhquwnjmnz6","28/09/2021 17:00",320317248,7
1,"bq83hhrs0n6ju","28/09/2021 17:00",299590630,8
1,"60crdf74q2ygw","28/09/2021 17:00",297364786,9
2,"caam5fd7800n4","28/09/2021 17:00",272479691,10
1,"cyz0vzwjtgbr8","28/09/2021 18:00",723949655,1
2,"cyz0vzwjtgbr8","28/09/2021 18:00",502659806,2
1,"83duzmcmjhs6b","28/09/2021 18:00",455276744,3
2,"bpxhquwnjmnz6","28/09/2021 18:00",447979768,4
2,"b8qkss3pzw8cq","28/09/2021 18:00",435746995,5
1,"bpxhquwnjmnz6","28/09/2021 18:00",370802750,6
1,"fubwa2hzv4527","28/09/2021 18:00",315732857,7
2,"83duzmcmjhs6b","28/09/2021 18:00",298944431,8
1,"44ptburrzh90b","28/09/2021 18:00",237295175,9
2,"fubwa2hzv4527","28/09/2021 18:00",219963267,10
2,"cyz0vzwjtgbr8","28/09/2021 19:00",843104745,1
2,"92z70vraqxtvc","28/09/2021 19:00",767811078,2
2,"bpxhquwnjmnz6","28/09/2021 19:00",526137440,3
2,"b8qkss3pzw8cq","28/09/2021 19:00",435203263,4
1,"83duzmcmjhs6b","28/09/2021 19:00",375735729,5
1,"60crdf74q2ygw","28/09/2021 19:00",372376041,6
1,"cyz0vzwjtgbr8","28/09/2021 19:00",284119851,7
