INSTANCE,SQLID,DATETIME,BUFFERGETS,SQLRANK
2,"fubwa2hzv4527","17/10/2021 05:00",183452237,6
1,"fubwa2hzv4527","17/10/2021 05:00",167194458,7
2,"2mmbnawnjdmsh","17/10/2021 05:00",110860960,8
2,"9t27t0v2rw9g8","17/10/2021 05:00",104214242,9
1,"2mmbnawnjdmsh","17/10/2021 05:00",101975668,10
2,"0s4tuzkcn5v3p","17/10/2021 06:00",1217689791,1
1,"0s4tuzkcn5v3p","17/10/2021 06:00",892615161,2
1,"92z70vraqxtvc","17/10/2021 06:00",863184662,3
1,"bpxhquwnjmnz6","17/10/2021 06:00",585171106,4
2,"b8qkss3pzw8cq","17/10/2021 06:00",426288114,5
2,"bpxhquwnjmnz6","17/10/2021 06:00",258514781,6
2,"fubwa2hzv4527","17/10/2021 06:00",183874937,7
1,"fubwa2hzv4527","17/10/2021 06:00",158090218,8
1,"2mmbnawnjdmsh","17/10/2021 06:00",124630435,9
2,"2mmbnawnjdmsh","17/10/2021 06:00",114660763,10
2,"83duzmcmjhs6b","17/10/2021 07:00",1710806864,1
1,"83duzmcmjhs6b","17/10/2021 07:00",1405157293,2
2,"0s4tuzkcn5v3p","17/10/2021 07:00",1094623205,3
1,"92z70vraqxtvc","17/10/2021 07:00",594152871,4
2,"92z70vraqxtvc","17/10/2021 07:00",549946359,5
1,"bpxhquwnjmnz6","17/10/2021 07:00",443056880,6
2,"b8qkss3pzw8cq","17/10/2021 07:00",425836855,7
2,"bpxhquwnjmnz6","17/10/2021 07:00",345280481,8
2,"fubwa2hzv4527","17/10/2021 07:00",299448607,9
1,"fubwa2hzv4527","17/10/2021 07:00",267847871,10
1,"0s4tuzkcn5v3p","17/10/2021 08:00",863089108,1
2,"92z70vraqxtvc","17/10/2021 08:00",627033355,2
2,"83duzmcmjhs6b","17/10/2021 08:00",591409494,3
1,"92z70vraqxtvc","17/10/2021 08:00",511580818,4
1,"83duzmcmjhs6b","17/10/2021 08:00",510593766,5
2,"bpxhquwnjmnz6","17/10/2021 08:00",417983903,6
1,"bpxhquwnjmnz6","17/10/2021 08:00",394105119,7
2,"fubwa2hzv4527","17/10/2021 08:00",242121609,8
1,"fubwa2hzv4527","17/10/2021 08:00",193481587,9
1,"2mmbnawnjdmsh","17/10/2021 08:00",140996758,10
1,"0s4tuzkcn5v3p","17/10/2021 09:00",1113590865,1
2,"0s4tuzkcn5v3p","17/10/2021 09:00",1090607742,2
2,"92z70vraqxtvc","17/10/2021 09:00",454167154,3
2,"b8qkss3pzw8cq","17/10/2021 09:00",425839959,4
2,"bpxhquwnjmnz6","17/10/2021 09:00",399329728,5
1,"bpxhquwnjmnz6","17/10/2021 09:00",391722151,6
2,"fubwa2hzv4527","17/10/2021 09:00",162658897,7
1,"fubwa2hzv4527","17/10/2021 09:00",142608629,8
1,"2mmbnawnjdmsh","17/10/2021 09:00",133984159,9
2,"2mmbnawnjdmsh","17/10/2021 09:00",115975162,10
1,"0s4tuzkcn5v3p","17/10/2021 10:00",1444448128,1
2,"92z70vraqxtvc","17/10/2021 10:00",582174610,2
1,"92z70vraqxtvc","17/10/2021 10:00",575706956,3
2,"0s4tuzkcn5v3p","17/10/2021 10:00",470083367,4
1,"bpxhquwnjmnz6","17/10/2021 10:00",450572861,5
2,"bpxhquwnjmnz6","17/10/2021 10:00",403649308,6
2,"fubwa2hzv4527","17/10/2021 10:00",171412925,7
1,"fubwa2hzv4527","17/10/2021 10:00",141339128,8
2,"83duzmcmjhs6b","17/10/2021 10:00",136228629,9
1,"2mmbnawnjdmsh","17/10/2021 10:00",133800666,10
2,"83duzmcmjhs6b","17/10/2021 11:00",4294744005,1
1,"83duzmcmjhs6b","17/10/2021 11:00",3619506626,2
1,"92z70vraqxtvc","17/10/2021 11:00",492804401,3
2,"b8qkss3pzw8cq","17/10/2021 11:00",425581713,4
1,"bpxhquwnjmnz6","17/10/2021 11:00",409548775,5
2,"bpxhquwnjmnz6","17/10/2021 11:00",381608825,6
2,"6mcpb06rctk0x","17/10/2021 11:00",175933198,7
2,"fubwa2hzv4527","17/10/2021 11:00",169268400,8
1,"fubwa2hzv4527","17/10/2021 11:00",140295812,9
2,"4xn5k2whq6ru3","17/10/2021 11:00",93697768,10
1,"83duzmcmjhs6b","17/10/2021 12:00",1804860484,1
1,"0s4tuzkcn5v3p","17/10/2021 12:00",1665219036,2
2,"92z70vraqxtvc","17/10/2021 12:00",645928096,3
1,"92z70vraqxtvc","17/10/2021 12:00",498830777,4
2,"bpxhquwnjmnz6","17/10/2021 12:00",489838997,5
2,"fubwa2hzv4527","17/10/2021 12:00",166306205,6
2,"44ptburrzh90b","17/10/2021 12:00",160979656,7
1,"fubwa2hzv4527","17/10/2021 12:00",156573278,8
1,"44ptburrzh90b","17/10/2021 12:00",131373579,9
2,"4xn5k2whq6ru3","17/10/2021 12:00",96018340,10
2,"92z70vraqxtvc","17/10/2021 13:00",722941709,1
2,"83duzmcmjhs6b","17/10/2021 13:00",610341490,2
2,"bpxhquwnjmnz6","17/10/2021 13:00",493941935,3
2,"b8qkss3pzw8cq","17/10/2021 13:00",425908500,4
1,"92z70vraqxtvc","17/10/2021 13:00",422429303,5
1,"bpxhquwnjmnz6","17/10/2021 13:00",284131941,6
2,"44ptburrzh90b","17/10/2021 13:00",190534579,7
2,"fubwa2hzv4527","17/10/2021 13:00",183144043,8
1,"fubwa2hzv4527","17/10/2021 13:00",150225710,9
1,"44ptburrzh90b","17/10/2021 13:00",140435870,10
1,"83duzmcmjhs6b","17/10/2021 14:00",3302690343,1
1,"0s4tuzkcn5v3p","17/10/2021 14:00",1591511746,2
2,"92z70vraqxtvc","17/10/2021 14:00",684553282,3
2,"bpxhquwnjmnz6","17/10/2021 14:00",521147562,4
1,"92z70vraqxtvc","17/10/2021 14:00",460528547,5
1,"bpxhquwnjmnz6","17/10/2021 14:00",299795435,6
2,"fubwa2hzv4527","17/10/2021 14:00",168845229,7
1,"fubwa2hzv4527","17/10/2021 14:00",143454971,8
1,"2mmbnawnjdmsh","17/10/2021 14:00",132555920,9
2,"4xn5k2whq6ru3","17/10/2021 14:00",101537872,10
1,"83duzmcmjhs6b","17/10/2021 15:00",2648110348,1
1,"0s4tuzkcn5v3p","17/10/2021 15:00",1645870712,2
2,"92z70vraqxtvc","17/10/2021 15:00",626967482,3
1,"92z70vraqxtvc","17/10/2021 15:00",531196059,4
2,"bpxhquwnjmnz6","17/10/2021 15:00",455864815,5
1,"b8qkss3pzw8cq","17/10/2021 15:00",426352060,6
1,"bpxhquwnjmnz6","17/10/2021 15:00",406094766,7
2,"83duzmcmjhs6b","17/10/2021 15:00",176038994,8
2,"fubwa2hzv4527","17/10/2021 15:00",172653787,9
1,"fubwa2hzv4527","17/10/2021 15:00",150653136,10
2,"92z70vraqxtvc","17/10/2021 16:00",594761840,1
1,"92z70vraqxtvc","17/10/2021 16:00",536922342,2
1,"b8qkss3pzw8cq","17/10/2021 16:00",425627968,3
1,"bpxhquwnjmnz6","17/10/2021 16:00",407496914,4
2,"fubwa2hzv4527","17/10/2021 16:00",176090657,5
1,"fubwa2hzv4527","17/10/2021 16:00",162074499,6
2,"2mmbnawnjdmsh","17/10/2021 16:00",130821580,7
2,"83duzmcmjhs6b","17/10/2021 16:00",112915089,8
1,"2mmbnawnjdmsh","17/10/2021 16:00",105742159,9
2,"4xn5k2whq6ru3","17/10/2021 16:00",102842299,10
2,"83duzmcmjhs6b","17/10/2021 17:00",2065092621,1
1,"83duzmcmjhs6b","17/10/2021 17:00",1872957028,2
1,"0s4tuzkcn5v3p","17/10/2021 17:00",1607764123,3
2,"bpxhquwnjmnz6","17/10/2021 17:00",543074092,4
2,"b8qkss3pzw8cq","17/10/2021 17:00",426454285,5
1,"92z70vraqxtvc","17/10/2021 17:00",409438097,6
1,"bpxhquwnjmnz6","17/10/2021 17:00",311218799,7
2,"fubwa2hzv4527","17/10/2021 17:00",197197688,8
1,"fubwa2hzv4527","17/10/2021 17:00",158689128,9
2,"2mmbnawnjdmsh","17/10/2021 17:00",115499756,10
2,"83duzmcmjhs6b","17/10/2021 18:00",698227542,1
2,"92z70vraqxtvc","17/10/2021 18:00",575687812,2
1,"0s4tuzkcn5v3p","17/10/2021 18:00",457668893,3
2,"b8qkss3pzw8cq","17/10/2021 18:00",425699599,4
1,"bpxhquwnjmnz6","17/10/2021 18:00",400349117,5
2,"bpxhquwnjmnz6","17/10/2021 18:00",355970825,6
2,"fubwa2hzv4527","17/10/2021 18:00",182157674,7
1,"fubwa2hzv4527","17/10/2021 18:00",154457415,8
2,"2mmbnawnjdmsh","17/10/2021 18:00",129006540,9
1,"2mmbnawnjdmsh","17/10/2021 18:00",117407392,10
1,"83duzmcmjhs6b","17/10/2021 19:00",3306383517,1
2,"92z70vraqxtvc","17/10/2021 19:00",620162927,2
1,"92z70vraqxtvc","17/10/2021 19:00",537431612,3
1,"bpxhquwnjmnz6","17/10/2021 19:00",473709546,4
2,"b8qkss3pzw8cq","17/10/2021 19:00",426366908,5
2,"bpxhquwnjmnz6","17/10/2021 19:00",366956887,6
2,"fubwa2hzv4527","17/10/2021 19:00",175192797,7
2,"6mcpb06rctk0x","17/10/2021 19:00",160150574,8
2,"2mmbnawnjdmsh","17/10/2021 19:00",139230804,9
1,"fubwa2hzv4527","17/10/2021 19:00",132452525,10
1,"92z70vraqxtvc","17/10/2021 20:00",575710838,1
2,"92z70vraqxtvc","17/10/2021 20:00",575525304,2
2,"bpxhquwnjmnz6","17/10/2021 20:00",451708121,3
2,"b8qkss3pzw8cq","17/10/2021 20:00",425771142,4
1,"bpxhquwnjmnz6","17/10/2021 20:00",384903552,5
2,"44ptburrzh90b","17/10/2021 20:00",195425487,6
1,"fubwa2hzv4527","17/10/2021 20:00",165460135,7
2,"fubwa2hzv4527","17/10/2021 20:00",159112300,8
1,"44ptburrzh90b","17/10/2021 20:00",143898102,9
2,"2mmbnawnjdmsh","17/10/2021 20:00",121255721,10
2,"92z70vraqxtvc","17/10/2021 21:00",633463694,1
1,"92z70vraqxtvc","17/10/2021 21:00",499204548,2
2,"bpxhquwnjmnz6","17/10/2021 21:00",466943421,3
1,"bpxhquwnjmnz6","17/10/2021 21:00",291554330,4
2,"fubwa2hzv4527","17/10/2021 21:00",186618415,5
1,"fubwa2hzv4527","17/10/2021 21:00",154457425,6
1,"44ptburrzh90b","17/10/2021 21:00",114207633,7
2,"4xn5k2whq6ru3","17/10/2021 21:00",104944991,8
2,"44ptburrzh90b","17/10/2021 21:00",94253077,9
1,"4xn5k2whq6ru3","17/10/2021 21:00",93829560,10
2,"83duzmcmjhs6b","17/10/2021 22:00",2370802602,1
1,"83duzmcmjhs6b","17/10/2021 22:00",1948048575,2
1,"92z70vraqxtvc","17/10/2021 22:00",607987446,3
2,"92z70vraqxtvc","17/10/2021 22:00",550439161,4
1,"bpxhquwnjmnz6","17/10/2021 22:00",430155378,5
2,"b8qkss3pzw8cq","17/10/2021 22:00",426645574,6
2,"bpxhquwnjmnz6","17/10/2021 22:00",415112349,7
2,"fubwa2hzv4527","17/10/2021 22:00",182809874,8
1,"fubwa2hzv4527","17/10/2021 22:00",159401281,9
2,"2mmbnawnjdmsh","17/10/2021 22:00",125386277,10
1,"92z70vraqxtvc","17/10/2021 23:00",677956747,1
1,"83duzmcmjhs6b","17/10/2021 23:00",527747720,2
2,"92z70vraqxtvc","17/10/2021 23:00",460837103,3
2,"b8qkss3pzw8cq","17/10/2021 23:00",426047528,4
2,"bpxhquwnjmnz6","17/10/2021 23:00",268772801,5
2,"fubwa2hzv4527","17/10/2021 23:00",191070591,6
1,"fubwa2hzv4527","17/10/2021 23:00",157976977,7
2,"6mcpb06rctk0x","17/10/2021 23:00",151622746,8
2,"2mmbnawnjdmsh","17/10/2021 23:00",134649481,9
1,"2mmbnawnjdmsh","17/10/2021 23:00",108883679,10
2,"83duzmcmjhs6b","18/10/2021 00:00",3238765227,1
1,"83duzmcmjhs6b","18/10/2021 00:00",2841966681,2
1,"92z70vraqxtvc","18/10/2021 00:00",665576086,3
1,"bpxhquwnjmnz6","18/10/2021 00:00",490623906,4
2,"92z70vraqxtvc","18/10/2021 00:00",480050227,5
2,"b8qkss3pzw8cq","18/10/2021 00:00",425833628,6
2,"bpxhquwnjmnz6","18/10/2021 00:00",315461552,7
2,"fubwa2hzv4527","18/10/2021 00:00",179283805,8
2,"2mmbnawnjdmsh","18/10/2021 00:00",147320485,9
1,"fubwa2hzv4527","18/10/2021 00:00",146362415,10
2,"bpxhquwnjmnz6","18/10/2021 01:00",550261701,1
1,"bpxhquwnjmnz6","18/10/2021 01:00",253079018,2
2,"fubwa2hzv4527","18/10/2021 01:00",180411553,3
1,"fubwa2hzv4527","18/10/2021 01:00",145993995,4
2,"2mmbnawnjdmsh","18/10/2021 01:00",125326125,5
1,"2mmbnawnjdmsh","18/10/2021 01:00",122688135,6
2,"4xn5k2whq6ru3","18/10/2021 01:00",104858412,7
1,"4xn5k2whq6ru3","18/10/2021 01:00",93158610,8
1,"7sb2h044zpx3g","18/10/2021 01:00",88850857,9
2,"cnasrcd5w5m07","18/10/2021 01:00",79739570,10
1,"92z70vraqxtvc","18/10/2021 02:00",575370548,1
2,"92z70vraqxtvc","18/10/2021 02:00",563224466,2
1,"bpxhquwnjmnz6","18/10/2021 02:00",425000973,3
2,"83duzmcmjhs6b","18/10/2021 02:00",420569027,4
2,"fubwa2hzv4527","18/10/2021 02:00",175615967,5
1,"fubwa2hzv4527","18/10/2021 02:00",153611077,6
2,"2mmbnawnjdmsh","18/10/2021 02:00",114127974,7
1,"2mmbnawnjdmsh","18/10/2021 02:00",104166563,8
2,"4xn5k2whq6ru3","18/10/2021 02:00",102277403,9
1,"4xn5k2whq6ru3","18/10/2021 02:00",91135311,10
1,"83duzmcmjhs6b","18/10/2021 03:00",2934859582,1
2,"83duzmcmjhs6b","18/10/2021 03:00",996966962,2
1,"92z70vraqxtvc","18/10/2021 03:00",664585640,3
1,"bpxhquwnjmnz6","18/10/2021 03:00",509127435,4
2,"92z70vraqxtvc","18/10/2021 03:00",485923597,5
2,"b8qkss3pzw8cq","18/10/2021 03:00",426182969,6
2,"bpxhquwnjmnz6","18/10/2021 03:00",315052642,7
2,"fubwa2hzv4527","18/10/2021 03:00",187464754,8
1,"fubwa2hzv4527","18/10/2021 03:00",148312169,9
2,"2mmbnawnjdmsh","18/10/2021 03:00",104865814,10
2,"83duzmcmjhs6b","18/10/2021 04:00",1281108529,1
1,"83duzmcmjhs6b","18/10/2021 04:00",1128257547,2
1,"92z70vraqxtvc","18/10/2021 04:00",581911998,3
2,"92z70vraqxtvc","18/10/2021 04:00",569049605,4
1,"bpxhquwnjmnz6","18/10/2021 04:00",494215812,5
2,"bpxhquwnjmnz6","18/10/2021 04:00",362216447,6
2,"fubwa2hzv4527","18/10/2021 04:00",198895905,7
1,"fubwa2hzv4527","18/10/2021 04:00",159116637,8
2,"2mmbnawnjdmsh","18/10/2021 04:00",156662867,9
1,"2mmbnawnjdmsh","18/10/2021 04:00",138514804,10
1,"92z70vraqxtvc","18/10/2021 05:00",639389409,1
2,"92z70vraqxtvc","18/10/2021 05:00",491934912,2
1,"bpxhquwnjmnz6","18/10/2021 05:00",419888352,3
2,"bpxhquwnjmnz6","18/10/2021 05:00",325064888,4
2,"fubwa2hzv4527","18/10/2021 05:00",191280532,5
1,"fubwa2hzv4527","18/10/2021 05:00",156579192,6
2,"2mmbnawnjdmsh","18/10/2021 05:00",109772307,7
2,"9t27t0v2rw9g8","18/10/2021 05:00",107174455,8
2,"4xn5k2whq6ru3","18/10/2021 05:00",95629488,9
1,"2mmbnawnjdmsh","18/10/2021 05:00",92609610,10
1,"92z70vraqxtvc","18/10/2021 06:00",786613268,1
2,"83duzmcmjhs6b","18/10/2021 06:00",681186238,2
1,"bpxhquwnjmnz6","18/10/2021 06:00",663269650,3
2,"b8qkss3pzw8cq","18/10/2021 06:00",426061990,4
2,"92z70vraqxtvc","18/10/2021 06:00",377113363,5
2,"1zxx13zs5sm0t","18/10/2021 06:00",217495004,6
2,"bpxhquwnjmnz6","18/10/2021 06:00",198363138,7
2,"fubwa2hzv4527","18/10/2021 06:00",196781961,8
1,"fubwa2hzv4527","18/10/2021 06:00",178161734,9
2,"2mmbnawnjdmsh","18/10/2021 06:00",150315017,10
1,"92z70vraqxtvc","18/10/2021 07:00",626757533,1
2,"92z70vraqxtvc","18/10/2021 07:00",505231594,2
1,"bpxhquwnjmnz6","18/10/2021 07:00",387892238,3
2,"bpxhquwnjmnz6","18/10/2021 07:00",368294647,4
2,"fubwa2hzv4527","18/10/2021 07:00",185779103,5
1,"fubwa2hzv4527","18/10/2021 07:00",165889306,6
2,"2mmbnawnjdmsh","18/10/2021 07:00",136733002,7
1,"2mmbnawnjdmsh","18/10/2021 07:00",115581360,8
1,"7sb2h044zpx3g","18/10/2021 07:00",99350786,9
2,"83duzmcmjhs6b","18/10/2021 07:00",94359001,10
2,"92z70vraqxtvc","18/10/2021 08:00",544044779,1
2,"bpxhquwnjmnz6","18/10/2021 08:00",470524773,2
2,"71m1haj3zpw6m","18/10/2021 08:00",426047634,3
1,"bpxhquwnjmnz6","18/10/2021 08:00",372928078,4
1,"7sb2h044zpx3g","18/10/2021 08:00",337535327,5
2,"fubwa2hzv4527","18/10/2021 08:00",181970469,6
2,"2mmbnawnjdmsh","18/10/2021 08:00",154518685,7
1,"2mmbnawnjdmsh","18/10/2021 08:00",153385142,8
1,"fubwa2hzv4527","18/10/2021 08:00",148610227,9
2,"4xn5k2whq6ru3","18/10/2021 08:00",84706368,10
2,"83duzmcmjhs6b","18/10/2021 09:00",738887469,1
1,"92z70vraqxtvc","18/10/2021 09:00",703973509,2
1,"83duzmcmjhs6b","18/10/2021 09:00",640550082,3
1,"7sb2h044zpx3g","18/10/2021 09:00",577815934,4
2,"bpxhquwnjmnz6","18/10/2021 09:00",404909296,5
1,"2mmbnawnjdmsh","18/10/2021 09:00",300992570,6
2,"44ptburrzh90b","18/10/2021 09:00",203743357,7
2,"fubwa2hzv4527","18/10/2021 09:00",190434154,8
1,"44ptburrzh90b","18/10/2021 09:00",178320948,9
1,"fubwa2hzv4527","18/10/2021 09:00",155309631,10
2,"83duzmcmjhs6b","18/10/2021 10:00",2479231788,1
1,"83duzmcmjhs6b","18/10/2021 10:00",2093462728,2
1,"92z70vraqxtvc","18/10/2021 10:00",620543985,3
2,"92z70vraqxtvc","18/10/2021 10:00",511121209,4
2,"b8qkss3pzw8cq","18/10/2021 10:00",425935368,5
1,"bpxhquwnjmnz6","18/10/2021 10:00",397702884,6
2,"bpxhquwnjmnz6","18/10/2021 10:00",360782201,7
2,"44ptburrzh90b","18/10/2021 10:00",335943793,8
1,"44ptburrzh90b","18/10/2021 10:00",292921582,9
2,"fubwa2hzv4527","18/10/2021 10:00",230398282,10
1,"92z70vraqxtvc","18/10/2021 11:00",607067307,1
2,"92z70vraqxtvc","18/10/2021 11:00",544043626,2
2,"b8qkss3pzw8cq","18/10/2021 11:00",439213311,3
2,"bpxhquwnjmnz6","18/10/2021 11:00",435070953,4
1,"bpxhquwnjmnz6","18/10/2021 11:00",412344875,5
2,"44ptburrzh90b","18/10/2021 11:00",215740896,6
2,"fubwa2hzv4527","18/10/2021 11:00",211028406,7
1,"fubwa2hzv4527","18/10/2021 11:00",177071734,8
1,"44ptburrzh90b","18/10/2021 11:00",170469587,9
1,"2mmbnawnjdmsh","18/10/2021 11:00",137364314,10
2,"92z70vraqxtvc","18/10/2021 12:00",593780324,1
1,"92z70vraqxtvc","18/10/2021 12:00",550405724,2
2,"bpxhquwnjmnz6","18/10/2021 12:00",412643300,3
1,"bpxhquwnjmnz6","18/10/2021 12:00",367699702,4
2,"fubwa2hzv4527","18/10/2021 12:00",216256737,5
2,"44ptburrzh90b","18/10/2021 12:00",205168142,6
2,"83duzmcmjhs6b","18/10/2021 12:00",194171770,7
1,"44ptburrzh90b","18/10/2021 12:00",189352726,8
1,"fubwa2hzv4527","18/10/2021 12:00",178591670,9
1,"2mmbnawnjdmsh","18/10/2021 12:00",129255243,10
2,"83duzmcmjhs6b","18/10/2021 13:00",3388589304,1
2,"92z70vraqxtvc","18/10/2021 13:00",581803419,2
1,"92z70vraqxtvc","18/10/2021 13:00",562360485,3
2,"b8qkss3pzw8cq","18/10/2021 13:00",439492088,4
2,"bpxhquwnjmnz6","18/10/2021 13:00",419402720,5
1,"bpxhquwnjmnz6","18/10/2021 13:00",398359861,6
2,"44ptburrzh90b","18/10/2021 13:00",241953749,7
2,"fubwa2hzv4527","18/10/2021 13:00",239545962,8
1,"fubwa2hzv4527","18/10/2021 13:00",187488811,9
1,"44ptburrzh90b","18/10/2021 13:00",166609747,10
1,"83duzmcmjhs6b","18/10/2021 14:00",673439512,1
2,"92z70vraqxtvc","18/10/2021 14:00",620120675,2
1,"92z70vraqxtvc","18/10/2021 14:00",524242033,3
2,"b8qkss3pzw8cq","18/10/2021 14:00",439160241,4
1,"bpxhquwnjmnz6","18/10/2021 14:00",288941572,5
2,"fubwa2hzv4527","18/10/2021 14:00",284598971,6
2,"44ptburrzh90b","18/10/2021 14:00",262605782,7
1,"fubwa2hzv4527","18/10/2021 14:00",224982954,8
1,"44ptburrzh90b","18/10/2021 14:00",175791422,9
1,"2mmbnawnjdmsh","18/10/2021 14:00",130679796,10
2,"83duzmcmjhs6b","18/10/2021 15:00",1521050622,1
1,"83duzmcmjhs6b","18/10/2021 15:00",1332523077,2
2,"92z70vraqxtvc","18/10/2021 15:00",639207954,3
2,"bpxhquwnjmnz6","18/10/2021 15:00",454188010,4
1,"bpxhquwnjmnz6","18/10/2021 15:00",345594197,5
2,"fubwa2hzv4527","18/10/2021 15:00",326145166,6
2,"44ptburrzh90b","18/10/2021 15:00",264743507,7
1,"fubwa2hzv4527","18/10/2021 15:00",258697869,8
2,"bq83hhrs0n6ju","18/10/2021 15:00",225954840,9
2,"60crdf74q2ygw","18/10/2021 15:00",224944827,10
2,"bpxhquwnjmnz6","18/10/2021 16:00",484459248,1
1,"92z70vraqxtvc","18/10/2021 16:00",422424691,2
1,"bpxhquwnjmnz6","18/10/2021 16:00",324588306,3
2,"fubwa2hzv4527","18/10/2021 16:00",299995851,4
1,"44ptburrzh90b","18/10/2021 16:00",279358200,5
1,"fubwa2hzv4527","18/10/2021 16:00",259417324,6
2,"bq83hhrs0n6ju","18/10/2021 16:00",251368695,7
2,"60crdf74q2ygw","18/10/2021 16:00",251074336,8
2,"44ptburrzh90b","18/10/2021 16:00",239930203,9
1,"bq83hhrs0n6ju","18/10/2021 16:00",214085306,10
2,"bpxhquwnjmnz6","18/10/2021 17:00",592350348,1
2,"92z70vraqxtvc","18/10/2021 17:00",588531914,2
1,"92z70vraqxtvc","18/10/2021 17:00",441604378,3
2,"b8qkss3pzw8cq","18/10/2021 17:00",439364446,4
1,"44ptburrzh90b","18/10/2021 17:00",376420305,5
2,"44ptburrzh90b","18/10/2021 17:00",367501308,6
2,"fubwa2hzv4527","18/10/2021 17:00",302948224,7
1,"bpxhquwnjmnz6","18/10/2021 17:00",269249704,8
1,"fubwa2hzv4527","18/10/2021 17:00",255186388,9
2,"bq83hhrs0n6ju","18/10/2021 17:00",194171701,10
1,"92z70vraqxtvc","18/10/2021 18:00",518396918,1
2,"92z70vraqxtvc","18/10/2021 18:00",518247011,2
1,"bpxhquwnjmnz6","18/10/2021 18:00",405361961,3
2,"bpxhquwnjmnz6","18/10/2021 18:00",364755895,4
2,"bq83hhrs0n6ju","18/10/2021 18:00",325374233,5
2,"60crdf74q2ygw","18/10/2021 18:00",313908325,6
2,"44ptburrzh90b","18/10/2021 18:00",298088696,7
1,"bq83hhrs0n6ju","18/10/2021 18:00",264769399,8
2,"fubwa2hzv4527","18/10/2021 18:00",258836591,9
1,"60crdf74q2ygw","18/10/2021 18:00",256553703,10
2,"83duzmcmjhs6b","18/10/2021 19:00",1518806655,1
1,"83duzmcmjhs6b","18/10/2021 19:00",1289232123,2
1,"gpxnt5139dbgx","18/10/2021 19:00",1028466123,3
2,"92z70vraqxtvc","18/10/2021 19:00",683093063,4
2,"bpxhquwnjmnz6","18/10/2021 19:00",587449807,5
1,"92z70vraqxtvc","18/10/2021 19:00",466734571,6
2,"fubwa2hzv4527","18/10/2021 19:00",290512112,7
2,"44ptburrzh90b","18/10/2021 19:00",262347811,8
1,"bpxhquwnjmnz6","18/10/2021 19:00",260379638,9
1,"fubwa2hzv4527","18/10/2021 19:00",234209497,10
2,"92z70vraqxtvc","18/10/2021 20:00",569641908,1
1,"92z70vraqxtvc","18/10/2021 20:00",562664962,2
1,"gpxnt5139dbgx","18/10/2021 20:00",523367120,3
2,"83duzmcmjhs6b","18/10/2021 20:00",453559021,4
1,"83duzmcmjhs6b","18/10/2021 20:00",417368104,5
2,"bpxhquwnjmnz6","18/10/2021 20:00",404138505,6
1,"bpxhquwnjmnz6","18/10/2021 20:00",347551637,7
2,"fubwa2hzv4527","18/10/2021 20:00",284968250,8
2,"bq83hhrs0n6ju","18/10/2021 20:00",277441153,9
2,"60crdf74q2ygw","18/10/2021 20:00",273828538,10
1,"gpxnt5139dbgx","18/10/2021 21:00",782615564,1
2,"92z70vraqxtvc","18/10/2021 21:00",614170632,2
1,"92z70vraqxtvc","18/10/2021 21:00",537606583,3
2,"bpxhquwnjmnz6","18/10/2021 21:00",519680432,4
2,"b8qkss3pzw8cq","18/10/2021 21:00",439679738,5
2,"fubwa2hzv4527","18/10/2021 21:00",332867482,6
1,"fubwa2hzv4527","18/10/2021 21:00",304524758,7
2,"bq83hhrs0n6ju","18/10/2021 21:00",269838610,8
2,"60crdf74q2ygw","18/10/2021 21:00",268120996,9
1,"bq83hhrs0n6ju","18/10/2021 21:00",232504828,10
1,"83duzmcmjhs6b","18/10/2021 22:00",3315714972,1
1,"gpxnt5139dbgx","18/10/2021 22:00",784950270,2
2,"92z70vraqxtvc","18/10/2021 22:00",632946950,3
1,"92z70vraqxtvc","18/10/2021 22:00",530472077,4
2,"bpxhquwnjmnz6","18/10/2021 22:00",457521060,5
1,"bpxhquwnjmnz6","18/10/2021 22:00",386298172,6
2,"bq83hhrs0n6ju","18/10/2021 22:00",367124107,7
2,"60crdf74q2ygw","18/10/2021 22:00",365880448,8
2,"fubwa2hzv4527","18/10/2021 22:00",349739753,9
1,"bq83hhrs0n6ju","18/10/2021 22:00",315190106,10
1,"83duzmcmjhs6b","18/10/2021 23:00",3314025872,1
1,"gpxnt5139dbgx","18/10/2021 23:00",1031879564,2
1,"92z70vraqxtvc","18/10/2021 23:00",697031888,3
2,"bq83hhrs0n6ju","18/10/2021 23:00",485447402,4
2,"60crdf74q2ygw","18/10/2021 23:00",483889265,5
1,"bpxhquwnjmnz6","18/10/2021 23:00",460678863,6
1,"bq83hhrs0n6ju","18/10/2021 23:00",420840895,7
1,"60crdf74q2ygw","18/10/2021 23:00",419553442,8
2,"6mcpb06rctk0x","18/10/2021 23:00",309674316,9
2,"fubwa2hzv4527","18/10/2021 23:00",272606803,10
2,"83duzmcmjhs6b","19/10/2021 00:00",3588112624,1
1,"gp1hszhxvcmxu","19/10/2021 00:00",805651798,2
1,"gpxnt5139dbgx","19/10/2021 00:00",558958943,3
2,"bpxhquwnjmnz6","19/10/2021 00:00",487329925,4
1,"bpxhquwnjmnz6","19/10/2021 00:00",472792695,5
2,"b8qkss3pzw8cq","19/10/2021 00:00",439821607,6
2,"fubwa2hzv4527","19/10/2021 00:00",280837143,7
2,"bq83hhrs0n6ju","19/10/2021 00:00",279886800,8
2,"60crdf74q2ygw","19/10/2021 00:00",272221206,9
1,"bq83hhrs0n6ju","19/10/2021 00:00",248424493,10
