"SNAP_ID","NODE","TO_CHAR(BEGIN_INTERVAL_TIME,'DD/MM/YYYYHH24:MI')","SQL_ID","PLAN_HASH_VALUE","EXECS","AVG_CPUTIME","AVG_ETIME","AVG_LIO","AVG_CLUSTER","ROWS_EXEC"
80416,"1","03/11/2020 11:00","1n32hnmxv1kgj",307274740,"3,580","2.091","2.104","123,195.7",".00730",70.977095
80416,"2","03/11/2020 11:00","1n32hnmxv1kgj",307274740,"5,596","2.174","2.185",".0",".00318",71.8177269
80417,"1","03/11/2020 12:00","1n32hnmxv1kgj",307274740,"2,136","1.675","1.685","98,244.3",".00761",68.3206929
80417,"2","03/11/2020 12:00","1n32hnmxv1kgj",307274740,"3,437","1.719","1.727","98,522.9",".00337",67.4457376
80418,"1","03/11/2020 13:00","1n32hnmxv1kgj",307274740,"3,820","2.298","2.312","152,930.9",".00703",77.8871728
80418,"2","03/11/2020 13:00","1n32hnmxv1kgj",307274740,"5,953","2.367","2.380","154,886.1",".00314",77.1429531
80419,"1","03/11/2020 14:00","1n32hnmxv1kgj",307274740,"3,410","2.452","2.466","161,736.5",".00754",76.7346041
80419,"2","03/11/2020 14:00","1n32hnmxv1kgj",307274740,"5,259","2.568","2.584","165,210.4",".00352",77.8931356
80420,"1","03/11/2020 15:00","1n32hnmxv1kgj",307274740,"3,642","2.470","2.486",".0",".00792",75.8503569
80420,"2","03/11/2020 15:00","1n32hnmxv1kgj",307274740,"5,723","2.623","2.642","154,524.0",".00397",76.1616285
80421,"1","03/11/2020 16:00","1n32hnmxv1kgj",307274740,"3,286","2.189","2.205","121,018.9",".00979",75.0998174
80421,"2","03/11/2020 16:00","1n32hnmxv1kgj",307274740,"5,227","2.251","2.281","118,936.7",".00502",74.4480582
80422,"1","03/11/2020 17:00","1n32hnmxv1kgj",307274740,"2,326","1.852","1.870","98,703.1",".01062",69.0963027
80422,"2","03/11/2020 17:00","1n32hnmxv1kgj",307274740,"3,558","1.836","1.863",".0",".00496",67.3766161
80423,"1","03/11/2020 18:00","1n32hnmxv1kgj",307274740,"3,853","2.280","2.296","145,549.0",".00781",78.0700753
80423,"2","03/11/2020 18:00","1n32hnmxv1kgj",307274740,"5,982","2.369","2.407","145,904.4",".00445",78.4538616
80424,"1","03/11/2020 19:00","1n32hnmxv1kgj",307274740,"3,419","2.484","2.502","158,471.1",".00982",78.3012577
80424,"2","03/11/2020 19:00","1n32hnmxv1kgj",307274740,"4,971","2.517","2.544","157,238.7",".00416",77.8477168
80425,"1","03/11/2020 20:00","1n32hnmxv1kgj",307274740,"3,526","2.476","2.525","149,245.8",".01158",74.7975043
80425,"2","03/11/2020 20:00","1n32hnmxv1kgj",307274740,"4,783","2.523","2.645","147,738.2",".00609",74.8883546
80426,"1","03/11/2020 21:00","1n32hnmxv1kgj",307274740,"3,714","2.330","2.349","144,462.5",".01009",76.2420571
80426,"2","03/11/2020 21:00","1n32hnmxv1kgj",307274740,"4,480","2.322","2.340","141,855.0",".00395",75.4524554
80427,"1","03/11/2020 22:00","1n32hnmxv1kgj",307274740,"4,106","1.660","1.673","79,435.9",".00703",52.3726254
80427,"2","03/11/2020 22:00","1n32hnmxv1kgj",307274740,"4,915","1.658","1.670","79,757.9",".00319",52.8386572
80428,"1","03/11/2020 23:00","1n32hnmxv1kgj",307274740,"4,995","1.657","1.671","84,866.0",".00649",48.7927928
80428,"2","03/11/2020 23:00","1n32hnmxv1kgj",307274740,"5,815","1.637","1.648","85,611.6",".00287",48.6529665
80429,"1","04/11/2020 00:00","1n32hnmxv1kgj",307274740,"5,672","1.926","1.962",".0",".00629",55.1473907
80429,"2","04/11/2020 00:00","1n32hnmxv1kgj",307274740,"6,380","1.961","2.020",".0",".00314",55.2669279
80430,"1","04/11/2020 01:00","1n32hnmxv1kgj",307274740,"7,230","1.710","1.726","93,442.7",".00592",39.6214385
80430,"2","04/11/2020 01:00","1n32hnmxv1kgj",307274740,"8,169","1.748","1.766","92,650.2",".00217",39.9591137
80431,"1","04/11/2020 02:00","1n32hnmxv1kgj",307274740,"7,154","1.665","1.699","98,039.2",".00531",45.7794241
80431,"2","04/11/2020 02:00","1n32hnmxv1kgj",307274740,"8,059","1.769","1.779","99,103.0",".00237",46.3331679
80432,"1","04/11/2020 03:00","1n32hnmxv1kgj",307274740,"5,962","1.589","1.598","93,988.9",".00430",46.2754109
80432,"2","04/11/2020 03:00","1n32hnmxv1kgj",307274740,"6,853","1.681","1.763","95,821.2",".00273",47.0328323
80433,"1","04/11/2020 04:00","1n32hnmxv1kgj",307274740,"5,886","1.571","1.581","85,798.0",".00518",45.3190622
80433,"2","04/11/2020 04:00","1n32hnmxv1kgj",307274740,"6,605","1.618","1.629","86,005.7",".00245",47.0538986
80434,"1","04/11/2020 05:00","1n32hnmxv1kgj",307274740,"5,581","1.513","1.521","74,875.3",".00435",42.6321448
80434,"2","04/11/2020 05:00","1n32hnmxv1kgj",307274740,"6,200","1.488","1.495","72,868.5",".00246",41.2012903
80435,"1","04/11/2020 06:00","1n32hnmxv1kgj",307274740,"5,676","1.508","1.517","92,608.0",".00564",46.5909091
80435,"2","04/11/2020 06:00","1n32hnmxv1kgj",307274740,"6,443","1.506","1.513","92,012.6",".00244",46.115319
80436,"1","04/11/2020 07:00","1n32hnmxv1kgj",307274740,"6,395","1.683","1.694","113,681.9",".00452",54.5071149
80436,"2","04/11/2020 07:00","1n32hnmxv1kgj",307274740,"7,218","1.688","1.698","113,752.9",".00300",54.2780549
80437,"1","04/11/2020 08:00","1n32hnmxv1kgj",307274740,"6,476","1.820","1.831","117,827.8",".00372",54.7364114
80437,"2","04/11/2020 08:00","1n32hnmxv1kgj",307274740,"7,435","1.824","1.834","117,321.2",".00294",55.3238736
80438,"1","04/11/2020 09:00","1n32hnmxv1kgj",307274740,"6,673","1.914","1.925",".0",".00482",53.9366102
80438,"2","04/11/2020 09:00","1n32hnmxv1kgj",307274740,"7,464","2.000","2.013",".0",".00286",54.2616559
80439,"1","04/11/2020 10:00","1n32hnmxv1kgj",307274740,"5,584","1.478","1.485","74,163.7",".00336",43.5166547
80439,"2","04/11/2020 10:00","1n32hnmxv1kgj",307274740,"6,347","1.484","1.490","73,017.4",".00224",42.8832519
80440,"1","04/11/2020 11:00","1n32hnmxv1kgj",307274740,"4,052","1.265","1.274","87,025.4",".00642",47.751234
80440,"2","04/11/2020 11:00","1n32hnmxv1kgj",307274740,"6,656","1.392","1.402","95,284.1",".00245",49.1084736
80441,"1","04/11/2020 12:00","1n32hnmxv1kgj",307274740,"3,211","1.574","1.584","114,082.7",".00596",54.5646216
80441,"2","04/11/2020 12:00","1n32hnmxv1kgj",307274740,"9,324","1.711","1.724","116,444.3",".00219",55.3189618
80442,"1","04/11/2020 13:00","1n32hnmxv1kgj",307274740,"3,156","1.736","1.746","115,881.1",".00426",55.7132446
80442,"2","04/11/2020 13:00","1n32hnmxv1kgj",307274740,"8,795","1.795","1.811","116,045.6",".00263",54.5465605
80443,"1","04/11/2020 14:00","1n32hnmxv1kgj",307274740,"3,146","1.765","1.775","107,186.4",".00616",50.8258106
80443,"2","04/11/2020 14:00","1n32hnmxv1kgj",307274740,"8,030","1.914","1.929",".0",".00321",51.594396
80444,"1","04/11/2020 15:00","1n32hnmxv1kgj",307274740,"3,477","1.587","1.597","84,830.9",".00515",47.488352
80444,"2","04/11/2020 15:00","1n32hnmxv1kgj",307274740,"6,886","1.715","1.728","89,276.9",".00347",49.2147836
80445,"1","04/11/2020 16:00","1n32hnmxv1kgj",307274740,"3,405","1.247","1.257","69,815.9",".00522",44.882232
80445,"2","04/11/2020 16:00","1n32hnmxv1kgj",307274740,"6,488","1.243","1.259","68,331.5",".00327",44.2461467
80446,"1","04/11/2020 17:00","1n32hnmxv1kgj",307274740,"3,868","1.474","1.484","93,674.4",".00554",49.5426577
80446,"2","04/11/2020 17:00","1n32hnmxv1kgj",307274740,"7,153","1.494","1.503","91,655.5",".00308",48.885223
80447,"1","04/11/2020 18:00","1n32hnmxv1kgj",307274740,"3,810","1.612","1.623","104,012.2",".00474",51.7065617
80447,"2","04/11/2020 18:00","1n32hnmxv1kgj",307274740,"7,109","1.651","1.663","102,740.5",".00289",50.9935293
80448,"1","04/11/2020 19:00","1n32hnmxv1kgj",307274740,"3,990","1.660","1.670","102,602.2",".00507",49.8744361
80448,"2","04/11/2020 19:00","1n32hnmxv1kgj",307274740,"7,305","1.701","1.715","100,585.2",".00330",49.9789185
80449,"1","04/11/2020 20:00","1n32hnmxv1kgj",307274740,"3,900","1.589","1.601",".0",".00701",51.9358974
80449,"2","04/11/2020 20:00","1n32hnmxv1kgj",307274740,"7,349","1.633","1.646","98,754.4",".00302",50.4259083
80450,"1","04/11/2020 21:00","1n32hnmxv1kgj",307274740,"3,720","1.487","1.497","96,368.4",".00468",49.338172
80450,"2","04/11/2020 21:00","1n32hnmxv1kgj",307274740,"7,139","1.608","1.637",".0",".00329",50.9865527
80451,"1","04/11/2020 22:00","1n32hnmxv1kgj",307274740,"3,901","1.704","1.716","101,333.2",".00451",51.4337349
80451,"2","04/11/2020 22:00","1n32hnmxv1kgj",307274740,"7,198","1.729","1.743","98,766.7",".00318",50.2142262
80452,"1","04/11/2020 23:00","1n32hnmxv1kgj",307274740,"3,519","1.560","1.573","73,583.7",".00525",48.2952543
80452,"2","04/11/2020 23:00","1n32hnmxv1kgj",307274740,"6,852","1.518","1.530","70,444.4",".00290",46.9947461
80453,"1","05/11/2020 00:00","1n32hnmxv1kgj",307274740,"4,634","1.613","1.625","117,379.2",".00603",56.8556323
80453,"2","05/11/2020 00:00","1n32hnmxv1kgj",307274740,"8,712","1.664","1.675","117,354.8",".00306",56.8946281
80454,"1","05/11/2020 01:00","1n32hnmxv1kgj",307274740,"6,847","1.837","1.854","126,518.4",".00549",52.500073
80454,"2","05/11/2020 01:00","1n32hnmxv1kgj",307274740,"12,286","1.897","1.918","125,456.4",".00268",52.14895
80455,"1","05/11/2020 02:00","1n32hnmxv1kgj",307274740,"6,944","1.868","1.879","131,049.9",".00634",57.6599942
80455,"2","05/11/2020 02:00","1n32hnmxv1kgj",307274740,"12,629","1.912","1.926",".0",".00271",57.5668699
80456,"1","05/11/2020 03:00","1n32hnmxv1kgj",307274740,"6,485","1.878","1.890","132,898.8",".00650",57.8599846
80456,"2","05/11/2020 03:00","1n32hnmxv1kgj",307274740,"11,900","1.872","1.884","131,016.6",".00295",57.2383193
80457,"1","05/11/2020 04:00","1n32hnmxv1kgj",307274740,"6,650","1.930","1.942","131,540.6",".00606",58.9389474
80457,"2","05/11/2020 04:00","1n32hnmxv1kgj",307274740,"12,241","1.960","1.970","132,509.9",".00270",59.3311004
80458,"1","05/11/2020 05:00","1n32hnmxv1kgj",307274740,"6,315","2.125","2.138","136,212.4",".00587",59.8304038
80458,"2","05/11/2020 05:00","1n32hnmxv1kgj",307274740,"11,841","2.089","2.101","133,380.1",".00289",59.2971033
80459,"1","05/11/2020 06:00","1n32hnmxv1kgj",307274740,"5,569","1.873","1.883",".0",".00362",54.3314778
80459,"2","05/11/2020 06:00","1n32hnmxv1kgj",307274740,"10,168","1.933","1.944",".0",".00263",54.343332
80460,"1","05/11/2020 07:00","1n32hnmxv1kgj",307274740,"6,078","1.998","2.007","139,410.5",".00327",58.9573873
80460,"2","05/11/2020 07:00","1n32hnmxv1kgj",307274740,"11,293","1.989","2.001","136,144.1",".00336",58.2175684
80461,"1","05/11/2020 08:00","1n32hnmxv1kgj",307274740,"6,857","2.055","2.066","147,441.2",".00389",63.8632055
80461,"2","05/11/2020 08:00","1n32hnmxv1kgj",307274740,"12,558","2.053","2.064",".0",".00307",63.8337315
80462,"1","05/11/2020 09:00","1n32hnmxv1kgj",307274740,"6,807","2.086","2.098","143,920.7",".00437",61.7847804
80462,"2","05/11/2020 09:00","1n32hnmxv1kgj",307274740,"12,355","2.092","2.104","142,811.9",".00284",61.1897208
80463,"1","05/11/2020 10:00","1n32hnmxv1kgj",307274740,"6,172","2.002","2.011",".0",".00429",57.8426766
80463,"2","05/11/2020 10:00","1n32hnmxv1kgj",307274740,"11,691","2.033","2.044","133,213.8",".00252",58.5097083
80464,"1","05/11/2020 11:00","1n32hnmxv1kgj",307274740,"4,949","1.736","1.746","120,924.0",".00610",60.2190341
80464,"2","05/11/2020 11:00","1n32hnmxv1kgj",307274740,"9,186","1.722","1.731",".0",".00276",60.5483344
80465,"1","05/11/2020 12:00","1n32hnmxv1kgj",307274740,"5,338","1.917","1.929","142,577.2",".00639",63.680592
80465,"2","05/11/2020 12:00","1n32hnmxv1kgj",307274740,"9,819","1.900","1.912","140,261.1",".00310",62.9649659
80466,"1","05/11/2020 13:00","1n32hnmxv1kgj",307274740,"5,599","2.092","2.105","155,079.6",".00712",67.0851938
80466,"2","05/11/2020 13:00","1n32hnmxv1kgj",307274740,"10,328","2.052","2.067","150,055.9",".00295",66.4240899
80467,"1","05/11/2020 14:00","1n32hnmxv1kgj",307274740,"4,097","2.263","2.280","163,704.7",".00856",78.777154
80467,"2","05/11/2020 14:00","1n32hnmxv1kgj",307274740,"7,738","2.203","2.220",".0",".00353",78.8074438
80468,"1","05/11/2020 15:00","1n32hnmxv1kgj",307274740,"4,126","2.565","2.587","184,325.0",".01004",83.5220553
80468,"2","05/11/2020 15:00","1n32hnmxv1kgj",307274740,"7,690","2.522","2.542","178,761.9",".00414",83.1152146
80469,"1","05/11/2020 16:00","1n32hnmxv1kgj",307274740,"4,083","2.408","2.426",".0",".01017",83.7038942
80469,"2","05/11/2020 16:00","1n32hnmxv1kgj",307274740,"7,493","2.409","2.431","159,924.6",".00423",82.3955692
80470,"1","05/11/2020 17:00","1n32hnmxv1kgj",307274740,"3,606","2.043","2.058","154,851.6",".01031",80.3227953
80470,"2","05/11/2020 17:00","1n32hnmxv1kgj",307274740,"6,522","1.995","2.009","151,754.6",".00426",79.0058264
80471,"1","05/11/2020 18:00","1n32hnmxv1kgj",307274740,"4,278","2.349","2.369","180,598.7",".01012",83.3101917
80471,"2","05/11/2020 18:00","1n32hnmxv1kgj",307274740,"7,937","2.345","2.367",".0",".00445",84.0864306
80472,"1","05/11/2020 19:00","1n32hnmxv1kgj",307274740,"4,685","2.332","2.351","165,311.8",".00980",84.7942369
80472,"2","05/11/2020 19:00","1n32hnmxv1kgj",307274740,"8,604","2.342","2.365","166,764.6",".00418",84.6145979
80473,"1","05/11/2020 20:00","1n32hnmxv1kgj",307274740,"5,146","2.409","2.525","169,771.1",".01245",83.306063
80473,"2","05/11/2020 20:00","1n32hnmxv1kgj",307274740,"7,013","2.343","2.481","168,143.7",".00636",83.8407244
80474,"1","05/11/2020 21:00","1n32hnmxv1kgj",307274740,"5,574","2.554","2.602","177,491.7",".00941",82.4899534
80474,"2","05/11/2020 21:00","1n32hnmxv1kgj",307274740,"6,512","2.369","2.399",".0",".00503",82.9914005
80475,"1","05/11/2020 22:00","1n32hnmxv1kgj",307274740,"5,504","2.437","2.464",".0",".00853",83.7797965
80475,"2","05/11/2020 22:00","1n32hnmxv1kgj",307274740,"6,408","2.327","2.346","176,657.5",".00473",84.136236
80476,"1","05/11/2020 23:00","1n32hnmxv1kgj",307274740,"5,908","2.636","2.665","176,060.0",".00773",83.3153351
80476,"2","05/11/2020 23:00","1n32hnmxv1kgj",307274740,"6,882","2.416","2.435","176,001.9",".00519",83.7555943
80477,"1","06/11/2020 00:00","1n32hnmxv1kgj",307274740,"5,672","2.496","2.515","175,753.2",".00647",82.6408674
80477,"2","06/11/2020 00:00","1n32hnmxv1kgj",307274740,"6,637","2.453","2.468","177,130.2",".00492",83.2599066
80478,"1","06/11/2020 01:00","1n32hnmxv1kgj",307274740,"6,902","2.125","2.152","129,525.4",".00702",60.374674
80478,"2","06/11/2020 01:00","1n32hnmxv1kgj",307274740,"8,177","1.941","1.956",".0",".00434",60.3851046
80479,"1","06/11/2020 02:00","1n32hnmxv1kgj",307274740,"7,627","2.252","2.269","159,164.1",".00700",72.244526
80479,"2","06/11/2020 02:00","1n32hnmxv1kgj",307274740,"8,872","2.171","2.184","157,261.1",".00403",71.0665014
80480,"1","06/11/2020 03:00","1n32hnmxv1kgj",307274740,"7,176","2.207","2.222",".0",".00666",72.9540134
80480,"2","06/11/2020 03:00","1n32hnmxv1kgj",307274740,"8,442","2.270","2.312","168,012.8",".00385",73.9567638
80481,"1","06/11/2020 04:00","1n32hnmxv1kgj",307274740,"7,715","2.285","2.301","165,237.8",".00578",75.6720674
80481,"2","06/11/2020 04:00","1n32hnmxv1kgj",307274740,"9,133","2.368","2.380","166,622.6",".00334",75.8522939
80482,"1","06/11/2020 05:00","1n32hnmxv1kgj",307274740,"7,181","2.456","2.473","161,741.5",".00542",74.8164601
80482,"2","06/11/2020 05:00","1n32hnmxv1kgj",307274740,"8,574","2.501","2.515","162,378.4",".00386",76.1537206
80483,"1","06/11/2020 06:00","1n32hnmxv1kgj",307274740,"5,417","2.146","2.158","149,961.2",".00528",69.4157283
80483,"2","06/11/2020 06:00","1n32hnmxv1kgj",307274740,"6,378","2.195","2.207",".0",".00503",69.1536532
80484,"1","06/11/2020 07:00","1n32hnmxv1kgj",307274740,"7,306","2.471","2.488",".0",".00462",76.9488092
80484,"2","06/11/2020 07:00","1n32hnmxv1kgj",307274740,"8,289","2.509","2.523","179,239.3",".00531",76.8773073
80485,"1","06/11/2020 08:00","1n32hnmxv1kgj",307274740,"7,455","2.491","2.506","177,462.8",".00386",78.0403756
80485,"2","06/11/2020 08:00","1n32hnmxv1kgj",307274740,"8,720","2.573","2.585","179,561.5",".00443",78.4344037
80486,"1","06/11/2020 09:00","1n32hnmxv1kgj",307274740,"7,470","2.497","2.512","172,814.0",".00505",76.6514056
80486,"2","06/11/2020 09:00","1n32hnmxv1kgj",307274740,"8,599","2.592","2.605",".0",".00474",76.8346319
80487,"1","06/11/2020 10:00","1n32hnmxv1kgj",307274740,"5,874","2.021","2.033","142,150.2",".00517",68.3667007
80487,"2","06/11/2020 10:00","1n32hnmxv1kgj",307274740,"6,846","2.055","2.064","140,635.1",".00445",68.0860356
80488,"1","06/11/2020 11:00","1n32hnmxv1kgj",307274740,"6,132","2.284","2.299",".0",".00669",83.9758643
80488,"2","06/11/2020 11:00","1n32hnmxv1kgj",307274740,"7,005","2.349","2.362","180,028.8",".00594",83.5674518
80489,"1","06/11/2020 12:00","1n32hnmxv1kgj",307274740,"6,358","2.398","2.421","184,633.4",".00677",84.5644857
80489,"2","06/11/2020 12:00","1n32hnmxv1kgj",307274740,"7,431","2.498","2.512",".0",".00485",85.855874
80490,"1","06/11/2020 13:00","1n32hnmxv1kgj",307274740,"6,064","2.585","2.606","188,862.7",".00685",84.7135554
80490,"2","06/11/2020 13:00","1n32hnmxv1kgj",307274740,"6,989","2.661","2.677","189,673.4",".00464",84.8101302
80491,"1","06/11/2020 14:00","1n32hnmxv1kgj",307274740,"5,481","2.391","2.412","162,886.7",".00615",82.1793468
80491,"2","06/11/2020 14:00","1n32hnmxv1kgj",307274740,"6,330","2.444","2.460","160,902.1",".00443",82.6363349
80492,"1","06/11/2020 15:00","1n32hnmxv1kgj",307274740,"4,852","2.271","2.287",".0",".00736",82.9791838
80492,"2","06/11/2020 15:00","1n32hnmxv1kgj",307274740,"5,887","2.347","2.362","170,915.8",".00519",82.3942585
80493,"1","06/11/2020 16:00","1n32hnmxv1kgj",307274740,"6,159","2.404","2.426","178,296.2",".00894",83.8952752
80493,"2","06/11/2020 16:00","1n32hnmxv1kgj",307274740,"7,123","2.490","2.510",".0",".00499",83.8407974
80494,"1","06/11/2020 17:00","1n32hnmxv1kgj",307274740,"5,475","2.365","2.410","177,262.1",".00965",82.7873973
80494,"2","06/11/2020 17:00","1n32hnmxv1kgj",307274740,"6,445","2.410","2.459","176,037.3",".00544",82.7585725
80495,"1","06/11/2020 18:00","1n32hnmxv1kgj",307274740,"5,351","2.267","2.286","169,132.8",".00871",82.0427957
80495,"2","06/11/2020 18:00","1n32hnmxv1kgj",307274740,"6,061","2.327","2.343","169,706.1",".00452",82.6597921
80496,"1","06/11/2020 19:00","1n32hnmxv1kgj",307274740,"6,459","2.417","2.437",".0",".00762",85.0450534
80496,"2","06/11/2020 19:00","1n32hnmxv1kgj",307274740,"7,459","2.503","2.522","165,567.4",".00417",85.2253653
80497,"1","06/11/2020 20:00","1n32hnmxv1kgj",307274740,"4,592","2.174","2.202","154,545.5",".01005",78.6800958
80497,"2","06/11/2020 20:00","1n32hnmxv1kgj",307274740,"5,067","2.217","2.233",".0",".00587",78.8504046
80498,"1","06/11/2020 21:00","1n32hnmxv1kgj",307274740,"4,419","2.090","2.107","149,991.4",".00886",79.0269292
80498,"2","06/11/2020 21:00","1n32hnmxv1kgj",307274740,"5,057","2.146","2.164","150,516.7",".00528",79.0636741
80499,"1","06/11/2020 22:00","1n32hnmxv1kgj",307274740,"4,058","2.035","2.053","145,418.2",".00849",76.2888122
80499,"2","06/11/2020 22:00","1n32hnmxv1kgj",307274740,"4,672","2.063","2.077","144,046.2",".00490",77.0267551
80500,"1","06/11/2020 23:00","1n32hnmxv1kgj",307274740,"4,583","2.202","2.219","148,624.0",".00665",79.1769583
80500,"2","06/11/2020 23:00","1n32hnmxv1kgj",307274740,"5,400","2.155","2.168","147,046.2",".00478",79.2440741
80501,"1","07/11/2020 00:00","1n32hnmxv1kgj",307274740,"4,475","2.099","2.114","155,666.7",".00812",79.8815642
80501,"2","07/11/2020 00:00","1n32hnmxv1kgj",307274740,"5,097","2.109","2.121","157,888.8",".00456",78.7716304
80502,"1","07/11/2020 01:00","1n32hnmxv1kgj",307274740,"6,554","1.972","1.992","128,963.7",".00726",57.5947513
80502,"2","07/11/2020 01:00","1n32hnmxv1kgj",307274740,"7,531","1.822","1.885","128,520.6",".00354",57.599522
80503,"1","07/11/2020 02:00","1n32hnmxv1kgj",307274740,"6,383","1.939","1.951","135,465.0",".00798",66.2558358
80503,"2","07/11/2020 02:00","1n32hnmxv1kgj",307274740,"7,401","1.884","1.895","136,928.0",".00385",66.0998514
80504,"1","07/11/2020 03:00","1n32hnmxv1kgj",307274740,"5,769","2.011","2.023",".0",".00721",65.9797192
80504,"2","07/11/2020 03:00","1n32hnmxv1kgj",307274740,"6,797","1.916","1.925","143,493.1",".00360",65.5034574
80505,"1","07/11/2020 04:00","1n32hnmxv1kgj",307274740,"6,268","2.104","2.115","140,486.7",".00717",70.2858966
80505,"2","07/11/2020 04:00","1n32hnmxv1kgj",307274740,"7,343","2.038","2.046","140,214.7",".00343",70.6248127
80506,"1","07/11/2020 05:00","1n32hnmxv1kgj",307274740,"5,805","2.187","2.201","145,660.1",".00756",67.9862188
80506,"2","07/11/2020 05:00","1n32hnmxv1kgj",307274740,"6,616","2.069","2.077",".0",".00374",67.6506953
80507,"1","07/11/2020 06:00","1n32hnmxv1kgj",307274740,"5,264","2.161","2.172","148,183.7",".00486",67.1553951
80507,"2","07/11/2020 06:00","1n32hnmxv1kgj",307274740,"6,220","2.085","2.095","147,182.6",".00307",66.3721865
80508,"1","07/11/2020 07:00","1n32hnmxv1kgj",307274740,"5,457","2.173","2.205","148,581.9",".00589",68.7907275
80508,"2","07/11/2020 07:00","1n32hnmxv1kgj",307274740,"6,304","2.033","2.042","146,500.6",".00408",67.9578046
80509,"1","07/11/2020 08:00","1n32hnmxv1kgj",307274740,"5,615","2.227","2.238","151,075.3",".00517",71.013179
80509,"2","07/11/2020 08:00","1n32hnmxv1kgj",307274740,"6,615","2.062","2.070","151,011.3",".00406",71.1543462
80510,"1","07/11/2020 09:00","1n32hnmxv1kgj",307274740,"6,051","2.067","2.078","140,154.4",".00628",67.9765328
80510,"2","07/11/2020 09:00","1n32hnmxv1kgj",307274740,"6,804","1.947","1.955","140,604.0",".00341",68.0568783
80511,"1","07/11/2020 10:00","1n32hnmxv1kgj",307274740,"5,214","2.155","2.166","146,064.7",".00697",69.1004987
80511,"2","07/11/2020 10:00","1n32hnmxv1kgj",307274740,"6,266","2.010","2.018","34,610.3",".00315",68.473827
80512,"1","07/11/2020 11:00","1n32hnmxv1kgj",307274740,"4,396","2.155","2.166","161,886.7",".00698",80.4285714
80512,"2","07/11/2020 11:00","1n32hnmxv1kgj",307274740,"5,261","1.962","1.970","157,427.2",".00370",79.0429576
80513,"1","07/11/2020 12:00","1n32hnmxv1kgj",307274740,"4,681","2.092","2.104","158,779.1",".00750",80.1145054
80513,"2","07/11/2020 12:00","1n32hnmxv1kgj",307274740,"5,270","1.942","1.950","154,252.2",".00354",78.1872865
80514,"1","07/11/2020 13:00","1n32hnmxv1kgj",307274740,"4,036","2.074","2.088",".0",".00787",76.1776511
80514,"2","07/11/2020 13:00","1n32hnmxv1kgj",307274740,"4,796","1.938","1.947",".0",".00525",76.5494162
80515,"1","07/11/2020 14:00","1n32hnmxv1kgj",307274740,"2,384","1.422","1.431","71,251.0",".00535",61.8322148
80515,"2","07/11/2020 14:00","1n32hnmxv1kgj",307274740,"2,657","1.245","1.253","70,143.7",".00522",62.7173504
80516,"1","07/11/2020 15:00","1n32hnmxv1kgj",307274740,"2,369","1.430","1.441","70,035.6",".00531",62.7045167
80516,"2","07/11/2020 15:00","1n32hnmxv1kgj",307274740,"2,930","1.311","1.321","71,105.6",".00546",61.5573379
80517,"1","07/11/2020 16:00","1n32hnmxv1kgj",307274740,"2,414","1.369","1.379","69,499.0",".00606",59.2485501
80517,"2","07/11/2020 16:00","1n32hnmxv1kgj",307274740,"2,788","1.352","1.362","70,464.4",".00591",60.8238881
80518,"1","07/11/2020 17:00","1n32hnmxv1kgj",307274740,"2,444","1.351","1.358","69,470.9",".00454",62.9324877
80518,"2","07/11/2020 17:00","1n32hnmxv1kgj",307274740,"2,680","1.359","1.366","71,367.8",".00426",62.380597
80519,"1","07/11/2020 18:00","1n32hnmxv1kgj",307274740,"2,712","1.415","1.422","73,523.7",".00434",66.3985988
80519,"2","07/11/2020 18:00","1n32hnmxv1kgj",307274740,"3,185","1.400","1.407","73,908.1",".00380",64.9199372
80520,"1","07/11/2020 19:00","1n32hnmxv1kgj",307274740,"2,494","1.442","1.451","71,959.6",".00475",64.8704892
80520,"2","07/11/2020 19:00","1n32hnmxv1kgj",307274740,"2,887","1.375","1.382","71,409.5",".00368",63.7218566
80521,"1","07/11/2020 20:00","1n32hnmxv1kgj",307274740,"2,379","1.380","1.387","69,892.0",".00465",60.8688525
80521,"2","07/11/2020 20:00","1n32hnmxv1kgj",307274740,"2,729","1.319","1.326","68,609.3",".00395",59.9802125
80522,"1","07/11/2020 21:00","1n32hnmxv1kgj",307274740,"2,321","1.389","1.397","71,110.9",".00479",61.5196036
80522,"2","07/11/2020 21:00","1n32hnmxv1kgj",307274740,"2,643","1.361","1.409","71,203.1",".00377",59.856224
80523,"1","07/11/2020 22:00","1n32hnmxv1kgj",307274740,"2,453","1.401","1.410","70,971.6",".00486",63.0105993
80523,"2","07/11/2020 22:00","1n32hnmxv1kgj",307274740,"2,913","1.386","1.394","70,134.7",".00391",61.7607278
80524,"1","07/11/2020 23:00","1n32hnmxv1kgj",307274740,"2,782","1.585","1.595","89,483.0",".00644",66.6865564
80524,"2","07/11/2020 23:00","1n32hnmxv1kgj",307274740,"3,149","1.576","1.585","92,463.7",".00469",66.3651953
80525,"1","08/11/2020 00:00","1n32hnmxv1kgj",307274740,"3,261","1.873","1.884","120,052.7",".00701",70.6488807
80525,"2","08/11/2020 00:00","1n32hnmxv1kgj",307274740,"3,691","1.918","1.927","125,166.0",".00439",72.4286101
80526,"1","08/11/2020 01:00","1n32hnmxv1kgj",307274740,"4,550","1.366","1.381","71,636.7",".00306",37.3421978
80526,"2","08/11/2020 01:00","1n32hnmxv1kgj",307274740,"5,161","1.247","1.253","72,187.1",".00291",36.9182329
