AWRDATE,OBJECT,VALUE,RANK
"27/09/2021 01:00","SUBS_PRESENCE_LOCATION_PK","140309862352",8
"27/09/2021 01:00","SUBSCRIPTION_IMSI_IDX","116446384016",9
"27/09/2021 01:00","CUSTOMER_PK","105200504128",10
"27/09/2021 02:00","SUBSCRIPTION_CONSUMPTION_PK","5764760581552",1
"27/09/2021 02:00","SUBSCRIPTION","3013320332912",2
"27/09/2021 02:00","SUBSCRIPTION_PRESENCE_LOCATION","388867373728",3
"27/09/2021 02:00","HISTO_GPRS_09","289786800944",4
"27/09/2021 02:00","SUBSCRIPTION_MRNUMBER_IDX","239535823248",5
"27/09/2021 02:00","PREINVENTORY","201626898592",6
"27/09/2021 02:00","POOL_CDR","163851106976",7
"27/09/2021 02:00","SUBS_PRESENCE_LOCATION_PK","140416807312",8
"27/09/2021 02:00","SUBSCRIPTION_IMSI_IDX","116535961680",9
"27/09/2021 02:00","CUSTOMER_PK","105276546400",10
"27/09/2021 03:00","SUBSCRIPTION_CONSUMPTION_PK","5766369008832",1
"27/09/2021 03:00","SUBSCRIPTION","3015829548496",2
"27/09/2021 03:00","SUBSCRIPTION_PRESENCE_LOCATION","389292373856",3
"27/09/2021 03:00","HISTO_GPRS_09","295914595984",4
"27/09/2021 03:00","SUBSCRIPTION_MRNUMBER_IDX","239816128512",5
"27/09/2021 03:00","PREINVENTORY","201685196224",6
"27/09/2021 03:00","POOL_CDR","167605885952",7
"27/09/2021 03:00","SUBS_PRESENCE_LOCATION_PK","140517150704",8
"27/09/2021 03:00","SUBSCRIPTION_IMSI_IDX","116622878320",9
"27/09/2021 03:00","CUSTOMER_PK","105350315904",10
"27/09/2021 04:00","SUBSCRIPTION_CONSUMPTION_PK","5767810435264",1
"27/09/2021 04:00","SUBSCRIPTION","3018282241536",2
"27/09/2021 04:00","SUBSCRIPTION_PRESENCE_LOCATION","389712988880",3
"27/09/2021 04:00","HISTO_GPRS_09","311804321904",4
"27/09/2021 04:00","SUBSCRIPTION_MRNUMBER_IDX","240122561328",5
"27/09/2021 04:00","PREINVENTORY","201749406816",6
"27/09/2021 04:00","POOL_CDR","177094537472",7
"27/09/2021 04:00","SUBS_PRESENCE_LOCATION_PK","140614734624",8
"27/09/2021 04:00","SUBSCRIPTION_IMSI_IDX","116707068480",9
"27/09/2021 04:00","CUSTOMER_PK","105423145568",10
"27/09/2021 05:00","SUBSCRIPTION_CONSUMPTION_PK","5769139535280",1
"27/09/2021 05:00","SUBSCRIPTION","3020692485200",2
"27/09/2021 05:00","SUBSCRIPTION_PRESENCE_LOCATION","390156310768",3
"27/09/2021 05:00","HISTO_GPRS_09","299262094784",4
"27/09/2021 05:00","SUBSCRIPTION_MRNUMBER_IDX","240421240208",5
"27/09/2021 05:00","POOL_CDR","172985156592",6
"27/09/2021 05:00","SUBS_PRESENCE_LOCATION_PK","140718148944",7
"27/09/2021 05:00","PREINVENTORY","117448157120",8
"27/09/2021 05:00","SUBSCRIPTION_IMSI_IDX","116790601168",9
"27/09/2021 05:00","CUSTOMER_PK","105495836896",10
"27/09/2021 06:00","SUBSCRIPTION_CONSUMPTION_PK","5770465251792",1
"27/09/2021 06:00","SUBSCRIPTION","3023219524464",2
"27/09/2021 06:00","SUBSCRIPTION_PRESENCE_LOCATION","390629260416",3
"27/09/2021 06:00","HISTO_GPRS_09","301484255712",4
"27/09/2021 06:00","SUBSCRIPTION_MRNUMBER_IDX","240724406352",5
"27/09/2021 06:00","PREINVENTORY","201889282976",6
"27/09/2021 06:00","POOL_CDR","169591993600",7
"27/09/2021 06:00","SUBS_PRESENCE_LOCATION_PK","140848535040",8
"27/09/2021 06:00","SUBSCRIPTION_IMSI_IDX","116873723472",9
"27/09/2021 06:00","CUSTOMER_PK","105568056000",10
"27/09/2021 07:00","SUBSCRIPTION_CONSUMPTION_PK","5771634820912",1
"27/09/2021 07:00","SUBSCRIPTION","3025535473904",2
"27/09/2021 07:00","SUBSCRIPTION_PRESENCE_LOCATION","391046117712",3
"27/09/2021 07:00","HISTO_GPRS_09","304369781824",4
"27/09/2021 07:00","SUBSCRIPTION_MRNUMBER_IDX","241009210864",5
"27/09/2021 07:00","PREINVENTORY","201948584384",6
"27/09/2021 07:00","POOL_CDR","177512237760",7
"27/09/2021 07:00","SUBS_PRESENCE_LOCATION_PK","140951558096",8
"27/09/2021 07:00","SUBSCRIPTION_IMSI_IDX","116955813248",9
"27/09/2021 07:00","CUSTOMER_PK","105642411712",10
"27/09/2021 08:00","SUBSCRIPTION_CONSUMPTION_PK","5772698764736",1
"27/09/2021 08:00","SUBSCRIPTION","3027947665616",2
"27/09/2021 08:00","SUBSCRIPTION_PRESENCE_LOCATION","391495608880",3
"27/09/2021 08:00","HISTO_GPRS_09","306014266832",4
"27/09/2021 08:00","SUBSCRIPTION_MRNUMBER_IDX","241300123744",5
"27/09/2021 08:00","POOL_CDR","151283404208",6
"27/09/2021 08:00","SUBS_PRESENCE_LOCATION_PK","141056813056",7
"27/09/2021 08:00","PREINVENTORY","117553254208",8
